Seriation_Number	Assemblage	7337-1-1	5437979-0-0	863218-6774618-7774684	3-2049714-0	5437979-0-4934925	1513369-2-0	5437979-0-7899154	3-2-6412691	3-5937436-0	0-1-4	3-2-4072471	8032173-6774618-3965231	863218-6774618-2648646	2137808-2-0	9261477-2-0	5437979-0-6243214	2137808-8975926-0	3-2-23637	3-1127647-0	3-2-7385202	3-2-6427732	5437979-2655857-0	707716-2-23637	863218-6774618-7294087	863218-5578212-0	3-0-0	5437979-0-966640	3-2-3283380	3-644191-0	8032173-6774618-0	3-2-3981338	3-9753436-23637	863218-9032929-0	6193744-6774618-0	863218-6774618-0	863218-1944996-0	3-2-1752149	3-6774618-0	5657780-6774618-0	3-2-0	863218-6774618-6138381	1973093-0-6243214	6193744-6774618-6360729	863218-8281552-0	0-4730046-4	9152926-2-0
9	assemblage-206-609	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	57	0	0	0	0	0	9

10	assemblage-767-194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	22	0	0	0	0	0	0	0	10
10	assemblage-211-606	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	0	28	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	372	0	58	0	0	0	0	0	7
10	assemblage-206-609	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	57	0	0	0	0	0	9

11	assemblage-767-194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	22	0	0	0	0	0	0	0	10
11	assemblage-211-606	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	0	28	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	372	0	58	0	0	0	0	0	7
11	assemblage-471-468	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	67	0	0	0	0	0	8

12	assemblage-767-194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	22	0	0	0	0	0	0	0	10
12	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	10	0	0	14	0	0	61	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	16
12	assemblage-943-508	0	61	0	0	0	0	67	0	0	224	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	15

13	assemblage-758-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	312	0	0	35	0	9	0	0	0	0	0	0	0	0	32	0	0	34	0	0	42	0	0	0	0	0	0	0	4
13	assemblage-471-468	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	67	0	0	0	0	0	8
13	assemblage-206-609	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	57	0	0	0	0	0	9

14	assemblage-758-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	312	0	0	35	0	9	0	0	0	0	0	0	0	0	32	0	0	34	0	0	42	0	0	0	0	0	0	0	4
14	assemblage-211-606	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	0	28	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	372	0	58	0	0	0	0	0	7
14	assemblage-206-609	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	57	0	0	0	0	0	9

15	assemblage-758-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	312	0	0	35	0	9	0	0	0	0	0	0	0	0	32	0	0	34	0	0	42	0	0	0	0	0	0	0	4
15	assemblage-211-606	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	0	28	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	372	0	58	0	0	0	0	0	7
15	assemblage-471-468	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	67	0	0	0	0	0	8

16	assemblage-758-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	312	0	0	35	0	9	0	0	0	0	0	0	0	0	32	0	0	34	0	0	42	0	0	0	0	0	0	0	4
16	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	10	0	0	14	0	0	61	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	16
16	assemblage-943-508	0	61	0	0	0	0	67	0	0	224	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	15

17	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	7	0	0	16
17	assemblage-471-468	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	67	0	0	0	0	0	8
17	assemblage-206-609	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	57	0	0	0	0	0	9

18	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	7	0	0	16
18	assemblage-381-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	53	0	0	0	0	11	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	28
18	assemblage-206-609	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	57	0	0	0	0	0	9

19	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	7	0	0	16
19	assemblage-381-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	53	0	0	0	0	11	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	28
19	assemblage-471-468	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	67	0	0	0	0	0	8

20	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	7	0	0	16
20	assemblage-211-606	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	0	28	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	372	0	58	0	0	0	0	0	7
20	assemblage-206-609	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	57	0	0	0	0	0	9

21	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	7	0	0	16
21	assemblage-211-606	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	0	28	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	372	0	58	0	0	0	0	0	7
21	assemblage-471-468	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	67	0	0	0	0	0	8

22	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	7	0	0	16
22	assemblage-943-508	0	61	0	0	0	0	67	0	0	224	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	15
22	assemblage-206-609	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	57	0	0	0	0	0	9

23	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	7	0	0	16
23	assemblage-943-508	0	61	0	0	0	0	67	0	0	224	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	15
23	assemblage-471-468	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	67	0	0	0	0	0	8

24	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	7	0	0	16
24	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	10	0	0	14	0	0	61	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	16
24	assemblage-206-609	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	57	0	0	0	0	0	9

25	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	7	0	0	16
25	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	10	0	0	14	0	0	61	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	16
25	assemblage-471-468	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	67	0	0	0	0	0	8

26	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	7	0	0	16
26	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	10	0	0	14	0	0	61	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	16
26	assemblage-381-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	53	0	0	0	0	11	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	28

27	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	7	0	0	16
27	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	10	0	0	14	0	0	61	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	16
27	assemblage-211-606	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	0	28	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	372	0	58	0	0	0	0	0	7

28	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	7	0	0	16
28	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	10	0	0	14	0	0	61	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	16
28	assemblage-943-508	0	61	0	0	0	0	67	0	0	224	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	15

29	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	7	0	0	16
29	assemblage-767-194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	22	0	0	0	0	0	0	0	10
29	assemblage-206-609	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	57	0	0	0	0	0	9

30	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	7	0	0	16
30	assemblage-767-194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	22	0	0	0	0	0	0	0	10
30	assemblage-471-468	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	67	0	0	0	0	0	8

31	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	7	0	0	16
31	assemblage-767-194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	22	0	0	0	0	0	0	0	10
31	assemblage-211-606	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	0	28	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	372	0	58	0	0	0	0	0	7

32	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	7	0	0	16
32	assemblage-115-496	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	60	13
32	assemblage-206-609	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	57	0	0	0	0	0	9

33	assemblage-683-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	7	0	0	16
33	assemblage-115-496	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	60	13
33	assemblage-471-468	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	67	0	0	0	0	0	8

34	assemblage-786-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	52	0	0	0	0	19	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	21
34	assemblage-471-468	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	67	0	0	0	0	0	8
34	assemblage-206-609	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	57	0	0	0	0	0	9

35	assemblage-786-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	52	0	0	0	0	19	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	21
35	assemblage-381-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	53	0	0	0	0	11	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	28
35	assemblage-206-609	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	57	0	0	0	0	0	9

36	assemblage-786-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	52	0	0	0	0	19	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	21
36	assemblage-381-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	53	0	0	0	0	11	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	28
36	assemblage-471-468	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	67	0	0	0	0	0	8

37	assemblage-786-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	52	0	0	0	0	19	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	21
37	assemblage-211-606	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	0	28	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	372	0	58	0	0	0	0	0	7
37	assemblage-206-609	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	57	0	0	0	0	0	9

38	assemblage-786-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	52	0	0	0	0	19	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	21
38	assemblage-211-606	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	0	28	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	372	0	58	0	0	0	0	0	7
38	assemblage-471-468	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	67	0	0	0	0	0	8

39	assemblage-786-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	52	0	0	0	0	19	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	21
39	assemblage-943-508	0	61	0	0	0	0	67	0	0	224	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	15
39	assemblage-206-609	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	57	0	0	0	0	0	9

40	assemblage-786-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	52	0	0	0	0	19	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	21
40	assemblage-943-508	0	61	0	0	0	0	67	0	0	224	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	15
40	assemblage-471-468	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	67	0	0	0	0	0	8

41	assemblage-786-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	52	0	0	0	0	19	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	21
41	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	10	0	0	14	0	0	61	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	16
41	assemblage-206-609	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	57	0	0	0	0	0	9

42	assemblage-786-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	52	0	0	0	0	19	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	21
42	assemblage-682-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	10	0	0	14	0	0	61	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	16
42	assemblage-471-468	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	67	0	0	0	0	0	8

43	assemblage-786-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	52	0	0	0	0	19	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	21
