Assemblage_Name	1613298-1-3	3866316-8414082-8374781	5857700-1-5094690	1-6680052-2	2-1-5117689	1-6760579-2	1-3-9282495	5857700-502996-3	577776-1-3	8462731-3-2	5857700-1502262-3	2-1-3	5857700-2028553-128410	171276-8414082-7975816	1-1-9643939	7748833-4-4	2-1-9314448	7216708-1-7975816	9028056-7469102-4567792	5857700-1-3	7567365-1-3	3866316-1-7975816	1-4-588492	3866316-8414082-7975816	4553632-7469102-2	3866316-8414082-7766893	4798911-2028553-128410	1-1570985-4	7211393-8414082-8672426	3866316-8414082-8672426	8929119-0-2	1-3-2	5857700-1-8768088	1-6824755-2	5952504-3-2	6679100-1-3	1-4-4	3866316-4674747-7975816	1-1-7975816	5857700-1-128410	2-1-1168794	2-1-7819610	5857700-1-7156729	9028056-3-2	1-2050665-9643939	3866316-8543375-7975816	3866316-5459538-7975816	5857700-7600171-3	3-0-2	9954363-0-6630532	1-4832600-2	5857700-1-6960395	5857700-8176341-3	9028056-7469102-2	26907-8414082-7975816
assemblage-723-402	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	141	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	182	18
assemblage-360-724	0	7	0	0	0	0	0	0	0	0	0	216	0	4	0	0	5	0	0	33	0	0	0	139	0	0	0	0	0	0	10	6	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	4
assemblage-588-680	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	75	0	0	0	63	0	6	0	0	0	90	0	0	0	0	0	0	0	13	0	0	116	25	0	0	0	0	0	0	0	0	0	0	0	101	4
assemblage-355-732	0	13	0	0	0	0	0	0	0	0	0	214	0	0	0	0	8	0	0	18	0	0	0	152	0	0	0	0	0	0	8	14	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	10
assemblage-921-388	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	3	0	60	0	0	0	0	0	0	0	111	0	0	0	0	0	0	42	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	12
assemblage-750-662	0	8	0	0	0	0	0	0	0	0	0	208	0	5	0	0	0	0	0	31	0	0	0	144	0	0	0	0	0	0	9	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	15
assemblage-905-383	0	0	0	0	0	0	0	0	0	0	0	171	0	0	26	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	145	0	0	0	0	15	0	0	0	0	0	0	0	14	0	0	0	20	0	0	0	0	0	10
assemblage-578-658	5	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	34	0	0	0	0	0	0	0	315	9
assemblage-849-747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	10	0	0	0	0	13	369	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	42	7
assemblage-876-854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	11	0	0	0	0	18	359	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	33	14
assemblage-962-105	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	233	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	74	9
assemblage-175-476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	9
assemblage-403-854	0	0	0	0	0	0	0	0	0	0	0	171	0	0	26	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	183	0	0	0	0	16	0	0	0	0	0	0	0	7	0	0	0	15	0	0	0	0	0	11
assemblage-604-670	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	6	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	7	16
assemblage-413-851	0	0	0	0	0	0	0	0	0	0	0	161	0	0	29	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	195	0	0	0	0	8	0	0	0	0	0	0	0	5	0	0	0	12	0	0	0	0	0	14
assemblage-257-154	0	0	0	0	8	0	0	0	0	0	0	305	0	0	0	0	0	0	0	144	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
