Assemblage_Name	3-825984-2	1-2-600017	667985-2-0	1581759-2-4160978	4779043-2-0	1-2-8508308	1-2496825-3	2-8600665-1	3-3-2	887277-2496825-3	3-7628619-2	1-2-210006	2-4-7177737	3-3-5674464	3840620-4-6094288	0-1-0	1-2-2509824	0-2142910-0	0-2980545-0	3988491-3-2	0-5801320-1	7129940-2-0	3-3-8280483	0-1-6432484	7202287-3-2	5220143-3-2	5817480-1-0	3840620-335903-1	1-9391180-0	0-6040300-0	2-9250355-4	0-1-2788888	0-2-1	807526-2-0	2197359-3-5674464	3840620-4-1	2-3092540-1	1-1880518-0	2-4-1	2-4-4	2-0-4	1-4007708-0	1-2496825-6154100	2-4-1098832	2-1940404-1	1-9977624-3	2-9501971-1	7386862-0-4	1-2-5838455	650636-4-1	1-749490-3	1-2-3	1-2-0	3906497-2-0	0-2-4380871	0-2399781-0	1-2-3323407	1-2496825-5460886	2885977-4-1	1-2-5099040	3-4575315-2	1-6649167-0	3889758-1-0	1-761108-0	3134806-2-3
assemblage-606-363	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-641-330	0	0	0	0	0	0	37	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	54	153	0	0	0	0	0	0	0	96	0	0	0	16
assemblage-694-184	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	119	102	0	0	0	0	0	0	0	39	0	0	0	15
assemblage-248-448	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	14	214	0	0	0	0	0	0	26	0	0	0	0	3
assemblage-807-630	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	80	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	5	291	0	0	0	12	0	0	0	0	0	0	0	9
assemblage-248-444	0	0	0	0	0	0	0	0	63	0	0	0	0	55	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	177	0	0	63	0	6	0	0	0	0	0	0	0	0	0	0	41	7	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-684-193	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	240	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-829-498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	20	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-376-953	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	231	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-427-379	0	0	0	0	0	0	0	0	43	0	0	0	0	33	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	143	125	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-772-636	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	54	0	0	0	0	23
assemblage-752-613	0	0	0	0	0	0	0	0	32	0	0	0	0	22	0	160	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	158	100	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-255-456	0	0	0	0	0	0	0	0	108	0	0	0	0	16	0	152	0	0	9	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	105	89	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-242-448	0	0	0	0	0	0	0	0	42	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	200	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	71	11	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-826-452	0	0	0	0	0	0	40	0	42	0	0	0	0	0	18	3	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	90	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	108	164	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-787-624	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	46	0	0	0	0	23	0	0	0	0	0	0	0	67	166	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-344-586	0	0	0	0	0	0	0	0	404	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-412-434	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	68	106	0	0	0	0	0	0	0	61	0	0	0	3
assemblage-334-577	0	0	0	0	0	0	0	0	404	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-602-364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-144-355	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	37	0	0	0	0	2
assemblage-629-314	0	0	0	0	0	0	46	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	22	213	0	0	0	0	0	0	0	42	0	0	0	4
assemblage-759-631	0	0	0	0	0	0	0	0	83	0	0	0	0	30	0	153	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	77	115	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-851-448	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	223	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-452-825	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	75	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	294	0	0	0	0	0	0	0	15	0	0	0	3
assemblage-386-631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	43	0	0	0	0	0	15	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-750-615	0	0	0	0	0	0	0	0	42	0	0	0	0	26	0	179	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	110	114	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-829-482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	22	243	0	0	0	0	0	0	6	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-735-202	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	241	54	0	0	0	0	0	0	0	16	0	0	0	1
assemblage-789-616	5	0	0	0	0	0	17	0	31	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	26	0	0	75	0	23	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-679-193	0	0	0	0	0	0	94	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	7	0	0	75	0	0	0	0	0	0	0	0	0	0	0	6	37	50	0	0	0	0	35	0	0	0	0	0	0	8
assemblage-634-809	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	45	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	39	0	0	0	0	0	0	0	6
assemblage-418-394	4	0	0	0	0	0	9	0	11	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	8	0	0	129	0	14	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-541-938	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	123	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	12	0	0	0	17
assemblage-209-395	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	59	0	0	50	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	50	251	0	0	0	4	0	0	0	0	0	0	0	24
assemblage-325-589	0	0	0	0	0	0	0	0	413	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-376-944	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	52	0	0	125	0	0	23	0	0	0	0	0	0	0	0	0	0	270	0	0	0	11	0	0	0	0	0	0	0	3
assemblage-655-818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	108	0	0	21	0	0	61	0	0	0	0	7	0	0	0	0	0	0	0	72	129	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-648-314	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	9	0	0	112	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	4	0	0	14	0	0	0	7
assemblage-155-332	0	0	0	0	0	0	0	0	111	0	0	0	0	29	0	126	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	98	77	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-448-822	0	0	0	0	0	0	17	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	15	170	0	0	0	0	0	0	0	85	0	0	0	2
assemblage-776-610	0	0	0	0	0	0	0	0	31	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	120	0	0	44	0	14	0	0	0	0	0	0	0	0	0	0	101	11	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-339-589	0	0	0	0	0	0	0	0	397	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-844-454	0	0	0	0	0	0	30	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	25	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	70	60	0	0	0	0	28	0	0	0	0	0	0	8
assemblage-806-628	0	0	0	0	0	7	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-239-459	0	0	0	0	0	0	0	0	54	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	96	0	0	32	0	0	0	0	0	0	0	0	0	0	5	0	145	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-434-457	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	36	0	0	0	0	0	0	9	0	0	0	0	0	74	108	0	0	0	0	0	0	0	32	0	0	0	4
assemblage-625-803	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	90	0	0	5	0	0	6	0	0	0	0	23	0	0	0	0	0	0	0	32	259	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-216-418	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	168	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	19	0	0	0	0	0	0	0	10
assemblage-348-590	0	0	0	0	0	0	0	0	397	0	19	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-746-218	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	33	0	0	0	0	0	0	8	0	0	0	0	0	152	56	0	0	0	0	0	0	0	74	0	0	0	4
assemblage-759-620	36	0	0	0	0	0	0	0	21	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	51	0	0	98	0	11	0	0	0	0	0	0	0	18	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-846-466	0	0	0	0	0	0	30	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	41	0	0	54	0	0	0	0	0	0	0	0	0	0	0	26	59	79	0	0	0	0	31	0	14	0	0	0	0	8
assemblage-751-198	0	0	0	0	0	0	30	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	195	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	77	156	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-370-935	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-631-326	0	0	0	0	0	0	37	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	5	0	26	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-765-194	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	44	115	0	0	0	0	0	0	0	38	0	0	0	6
assemblage-627-803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	79	0	0	17	0	0	19	0	0	0	0	8	0	0	0	0	0	0	0	57	213	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-425-389	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	73	0	0	0	0	20
assemblage-817-471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	257	0	0	0	0	0	0	39	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-555-968	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	9	0	0	127	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	17	205	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-388-624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0	22	0	0	0	0	0	20	0	0	5	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-640-811	0	0	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	43	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	12	0	0	0	0	0	0	0	13
assemblage-335-583	0	0	0	0	0	0	0	0	341	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-552-931	0	0	0	0	0	0	8	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	34	0	65	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-206-404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	46	0	0	0	0	10	0	0	0	0	0	0	0	55	213	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-201-376	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	30	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	7	10
assemblage-360-933	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	71	0	0	42	0	0	18	0	0	0	0	0	0	0	0	0	8	284	0	0	0	24	0	0	0	0	0	0	0	2
assemblage-622-813	0	0	0	0	0	13	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-392-594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	59	0	0	0	0	0	17	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-630-321	0	0	0	0	0	0	5	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	9	0	0	147	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	10	180	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-460-833	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	7	0	62	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-143-342	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	31	0	0	0	0	3
assemblage-637-330	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	128	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-850-470	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	208	0	0	0	0	0	0	8	0	0	0	0	1
assemblage-770-641	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	48	0	0	0	0	6
assemblage-628-805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	55	0	0	0	0	6	0	0	0	0	0	0	0	13	231	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-420-380	0	0	0	0	0	0	0	0	38	0	0	0	0	15	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	92	0	0	37	0	0	0	0	0	0	0	0	0	0	9	0	104	13	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-786-609	0	0	0	0	0	8	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	20	8
assemblage-466-814	0	0	0	0	0	0	36	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	48	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	21	204	0	0	0	0	0	0	0	63	0	0	0	5
assemblage-568-474	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	32	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	46	8	0	0	8
assemblage-426-429	0	0	0	0	0	0	19	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	47	0	0	81	0	0	0	0	0	0	0	0	0	0	0	37	58	63	0	0	0	0	34	0	0	0	0	0	0	2
assemblage-610-355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-751-209	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	222	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-128-357	0	0	0	0	0	0	0	0	85	0	0	0	0	24	0	152	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	65	110	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-549-947	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	203	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-381-615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	22	0	0	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-423-385	0	0	0	0	0	0	36	0	38	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	62	0	0	118	0	27	0	0	0	0	0	0	0	12	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-211-394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	9	0	0	0	0	0	0	0	0	0	0	9
assemblage-553-938	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	281	0	0	0	0	0	0	0	13	0	0	0	5
assemblage-125-355	0	0	0	0	0	0	0	0	66	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	148	0	0	3	0	6	0	0	0	0	0	0	0	0	20	0	121	22	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-747-201	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	120	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-127-347	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	76	0	0	0	0	1
assemblage-637-327	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	51	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	198	0	0	0	0	0	0	0	28	0	0	0	2
assemblage-820-494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	24	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-247-464	0	0	0	0	0	0	0	0	94	0	0	0	0	41	0	77	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	102	125	0	0	0	0	0	0	0	0	0	6	0	6
assemblage-579-925	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	11	0	45	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	8
