Assemblage 	OriginTime	Duration
assemblage-388-886	1000	1833
assemblage-606-522	10165	1835
assemblage-465-517	2833	1833
assemblage-714-270	8332	1833
assemblage-880-355	6499	1833
assemblage-618-410	4666	1833
assemblage-278-844	1000	1833
assemblage-721-269	8332	1833
assemblage-335-470	10165	1835
assemblage-835-252	10165	1835
assemblage-642-269	10165	1835
assemblage-639-530	10165	1835
assemblage-328-519	2833	1833
assemblage-227-897	4666	1833
assemblage-559-962	2833	1833
assemblage-721-243	8332	1833
assemblage-856-263	10165	1835
assemblage-865-364	6499	1833
assemblage-652-638	1000	1833
assemblage-718-251	8332	1833
assemblage-601-535	10165	1835
assemblage-725-249	8332	1833
assemblage-829-605	6499	1833
assemblage-560-203	1000	1833
assemblage-446-522	2833	1833
assemblage-836-587	6499	1833
assemblage-561-976	2833	1833
assemblage-446-527	2833	1833
assemblage-219-905	4666	1833
assemblage-322-525	2833	1833
assemblage-812-667	6499	1833
assemblage-867-386	6499	1833
assemblage-331-534	2833	1833
assemblage-833-659	6499	1833
assemblage-636-636	1000	1833
assemblage-814-978	4666	1833
assemblage-914-640	8332	1833
assemblage-894-621	8332	1833
assemblage-860-366	6499	1833
assemblage-870-370	6499	1833
assemblage-306-834	1000	1833
assemblage-393-858	1000	1833
assemblage-887-249	2833	1833
assemblage-328-523	2833	1833
assemblage-612-409	4666	1833
assemblage-887-245	2833	1833
assemblage-887-244	2833	1833
assemblage-320-522	2833	1833
assemblage-844-948	4666	1833
assemblage-905-637	8332	1833
assemblage-831-245	10165	1835
assemblage-316-844	1000	1833
assemblage-560-174	1000	1833
assemblage-721-259	8332	1833
assemblage-649-398	8332	1833
assemblage-882-227	2833	1833
assemblage-741-603	8332	1833
assemblage-816-657	6499	1833
assemblage-286-626	6499	1833
assemblage-314-450	10165	1835
assemblage-443-504	2833	1833
assemblage-325-521	2833	1833
assemblage-834-258	10165	1835
assemblage-598-393	4666	1833
assemblage-822-600	6499	1833
assemblage-608-398	4666	1833
assemblage-315-835	1000	1833
assemblage-563-186	1000	1833
assemblage-380-873	1000	1833
assemblage-640-541	10165	1835
assemblage-712-246	8332	1833
assemblage-324-470	10165	1835
assemblage-567-203	1000	1833
assemblage-742-572	8332	1833
assemblage-626-532	10165	1835
assemblage-242-906	4666	1833
assemblage-841-591	6499	1833
assemblage-639-275	10165	1835
assemblage-849-240	10165	1835
assemblage-409-860	1000	1833
assemblage-341-521	2833	1833
assemblage-663-387	8332	1833
assemblage-824-969	4666	1833
assemblage-861-363	6499	1833
assemblage-663-383	8332	1833
assemblage-841-247	10165	1835
assemblage-554-200	1000	1833
assemblage-824-967	4666	1833
assemblage-407-870	1000	1833
assemblage-566-967	2833	1833
assemblage-315-456	10165	1835
assemblage-393-879	1000	1833
assemblage-825-594	6499	1833
assemblage-406-541	4666	1833
assemblage-562-965	2833	1833
assemblage-875-237	2833	1833
assemblage-316-472	10165	1835
assemblage-233-899	4666	1833
assemblage-316-477	10165	1835
assemblage-574-203	1000	1833
assemblage-861-342	6499	1833
assemblage-454-511	2833	1833
assemblage-900-622	8332	1833
assemblage-648-626	1000	1833
assemblage-646-276	10165	1835
assemblage-843-255	10165	1835
assemblage-879-628	8332	1833
assemblage-672-417	8332	1833
assemblage-641-272	10165	1835
assemblage-623-535	10165	1835
assemblage-745-595	8332	1833
assemblage-857-369	6499	1833
assemblage-619-275	10165	1835
assemblage-828-944	4666	1833
assemblage-663-391	8332	1833
assemblage-887-217	2833	1833
assemblage-794-958	4666	1833
assemblage-330-841	1000	1833
assemblage-630-262	10165	1835
assemblage-309-834	1000	1833
assemblage-409-557	4666	1833
assemblage-302-608	6499	1833
assemblage-342-533	2833	1833
assemblage-329-453	10165	1835
assemblage-214-898	4666	1833
assemblage-559-199	1000	1833
assemblage-845-245	10165	1835
assemblage-821-660	6499	1833
assemblage-323-476	10165	1835
assemblage-562-973	2833	1833
assemblage-378-881	1000	1833
assemblage-460-510	2833	1833
assemblage-303-472	10165	1835
assemblage-301-623	6499	1833
assemblage-636-647	1000	1833
assemblage-475-521	2833	1833
assemblage-661-653	1000	1833
assemblage-717-257	8332	1833
assemblage-668-376	8332	1833
assemblage-831-602	6499	1833
assemblage-805-665	6499	1833
assemblage-811-660	6499	1833
assemblage-823-948	4666	1833
assemblage-583-973	2833	1833
assemblage-429-541	4666	1833
assemblage-838-603	6499	1833
assemblage-577-955	2833	1833
assemblage-331-486	10165	1835
assemblage-600-519	10165	1835
assemblage-731-580	8332	1833
assemblage-910-643	8332	1833
assemblage-301-629	6499	1833
assemblage-622-408	4666	1833
assemblage-585-212	1000	1833
assemblage-404-538	4666	1833
assemblage-329-519	2833	1833
assemblage-404-541	4666	1833
assemblage-407-544	4666	1833
assemblage-816-953	4666	1833
assemblage-290-648	6499	1833
assemblage-824-587	6499	1833
assemblage-634-269	10165	1835
assemblage-637-651	1000	1833
assemblage-869-356	6499	1833
assemblage-750-587	8332	1833
assemblage-745-569	8332	1833
assemblage-899-644	8332	1833
assemblage-442-528	2833	1833
assemblage-599-394	4666	1833
assemblage-291-630	6499	1833
assemblage-803-680	6499	1833
assemblage-448-522	2833	1833
assemblage-606-541	10165	1835
assemblage-885-239	2833	1833
assemblage-890-241	2833	1833
assemblage-219-896	4666	1833
assemblage-826-937	4666	1833
assemblage-625-387	4666	1833
assemblage-650-253	10165	1835
assemblage-613-406	4666	1833
assemblage-583-198	1000	1833
assemblage-847-950	4666	1833
assemblage-378-875	1000	1833
assemblage-637-262	10165	1835
assemblage-886-639	8332	1833
assemblage-207-883	4666	1833
assemblage-623-528	10165	1835
assemblage-814-667	6499	1833
assemblage-302-630	6499	1833
assemblage-570-959	2833	1833
assemblage-809-665	6499	1833
assemblage-316-815	1000	1833
assemblage-822-248	10165	1835
assemblage-403-871	1000	1833
assemblage-731-597	8332	1833
assemblage-902-239	2833	1833
assemblage-572-201	1000	1833
assemblage-380-885	1000	1833
assemblage-654-406	8332	1833
assemblage-221-873	4666	1833
assemblage-838-600	6499	1833
assemblage-884-367	6499	1833
assemblage-745-580	8332	1833
assemblage-647-390	8332	1833
assemblage-717-249	8332	1833
assemblage-647-650	1000	1833
assemblage-641-648	1000	1833
assemblage-730-567	8332	1833
assemblage-318-846	1000	1833
assemblage-750-574	8332	1833
assemblage-820-672	6499	1833
assemblage-625-397	4666	1833
assemblage-659-393	8332	1833
assemblage-294-632	6499	1833
assemblage-902-625	8332	1833
assemblage-639-619	1000	1833
assemblage-664-404	8332	1833
assemblage-648-277	10165	1835
assemblage-564-979	2833	1833
assemblage-330-833	1000	1833
assemblage-287-608	6499	1833
assemblage-410-550	4666	1833
assemblage-564-970	2833	1833
assemblage-234-894	4666	1833
assemblage-725-267	8332	1833
assemblage-347-517	2833	1833
assemblage-302-636	6499	1833
assemblage-832-608	6499	1833
assemblage-232-911	4666	1833
assemblage-831-260	10165	1835
assemblage-892-645	8332	1833
assemblage-446-532	2833	1833
assemblage-328-833	1000	1833
assemblage-422-543	4666	1833
assemblage-627-418	4666	1833
assemblage-402-557	4666	1833
assemblage-415-539	4666	1833
assemblage-618-540	10165	1835
