Seriation_Number	Assemblage	4353157-3-0	6058780-3-9807143	4353157-3-1627954	1-1812687-2	477957-7182575-0	2-7182575-0	838068-7182575-0	7043279-7052234-0	2-4479817-8989449	8408866-7182575-0	1-3-7000599	2-7182575-9952675	7803405-7182575-0	2-7182575-1424812	4-9146784-0	2-7437871-8322557	2-3023103-0	3598890-7182575-0	6043421-3-0	1-2475250-9807143	2-269281-0	2-5991740-8989449	3476977-3-0	3051212-7182575-0	2-7182575-3025916	1-5442227-2	4-7401279-0	1-2-1270547	1481799-3-1	1-3-1	4353157-341586-0	2-3544408-0	976263-3-0	1-37778-1	683392-3-0	4353157-7433285-1627954	2-0-0	2-7437871-0	4-2782733-0	1-3-9807143	3272775-3-1	7043279-3-0	4-7671394-0	2-3998049-0	5208559-3-0	2-3-7688950	4-966991-0	4399521-7182575-0	2-3-0	2-817884-0	2-7182575-6012424	1-2-2	1-7032545-9807143	1-6924453-2	3348241-0-0	5135652-3-0	4-3-0	4-3-220795	4-3-3046944	4251334-3-0
33	assemblage-539-268	57	0	62	0	0	79	0	0	41	0	0	0	0	16	0	0	0	0	0	0	29	193	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7

34	assemblage-352-772	0	56	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	7	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	11
34	assemblage-540-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	23
34	assemblage-473-576	15	0	0	0	76	195	0	0	145	0	0	0	20	0	0	0	0	8	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	24

35	assemblage-352-772	0	56	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	7	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	11
35	assemblage-540-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	23
35	assemblage-357-616	263	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	83	0	0	0	0	0	0	0	120	0	0	16

36	assemblage-352-772	0	56	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	7	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	11
36	assemblage-540-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	23
36	assemblage-631-659	56	0	68	0	0	95	0	0	34	0	0	0	0	23	0	0	0	0	0	0	25	176	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8

37	assemblage-352-772	0	56	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	7	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	11
37	assemblage-540-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	23
37	assemblage-367-929	120	0	0	0	0	317	5	0	0	0	0	0	0	0	0	0	0	0	6	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	5

38	assemblage-352-772	0	56	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	7	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	11
38	assemblage-540-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	23
38	assemblage-281-929	19	0	0	0	0	102	0	0	270	0	0	0	72	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6

39	assemblage-344-624	63	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	11	0	0	8
39	assemblage-367-929	120	0	0	0	0	317	5	0	0	0	0	0	0	0	0	0	0	0	6	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	5
39	assemblage-752-921	0	63	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	15	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	4

40	assemblage-344-624	63	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	11	0	0	8
40	assemblage-118-355	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	58	0	234	50	0	0	0	0	0	0	0	32	0	0	19	7	0	0	0	11	0	0	10
40	assemblage-752-921	0	63	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	15	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	4

41	assemblage-344-624	63	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	11	0	0	8
41	assemblage-540-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	23
41	assemblage-752-921	0	63	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	15	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	4

42	assemblage-344-624	63	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	11	0	0	8
42	assemblage-540-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	23
42	assemblage-967-994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	351	0	0	0	3	0	0	0	0	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12

43	assemblage-344-624	63	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	11	0	0	8
43	assemblage-352-772	0	56	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	7	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	11
43	assemblage-752-921	0	63	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	15	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	4

44	assemblage-344-624	63	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	11	0	0	8
44	assemblage-352-772	0	56	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	7	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	11
44	assemblage-967-994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	351	0	0	0	3	0	0	0	0	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12

45	assemblage-552-274	13	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	15
45	assemblage-540-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	23
45	assemblage-346-754	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	52	0	249	44	0	0	0	0	0	0	0	33	0	0	14	0	0	0	0	20	0	0	18

46	assemblage-552-274	13	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	15
46	assemblage-540-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	23
46	assemblage-752-921	0	63	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	15	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	4

47	assemblage-552-274	13	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	15
47	assemblage-540-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	23
47	assemblage-967-994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	351	0	0	0	3	0	0	0	0	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12

48	assemblage-552-274	13	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	15
48	assemblage-540-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	23
48	assemblage-118-355	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	58	0	234	50	0	0	0	0	0	0	0	32	0	0	19	7	0	0	0	11	0	0	10

49	assemblage-552-274	13	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	15
49	assemblage-352-772	0	56	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	7	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	11
49	assemblage-752-921	0	63	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	15	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	4

50	assemblage-552-274	13	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	15
50	assemblage-352-772	0	56	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	7	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	11
50	assemblage-967-994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	351	0	0	0	3	0	0	0	0	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12

51	assemblage-552-274	13	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	15
51	assemblage-352-772	0	56	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	7	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	11
51	assemblage-118-355	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	58	0	234	50	0	0	0	0	0	0	0	32	0	0	19	7	0	0	0	11	0	0	10

52	assemblage-552-274	13	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	15
52	assemblage-344-624	63	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	11	0	0	8
52	assemblage-539-268	57	0	62	0	0	79	0	0	41	0	0	0	0	16	0	0	0	0	0	0	29	193	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7

53	assemblage-552-274	13	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	15
53	assemblage-344-624	63	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	11	0	0	8
53	assemblage-631-659	56	0	68	0	0	95	0	0	34	0	0	0	0	23	0	0	0	0	0	0	25	176	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8

54	assemblage-552-274	13	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	15
54	assemblage-344-624	63	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	11	0	0	8
54	assemblage-367-929	120	0	0	0	0	317	5	0	0	0	0	0	0	0	0	0	0	0	6	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	5

55	assemblage-552-274	13	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	15
55	assemblage-344-624	63	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	11	0	0	8
55	assemblage-281-929	19	0	0	0	0	102	0	0	270	0	0	0	72	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6

56	assemblage-354-625	236	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	75	0	0	0	0	0	0	0	153	0	0	16
56	assemblage-357-616	263	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	83	0	0	0	0	0	0	0	120	0	0	16
56	assemblage-539-268	57	0	62	0	0	79	0	0	41	0	0	0	0	16	0	0	0	0	0	0	29	193	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7

57	assemblage-354-625	236	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	75	0	0	0	0	0	0	0	153	0	0	16
57	assemblage-357-616	263	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	83	0	0	0	0	0	0	0	120	0	0	16
57	assemblage-473-576	15	0	0	0	76	195	0	0	145	0	0	0	20	0	0	0	0	8	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	24

58	assemblage-354-625	236	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	75	0	0	0	0	0	0	0	153	0	0	16
58	assemblage-540-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	23
58	assemblage-752-921	0	63	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	15	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	4

59	assemblage-354-625	236	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	75	0	0	0	0	0	0	0	153	0	0	16
59	assemblage-540-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	23
59	assemblage-967-994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	351	0	0	0	3	0	0	0	0	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12

60	assemblage-354-625	236	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	75	0	0	0	0	0	0	0	153	0	0	16
60	assemblage-352-772	0	56	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	7	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	11
60	assemblage-752-921	0	63	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	15	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	4

61	assemblage-354-625	236	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	75	0	0	0	0	0	0	0	153	0	0	16
61	assemblage-352-772	0	56	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	7	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	11
61	assemblage-967-994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	351	0	0	0	3	0	0	0	0	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12

62	assemblage-354-625	236	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	75	0	0	0	0	0	0	0	153	0	0	16
62	assemblage-344-624	63	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	11	0	0	8
62	assemblage-539-268	57	0	62	0	0	79	0	0	41	0	0	0	0	16	0	0	0	0	0	0	29	193	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7

63	assemblage-354-625	236	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	75	0	0	0	0	0	0	0	153	0	0	16
63	assemblage-344-624	63	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	11	0	0	8
63	assemblage-631-659	56	0	68	0	0	95	0	0	34	0	0	0	0	23	0	0	0	0	0	0	25	176	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8

64	assemblage-354-625	236	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	75	0	0	0	0	0	0	0	153	0	0	16
64	assemblage-344-624	63	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	11	0	0	8
64	assemblage-281-929	19	0	0	0	0	102	0	0	270	0	0	0	72	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6

65	assemblage-354-625	236	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	75	0	0	0	0	0	0	0	153	0	0	16
65	assemblage-552-274	13	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	15
65	assemblage-967-994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	351	0	0	0	3	0	0	0	0	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12

66	assemblage-499-566	26	0	0	0	0	92	0	0	278	0	0	0	81	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4
66	assemblage-752-921	0	63	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	15	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	4
66	assemblage-346-754	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	52	0	249	44	0	0	0	0	0	0	0	33	0	0	14	0	0	0	0	20	0	0	18

67	assemblage-499-566	26	0	0	0	0	92	0	0	278	0	0	0	81	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4
67	assemblage-631-659	56	0	68	0	0	95	0	0	34	0	0	0	0	23	0	0	0	0	0	0	25	176	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
