Assemblage_Name	4353157-3-0	6058780-3-9807143	4353157-3-1627954	1-1812687-2	477957-7182575-0	2-7182575-0	838068-7182575-0	7043279-7052234-0	2-4479817-8989449	8408866-7182575-0	1-3-7000599	2-7182575-9952675	7803405-7182575-0	2-7182575-1424812	4-9146784-0	2-7437871-8322557	2-3023103-0	3598890-7182575-0	6043421-3-0	1-2475250-9807143	2-269281-0	2-5991740-8989449	3476977-3-0	3051212-7182575-0	2-7182575-3025916	1-5442227-2	4-7401279-0	1-2-1270547	1481799-3-1	1-3-1	4353157-341586-0	2-3544408-0	976263-3-0	1-37778-1	683392-3-0	4353157-7433285-1627954	2-0-0	2-7437871-0	4-2782733-0	1-3-9807143	3272775-3-1	7043279-3-0	4-7671394-0	2-3998049-0	5208559-3-0	2-3-7688950	4-966991-0	4399521-7182575-0	2-3-0	2-817884-0	2-7182575-6012424	1-2-2	1-7032545-9807143	1-6924453-2	3348241-0-0	5135652-3-0	4-3-0	4-3-220795	4-3-3046944	4251334-3-0
assemblage-189-363	19	0	0	0	5	460	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-367-929	120	0	0	0	0	317	5	0	0	0	0	0	0	0	0	0	0	0	6	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	5
assemblage-750-917	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	17	0	260	0	0	35	0	0	0	0	133	13	8	16
assemblage-831-976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	0	0	0	0	0	0	0	17
assemblage-544-479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	34	90	0	0	0	0	0	0	83	0	0	0	0	18	0	0	0	0	0	0	47	0	0	97	0	0	0	0	90	0	0	27
assemblage-414-919	136	0	0	0	0	15	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	137	0	0	27	0	0	0	0	138	0	0	18
assemblage-656-900	266	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	79	0	0	0	0	0	0	0	135	0	0	3
assemblage-983-1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	330	0	0	0	2	0	0	0	0	0	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-506-586	19	0	0	0	0	101	0	0	271	0	0	0	76	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-864-394	0	0	0	0	0	143	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	14
assemblage-346-754	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	52	0	249	44	0	0	0	0	0	0	0	33	0	0	14	0	0	0	0	20	0	0	18
assemblage-343-509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	12
assemblage-564-266	14	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	10
assemblage-887-364	10	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	14
assemblage-727-745	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	436	0	0	2
assemblage-159-705	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	10	0	0	5
