Assemblage_Name	1-4-8239243	5931536-4-4505058	1-3035471-5841443	1-5861909-1	5931536-9574900-396840	8465461-4-176003	5931536-4-2470574	1-3797357-1	1-2-4035027	4-715804-1066806	5931536-4832274-6036696	705687-4-6036696	1-2748231-5841443	1-7949899-1	1-4122071-8648397	9684592-4-6950951	1-5216555-5841443	1-9448335-1	1-4-1318509	8465461-4-6036696	1-5861909-2074651	5931536-4-9572078	0-2-3	0-2-0	1-4-1416905	1-4-5268080	5931536-4-396840	1-2-3678993	1-4-5841443	1-2748231-5519909	5931536-4-6036696	1589208-2-1	1-4-6036696	1-932782-8258013	1-2-425531	9135960-4-396840	8465461-4-2095973	9993621-4-979332	3391184-1050396-1	4-715804-0	1-1-8648397	1-8757339-5841443	722524-4-2095973	3391184-932782-1	1-6465861-1	1-932782-1	5236835-4-5841443	2491213-4-9572078	1-2-3	1-2-1	1-4-3	9135960-4-5085002	1-1783617-1	5931536-4832274-3295004	5931536-4-6950951	1-4-9795382	8241856-4-5841443	9135960-6416912-396840	9993621-4-1318509	722524-4-7840625	1024948-4-6036696	6357641-4-9572078	1-4-3784862
assemblage-163-698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-761-903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	10	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-147-979	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	51	0	94	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-120-380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	14	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-356-762	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-830-1001	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	277	0	0	0	0	0	0	0	0	0	80	0	0	0	23	0	0	0	0	0	5	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-897-363	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	61	0	0	0	0	7	0	111	0	0	0	0	0	0	0	0	0	7	0	0	0	0	24	0	95	0	15	0	6	0	0	14	0	111	0	0	0	0	0	0	0	12
assemblage-538-479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	372	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-976-999	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	361	0	0	0	0	0	0	0	0	0	0	76	6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-636-652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	17	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	47	0	0	0	0	98	0	0	0	0	0	18	0	0	0	0	247	0	0	0	0	0	0	0	6
assemblage-427-897	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	7	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-390-928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	80	0	65	0	0	0	0	0	0	0	11
assemblage-827-981	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	278	0	0	0	0	0	0	0	0	0	113	0	0	0	19	0	0	0	0	0	9	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-362-744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	59	0	0	6	0	0	21	0	134	0	177	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	16	0	0	0	14
assemblage-270-231	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	18	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-122-380	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-344-624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	253	0	0	0	0	0	23	0	0	0	0	12	0	13
assemblage-702-726	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	14	0	0	0	0	93	0	0	0	0	0	0	11	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	32	0	0	0	0	0	0	0	15
assemblage-861-376	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-261-926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	52	0	0	0	0	33	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	85	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	16
assemblage-540-275	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	31	0	169	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	11
assemblage-499-566	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	91	0	0	0	0	0	0	0	0	290	0	0	20	0	0	0	0	0	0	44	0	0	0	0	0	10	13	0	0	0	0	3	0	0	0	0	17
assemblage-889-374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	21	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	40	0	0	0	0	101	0	3	0	0	0	18	0	0	0	0	258	0	0	0	0	0	0	0	8
assemblage-187-490	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	38	0	0	0	6	0	15	0	0	0	0	0	0	0	319	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	44	0	0	5
assemblage-527-668	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	50	0	118	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-490-583	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	93	0	0	0	0	0	0	0	0	283	0	0	22	0	0	0	0	0	0	30	0	0	0	0	0	11	15	0	7	0	0	0	0	0	0	0	18
assemblage-174-486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	66	0	0	0	0	0	14	0	121	0	204	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	14	0	0	0	19
assemblage-489-577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	51	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	31
assemblage-639-891	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	6	0	0	0	0	90	0	0	0	0	0	0	7	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	56	0	0	0	0	0	0	0	16
assemblage-368-611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	282	0	0	0	0	0	10	0	0	0	0	17	0	7
assemblage-420-895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	347	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-534-699	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	47	0	114	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-527-463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	391	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-153-478	0	0	0	0	0	13	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	94	0	31	0	53	0	7	0	0	0	0	0	0	0	65	0	0	0	6	0	0	173	0	0	0	0	0	0	0	0	0	8	0	0	22
assemblage-540-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	380	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-373-944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	99	0	65	0	0	0	0	0	0	0	8
assemblage-665-898	13	0	65	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	212	33	73	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-128-978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	351	0	46	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-212-377	0	0	0	158	5	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	16	14	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-631-659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	85	0	87	0	0	0	0	0	0	0	9
assemblage-209-386	0	0	0	179	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	9	6	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-284-931	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-357-512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-268-242	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	19	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-657-898	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	255	0	0	0	0	0	21	0	0	0	0	23	0	10
assemblage-749-925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	13	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-549-481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	393	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-100-384	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-545-281	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	32	0	161	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	9
assemblage-174-492	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	38	0	0	0	3	0	40	0	0	0	0	0	0	0	300	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	31	0	0	2
assemblage-639-660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	16	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	33	0	0	0	0	114	0	0	0	0	0	14	0	0	0	0	250	0	0	0	0	0	0	0	16
assemblage-354-625	17	0	51	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	218	34	56	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-634-662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	61	0	0	0	0	0	0	0	13
assemblage-967-994	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	369	0	0	0	0	0	0	0	0	0	0	89	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-540-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	383	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-967-996	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	376	0	0	0	0	0	0	0	0	0	0	77	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-142-364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	65	0	0	4	0	0	20	0	131	0	210	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	12	0	0	0	4
assemblage-473-576	0	0	0	37	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	125	0	0	0	0	68	0	0	0	0	0	0	0	0	55	0	0	7	0	0	0	0	0	21	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	42
assemblage-370-615	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	21	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-357-616	18	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	209	30	60	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-947-996	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	372	0	0	0	0	0	0	0	0	0	0	77	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-262-237	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	18	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-161-461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	13	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-357-609	18	0	55	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	231	36	63	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-357-765	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	61	0	0	0	0	0	34	0	0	0	0	0	0	0	295	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	22	0	0	12
assemblage-651-672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	11	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	32	0	0	0	0	102	0	7	0	0	0	28	0	0	0	0	256	0	0	0	0	0	0	0	10
assemblage-722-718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	249	0	0	0	0	0	18	0	0	0	0	25	0	12
assemblage-281-929	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	104	0	0	0	0	0	0	0	0	269	0	0	20	0	0	0	0	0	0	41	0	0	0	0	0	11	15	0	4	0	0	0	0	0	0	0	13
assemblage-757-904	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-872-388	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	89	0	0	0	0	0	0	0	0	274	0	0	24	0	0	0	0	0	0	43	0	0	0	0	0	14	17	0	7	0	0	9	0	0	0	0	10
assemblage-648-665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	84	0	80	0	0	0	0	0	0	0	5
assemblage-516-679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	369	0	55	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-709-731	17	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	236	33	63	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-118-355	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	47	0	0	0	0	0	29	0	0	0	0	0	0	0	281	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	33	0	0	19
assemblage-651-901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	264	0	0	0	0	0	18	0	0	0	0	15	0	13
assemblage-337-498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-275-233	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	7	0	263	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	51	0	0	0	0	0	0	0	12
assemblage-150-694	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	14	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-338-611	12	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	195	39	83	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-170-969	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	366	0	50	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-275-945	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	5	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-262-240	20	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	217	35	48	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-200-476	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	39	0	0	0	10	0	39	0	0	0	0	0	0	0	282	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	34	0	0	8
assemblage-656-655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	46	0	0	0	0	0	0	0	15
assemblage-718-730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	270	0	0	0	0	0	15	0	0	0	0	24	0	7
assemblage-413-894	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	100	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-881-375	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	53	0	164	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	8
assemblage-483-564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	65	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	19
assemblage-957-982	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	354	0	0	0	0	0	0	0	0	0	0	90	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-160-729	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	15	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-148-1000	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	91	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-660-894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	260	0	0	0	0	0	20	0	0	0	0	16	0	8
assemblage-546-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	370	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-762-904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	67	0	0	3	0	0	9	0	133	0	201	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	11	0	0	0	10
assemblage-358-501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-763-919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	61	0	0	6	0	0	12	0	130	0	220	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	10	0	0	0	10
assemblage-697-729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	236	0	0	0	0	0	19	0	0	0	0	26	0	8
assemblage-872-390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	19	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	21	0	0	0	0	90	0	0	0	0	0	30	0	0	0	0	271	0	0	0	0	0	0	0	15
assemblage-888-383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	52	0	0	0	0	0	0	0	18
