Assemblage 	OriginTime	Duration
assemblage-15-2	3600	1200
assemblage-11-3	4800	600
assemblage-11-2	4800	600
assemblage-12-4	4200	600
assemblage-28-1	3600	600
assemblage-12-1	5400	600
assemblage-12-2	3600	600
assemblage-2-3	4200	600
assemblage-1-4	3000	2400
assemblage-3-2	3000	600
assemblage-21-4	5400	600
assemblage-21-3	4800	600
assemblage-28-3	5400	600
assemblage-25-4	3000	1200
assemblage-6-2	5400	600
assemblage-7-3	4800	600
assemblage-20-3	5400	600
assemblage-20-1	3000	600
assemblage-18-4	4800	1200
assemblage-16-2	4200	600
assemblage-19-1	3000	1800
assemblage-4-4	3000	600
