Assemblage 	OriginTime	Duration
assemblage-414-292	4400	1400
assemblage-303-112	8600	1400
assemblage-172-72	5800	1400
assemblage-198-381	4400	1400
assemblage-438-257	8600	1400
assemblage-83-400	5800	1400
assemblage-98-401	5800	1400
assemblage-82-496	7200	1400
assemblage-82-497	7200	1400
assemblage-304-94	8600	1400
assemblage-368-123	5800	1400
assemblage-195-386	4400	1400
assemblage-93-506	7200	1400
assemblage-269-395	8600	1400
assemblage-279-404	8600	1400
assemblage-372-327	3000	1400
assemblage-87-498	7200	1400
assemblage-283-418	8600	1400
assemblage-168-335	3000	1400
assemblage-439-256	8600	1400
assemblage-394-312	7200	1400
assemblage-91-167	4400	1400
assemblage-89-150	4400	1400
assemblage-393-297	7200	1400
assemblage-415-310	7200	1400
assemblage-371-141	5800	1400
assemblage-418-275	4400	1400
assemblage-170-370	4400	1400
assemblage-361-322	3000	1400
assemblage-445-272	8600	1400
assemblage-363-306	3000	1400
assemblage-188-370	4400	1400
assemblage-197-414	4400	1400
assemblage-411-517	3000	1400
assemblage-84-395	5800	1400
assemblage-182-327	3000	1400
assemblage-100-151	4400	1400
assemblage-370-337	3000	1400
assemblage-400-495	3000	1400
assemblage-305-91	8600	1400
assemblage-178-380	4400	1400
assemblage-91-498	7200	1400
assemblage-167-81	5800	1400
assemblage-262-425	8600	1400
assemblage-52-434	7200	1400
assemblage-388-492	3000	1400
assemblage-381-151	5800	1400
assemblage-443-290	4400	1400
assemblage-96-509	7200	1400
assemblage-179-86	5800	1400
assemblage-76-438	7200	1400
assemblage-103-166	4400	1400
assemblage-76-432	7200	1400
assemblage-424-255	8600	1400
assemblage-86-497	7200	1400
assemblage-375-140	5800	1400
assemblage-366-130	5800	1400
assemblage-57-446	7200	1400
assemblage-278-406	8600	1400
assemblage-427-285	4400	1400
assemblage-181-392	4400	1400
assemblage-172-353	3000	1400
assemblage-370-314	3000	1400
assemblage-79-457	7200	1400
assemblage-95-141	4400	1400
assemblage-431-306	4400	1400
assemblage-162-339	3000	1400
assemblage-170-387	4400	1400
assemblage-314-96	8600	1400
assemblage-377-503	3000	1400
assemblage-306-103	8600	1400
assemblage-63-513	7200	1400
assemblage-428-302	4400	1400
assemblage-439-285	4400	1400
assemblage-380-311	3000	1400
assemblage-258-422	8600	1400
assemblage-394-516	3000	1400
assemblage-370-307	3000	1400
assemblage-425-273	4400	1400
assemblage-312-94	8600	1400
assemblage-373-114	5800	1400
assemblage-310-99	8600	1400
assemblage-363-122	5800	1400
assemblage-399-306	7200	1400
assemblage-392-314	7200	1400
assemblage-122-155	4400	1400
assemblage-270-415	8600	1400
assemblage-178-92	5800	1400
assemblage-292-91	8600	1400
assemblage-413-269	8600	1400
assemblage-90-390	5800	1400
assemblage-271-422	8600	1400
assemblage-76-392	5800	1400
assemblage-434-255	8600	1400
assemblage-62-435	7200	1400
assemblage-438-249	8600	1400
assemblage-173-84	5800	1400
assemblage-114-147	4400	1400
assemblage-418-504	3000	1400
assemblage-166-330	3000	1400
assemblage-172-324	3000	1400
assemblage-367-123	5800	1400
assemblage-177-82	5800	1400
assemblage-411-303	7200	1400
assemblage-69-453	7200	1400
assemblage-169-354	3000	1400
assemblage-58-444	7200	1400
assemblage-104-167	4400	1400
assemblage-409-296	7200	1400
assemblage-90-408	5800	1400
assemblage-389-487	3000	1400
assemblage-160-310	3000	1400
assemblage-351-312	3000	1400
assemblage-97-376	5800	1400
assemblage-179-59	5800	1400
assemblage-106-387	5800	1400
assemblage-392-503	3000	1400
assemblage-399-296	7200	1400
assemblage-173-77	5800	1400
assemblage-410-246	8600	1400
