Assemblage_Name	1-4-1142065	1-4-9601157	2-5290882-4	1-2672611-3	3836856-4-1674480	3365528-4-3	1-4-8306976	1-7630867-3	1-4350989-3	1-4253210-3	1-4-3	1-2487980-3	1-6059218-3	1-4-6590450	1-8653171-3	1-4-8400948	2-3-4	1-5644663-3	1-3164207-3	7392143-4-3	773702-4-3	1-2080934-3	9322889-4-3	1-4-1164071	3836856-6653671-3	4700805-4-3	1-221921-3	1-6911946-3	1-7677319-3	1-9317931-3	1-4-7560777	1-4-5148483	2711130-4-3	7165068-4-3	1-6826114-3	1-4-3888443	1-7694786-3	1-4-246582	5754370-4-3	1-9044504-3	445746-4-3	1-1654357-3	1-6137714-3	3183219-4-3	2058561-4-3	1-4-1330624	1-1907835-3	1-4-8193987	9361023-4-3	6206994-4-3	677835-4-3	1-6521599-3	1-4-1938917	1-4-13501	1-3549710-3	1-4-9140581	1-5628522-3	4454433-4-3	6649893-4-3	5570451-4-3	1-4-8525481	8838429-4-3	1-4-9997290	5407445-4-3	1992030-4-3	1-4-8826298	1-4-8614103	5725753-4-3	1-4-6904461	1-7646771-3	1-4-2450170	1-4-6953319	1-1226455-3	1-9421600-3	1-9644997-3	1-6856374-3	9798176-4-3	4029594-4-3	6297380-4-3	1-87675-3	1-4-8917878	609852-4-3	1824913-4-3	1-7275721-3	1-5298034-3	9063702-3-4	1-4-70654	2931033-4-3	1-4-5588798	1-5994729-3	6109162-4-3	1-4-4569725	6437535-4-3	1-3893783-3	1-4-916217	1-4-9823707	1-5940358-3	1-4-5536155	1-5125436-3	1-1905395-3	420222-4-3	3836856-4-630683	1-5376455-3	1-4-7584706	1-4-4754773	688617-4-3	1-4-9812854	1-4-9405768	1-4-2365670	1-4-8333714	6356275-3-4	2721252-4-3	5505189-4-3	298407-4-3	8881028-4-3	1-4-1444128	3836856-4-3	1-4003476-3	9924031-4-3	2-3-1009592	3712598-4-3	898739-4-3	1-4-8804833	1-4-7262907	1-4395580-3	1-4-4204914	6905332-4-3	1337546-4-3	1081968-4-3	1-4-8932622	1-2935052-3	1-1055487-3	1-4-8793497	293281-4-3	2-3-521212	8511330-4-3	1-5330877-3	1-4-2670667	1-4-7269614	1-4-9406058	656766-4-3	7228799-4-3	1-1611434-3	14886-3-4	1-8670008-3	1-4-8029402	3836856-8207456-3	1-3907744-3	5513915-4-3	854087-4-3	3509825-4-3	1-9780747-3	1-4-9545473	1-1713590-3	4386123-3-4	1-2193659-3	7877394-4-3	5765789-4-3	1-4-6900909	3836856-8970862-3	1-9045799-3	1-4-7849894	1-4-9834533	1-7616560-3	1-4-9961088	2586853-3-4	1-2430650-3	1-4-4285783	1-7468690-3	1-4-2373184	1-4-1874212	215440-4-3
assemblage-97-15	0	0	0	0	0	0	0	0	0	0	40876	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-21-2	0	0	0	0	0	0	0	2	0	0	78295	0	0	0	0	0	15011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2541	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-1-2	0	0	1	0	0	0	0	0	0	0	36701	0	0	0	0	0	10485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
assemblage-7-7	0	0	0	0	0	0	0	0	0	1	81298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1284	0	0	0	0	0	0	0	0	0	6923	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	279	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
assemblage-66-9	0	0	0	1	0	0	0	0	0	0	125183	0	0	0	0	0	3988	0	0	1	0	2	0	0	0	26	0	0	0	0	0	0	0	0	0	0	29	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	1	0	0	0	0	24	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	1000	0	0	0	0	13	0	0	1	0	8210	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-80-16	0	0	0	0	0	0	0	1	0	0	119637	0	0	0	0	1	14268	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7162	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
assemblage-51-3	0	0	0	0	0	0	0	0	0	0	40450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	0	0	4124	0	0	0	2	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-67-6	0	0	0	0	0	0	0	0	0	0	78634	0	0	0	0	0	14362	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0
assemblage-36-18	0	0	0	0	0	0	0	0	0	0	36623	2	0	0	0	0	10549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-22-15	0	0	0	0	6	0	0	0	0	0	200784	0	0	0	0	0	14014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	35	0	0	31	7	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	17	0	0	0	0	0	1265	0	0	0	0	2	0	0	0	0	14495	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	2	0	0	0	0	12	0	2	0	0	0	0	214	0	0	0	0	0	0	1	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0
assemblage-27-11	0	0	0	0	0	0	0	0	0	0	39652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	5163	0	0	0	0	0	0	0	0	0	1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-32-1	0	0	0	0	0	0	0	0	0	0	39851	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	4713	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
assemblage-74-18	0	0	0	0	0	0	0	0	0	0	81383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1286	0	0	1	0	0	0	0	0	0	6916	0	0	0	0	0	0	0	0	0	0	47	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	272	1	0	0	2	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
assemblage-36-1	0	0	0	0	4	0	0	0	0	0	81874	0	0	0	0	0	123	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	682	0	2	0	0	10	0	0	0	0	7055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-17-18	0	0	0	0	0	0	0	0	0	0	41347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1157	0	0	0	0	0	0	2	0	0	1988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-74-13	0	0	0	0	0	0	0	0	0	0	40688	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4457	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
