Assemblage_Name	7478848-1-4	3-3-885042	9000915-1-4	0-4858523-4	0-1-4	58718-1-4	0-1-2853862	3662080-1-4	8698107-1-4	0-1-8876038	0-1-2071874	0-5383077-4	0-1-3198005	9671843-1-4	9314297-1-4	0-3327706-4	5775801-3-0	0-2222387-4	0-9452085-4	0-4130556-4	3-3-6449417	0-5679738-4	4-1-4	0-1-8632326	0-5981983-4	0-1527025-4	5835269-1-4	2296486-1-4	4-1-5389122	1289655-1-4	3-3-9348833	4-1116012-4	1620083-1-4	3-3-8525058	3317825-1-4	0-1388269-4	0-7644412-4	0-1-6009894	0-164219-4	3-3-3198170	0-494856-4	8253503-1-4	0-5546916-4	6837207-3-0	0-1-3666087	3-3-5446240	0-1-6835750	8558803-1-4	0-1-5150015	2889810-1-2853862	3-3-1348858	0-8907421-4	5874625-3-0	0-1-1008752	4-1-5907847	2750354-1-4	3-7379007-0	0-8535793-4	0-1-5377476	0-1-9212125	0-9811142-4	0-3975481-4	0-2237475-4	3-3-0	0-1-9501905	0-1-7901561	0-1-846906	0-9956058-4	699789-1-4	0-2755711-4	0-1-3476046	4-1-9725103	4421773-1-4	3-1947147-0	0-1-322036	9548733-1-4	4282417-3-0	0-3293980-4	3-3-1692074	6912705-1-4	2062499-3-0	3-3-9566731	5970866-1-4	4-1-8326809	8333505-1-4	0-1-347030	1337441-1-4	4-1288198-4	2601044-1-4	0-3911723-4	3-1533343-0	0-1-9888857	7455933-1-4	0-1-3748547	3-9220360-0	0-5950463-4	0-1-8682476	0-1-9244099	0-1-8683495	8512696-1-4	7933882-1-4	0-7861508-4	0-1-805097	3-3522893-0	0-5858173-4	6410773-1-4	0-1-4076058	0-1-2588793	0-1-2723526	0-1-9949052	0-4910084-4	0-1-1716457	9921697-1-4	9930722-1-4	0-7677467-4	0-1-4620260	0-9939502-4	0-1-7861629	3180328-1-4	4481359-1-4	0-4176101-4	7930554-1-4	6673926-1-4	4148360-3-0	3-3-1914896	0-1-2762178	4264686-3-0	5777600-1-4	16586-1-4	0-3830306-4	0-7545901-4	0-1-3302849	3869797-1-4	3-1580092-0	0-4930898-4	1713642-1-4	0-1-3770146	0-2233614-4	0-7875320-4	0-1-9856485	4887209-1-4	0-1684573-4	7922342-1-4	0-5950614-4	0-2673793-4
assemblage-9-3	0	0	0	0	36289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7422	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3232	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-9-2	0	0	0	0	58022	0	2749	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	30500	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	64	0	0	0	0	0	0	0	0	483	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
assemblage-33-5	0	0	0	0	112673	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	1	0	0	0	0	0	0	0	23422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0
assemblage-34-4	0	0	0	0	114420	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	10322	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	1	0	0	0	0	0	0	15812	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	25	0	0	0	1	37	0	0	0	0	0	0	0	0	3	0	2	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	5	0	0	0	0	4	258	0	0	0	0	0	0	0	0	0
assemblage-64-2	0	0	0	0	41672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1529	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	250	0	0	0	0	0	0	0	0	0
assemblage-34-3	0	0	0	0	78714	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9454	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	259	0	0	0	0	0	0	0	0	0
assemblage-61-15	0	3	0	0	35242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-59-9	0	0	0	0	96144	0	2770	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	3	0	107	0	0	0	0	0	0	0	0	0	37095	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	109	0	0	0	0	0	0	4	0	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-99-1	0	0	0	0	137581	0	2778	0	10	1	0	0	0	0	0	0	0	0	0	0	2	0	2218	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	205	0	0	0	1	0	0	0	0	0	42193	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	189	0	0	0	0	0	0	0	0	460	2	0	0	0	1	0	0	0	9	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	37	0	6	0	0	0	1	0	5	0	8	221	0	0	0	0	0	0	0	1	0
assemblage-38-7	0	0	0	0	78938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9748	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6839	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	37	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0
assemblage-39-9	0	0	0	0	41601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1484	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0
assemblage-49-14	0	0	0	0	24027	0	2438	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19695	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
assemblage-87-9	0	0	0	0	25369	0	2682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18334	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-4-18	0	0	0	0	35372	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3133	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	28	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
assemblage-84-18	0	0	0	0	35957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	3	0	0	0	0	0	8917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-95-4	0	0	0	0	23820	0	2846	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	106	0	0	0	0	0	0	6	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-12-16	0	0	0	0	114532	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	11230	0	0	0	0	1	1	0	0	3	0	0	0	9	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	15109	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	47	0	0	2	0	39	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	177	0	0	0	0	0	0	0	0	0
assemblage-12-15	0	1	0	0	71493	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	2	0	18607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	395	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
assemblage-34-13	0	0	2	0	36016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8056	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2887	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-85-4	0	0	0	0	58024	0	2173	0	0	1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	30928	0	0	0	0	0	0	0	0	0	0	0	2	0	14	0	0	0	76	0	0	0	0	0	0	2	4	535	0	0	0	0	3	0	0	0	0	0	0	0	4	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
assemblage-97-15	0	0	0	0	36905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	1	0	0	0	7697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-21-2	0	0	0	0	78860	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9753	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7013	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	19	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	1	147	0	0	0	0	0	0	0	0	0
assemblage-1-2	0	0	0	0	36053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
assemblage-7-7	0	0	0	0	60655	0	2939	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	27737	0	0	0	3	0	0	0	0	0	0	0	0	0	14	0	0	2	187	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
assemblage-66-9	0	0	0	0	114657	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	1	0	0	0	0	22352	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	6	233	0	0	0	0	0	0	0	0	0
assemblage-80-16	0	0	0	1	115796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10132	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	14863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	14	0	0	0	0	0	2	0	0	3	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	215	1	0	2	0	0	1	0	0	0
assemblage-51-3	0	0	0	0	24235	0	2433	0	0	0	0	0	0	0	0	0	0	0	2	0	15	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19537	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
assemblage-67-6	0	0	0	0	77756	0	0	0	2	0	0	0	0	0	0	16	0	0	0	0	0	0	10479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7124	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	32	1	1	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	19	395	1	0	0	0	0	0	0	0	0
