Assemblage 	OriginTime	Duration
assemblage-14-12	5400	600
assemblage-19-22	3000	600
assemblage-19-23	3000	1200
assemblage-19-20	3600	1800
assemblage-14-18	3000	600
assemblage-15-7	5400	600
assemblage-17-22	4200	600
assemblage-14-1	4800	1200
assemblage-9-3	3000	600
assemblage-9-17	3600	1200
assemblage-9-16	3000	3000
assemblage-8-14	5400	600
assemblage-6-16	4200	1200
assemblage-5-21	4200	600
assemblage-24-12	3000	600
assemblage-7-1	3000	600
assemblage-21-11	3600	600
assemblage-24-5	5400	600
assemblage-6-18	3000	600
assemblage-6-19	4800	1200
assemblage-22-23	3000	600
assemblage-8-21	3600	1200
assemblage-22-13	5400	600
assemblage-22-12	3600	600
assemblage-8-9	3000	600
assemblage-14-6	3000	600
assemblage-17-8	3000	600
assemblage-7-23	4200	600
assemblage-13-14	4800	1200
assemblage-5-19	3000	1200
assemblage-5-18	4800	600
assemblage-2-23	4800	600
assemblage-10-4	4200	1800
assemblage-21-7	5400	600
