Seriation_Number	Assemblage	3-2-0	3-2530791-2	2-2589167-4	2-3013581-4	734333-4-4	3-7963108-2	795512-4-4	3-5972713-2	0-2-4	2-4-4816344	2-5646354-4	9939170-4-4	5249610-4-2	5098138-4-4	2-4-4532899	2-702178-4	3-1807285-2	6904333-2661141-4	3-5623195-2	3-7972352-2	1799529-4-2	3-5345525-2	2-3953254-4	9780433-2-4	2-4-4076688	2-1-4	3-4088199-2	2-7783660-4	6040132-4-4	3-4-2742203	7086763-4-2	3-4-2	3-4-5650322	2-6908559-4	9955001-2-4	317173-4-4	2-4292597-4	3310522-4-2	6842674-4-4	3-4-3099159	2-4-4	3-6460983-2	5314562-4-2	2-327688-4	186010-4-4	6904333-4-4	3-1049934-2	8956863-4-4	7006762-2-4	3-4150264-2	5218087-4-4	2-8465441-4	5893755-4-4	0-2-7369572	2339304-4-4	2-9795452-4	3-113056-2	2-5677280-4	0-2-6248925
34	assemblage-60-61	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5209	0	0	0	0	0	0	0	0	0	0	0	0	0
34	assemblage-53-62	288	0	0	0	0	0	0	0	1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	939	0	0	0	0	0	0	0	0	2194	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0
34	assemblage-27-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4793	18252	0	0	0	0	0	0	0	0	34046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

35	assemblage-60-61	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5209	0	0	0	0	0	0	0	0	0	0	0	0	0
35	assemblage-53-62	288	0	0	0	0	0	0	0	1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	939	0	0	0	0	0	0	0	0	2194	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0
35	assemblage-33-69	0	0	0	0	0	0	0	0	5141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	72	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

36	assemblage-60-61	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5209	0	0	0	0	0	0	0	0	0	0	0	0	0
36	assemblage-69-65	0	0	0	0	0	0	0	0	4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	634	0	0	0	0	0	0	0	0	68	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0
36	assemblage-17-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27562	0	0	0	0	0	0	0	0	1366	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0

37	assemblage-60-61	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5209	0	0	0	0	0	0	0	0	0	0	0	0	0
37	assemblage-69-65	0	0	0	0	0	0	0	0	4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	634	0	0	0	0	0	0	0	0	68	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0
37	assemblage-61-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	33	17142	0	0	0	0	0	0	0	0	11046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

38	assemblage-60-61	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5209	0	0	0	0	0	0	0	0	0	0	0	0	0
38	assemblage-69-65	0	0	0	0	0	0	0	0	4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	634	0	0	0	0	0	0	0	0	68	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0
38	assemblage-31-23	0	0	0	0	0	0	0	0	4528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23190	0	0	0	0	0	0	0	0	31602	0	0	0	0	262	0	0	0	1	49	0	0	0	0	0	0	0	0

39	assemblage-60-61	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5209	0	0	0	0	0	0	0	0	0	0	0	0	0
39	assemblage-69-65	0	0	0	0	0	0	0	0	4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	634	0	0	0	0	0	0	0	0	68	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0
39	assemblage-27-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4793	18252	0	0	0	0	0	0	0	0	34046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

40	assemblage-60-61	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5209	0	0	0	0	0	0	0	0	0	0	0	0	0
40	assemblage-69-65	0	0	0	0	0	0	0	0	4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	634	0	0	0	0	0	0	0	0	68	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0
40	assemblage-33-69	0	0	0	0	0	0	0	0	5141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	72	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

41	assemblage-55-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3744	2065	0	0	0	0	0	0	0	0	23056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	assemblage-61-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	33	17142	0	0	0	0	0	0	0	0	11046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	assemblage-17-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27562	0	0	0	0	0	0	0	0	1366	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0

42	assemblage-55-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3744	2065	0	0	0	0	0	0	0	0	23056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	assemblage-31-23	0	0	0	0	0	0	0	0	4528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23190	0	0	0	0	0	0	0	0	31602	0	0	0	0	262	0	0	0	1	49	0	0	0	0	0	0	0	0
42	assemblage-17-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27562	0	0	0	0	0	0	0	0	1366	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0

43	assemblage-55-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3744	2065	0	0	0	0	0	0	0	0	23056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	assemblage-27-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4793	18252	0	0	0	0	0	0	0	0	34046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	assemblage-17-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27562	0	0	0	0	0	0	0	0	1366	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0

44	assemblage-55-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3744	2065	0	0	0	0	0	0	0	0	23056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	assemblage-27-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4793	18252	0	0	0	0	0	0	0	0	34046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	assemblage-61-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	33	17142	0	0	0	0	0	0	0	0	11046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

45	assemblage-55-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3744	2065	0	0	0	0	0	0	0	0	23056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	assemblage-27-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4793	18252	0	0	0	0	0	0	0	0	34046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	assemblage-31-23	0	0	0	0	0	0	0	0	4528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23190	0	0	0	0	0	0	0	0	31602	0	0	0	0	262	0	0	0	1	49	0	0	0	0	0	0	0	0

46	assemblage-55-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3744	2065	0	0	0	0	0	0	0	0	23056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	assemblage-53-62	288	0	0	0	0	0	0	0	1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	939	0	0	0	0	0	0	0	0	2194	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0
46	assemblage-17-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27562	0	0	0	0	0	0	0	0	1366	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0

47	assemblage-55-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3744	2065	0	0	0	0	0	0	0	0	23056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	assemblage-53-62	288	0	0	0	0	0	0	0	1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	939	0	0	0	0	0	0	0	0	2194	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0
47	assemblage-33-69	0	0	0	0	0	0	0	0	5141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	72	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

48	assemblage-55-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3744	2065	0	0	0	0	0	0	0	0	23056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	assemblage-69-65	0	0	0	0	0	0	0	0	4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	634	0	0	0	0	0	0	0	0	68	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0
48	assemblage-33-69	0	0	0	0	0	0	0	0	5141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	72	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

49	assemblage-15-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22396	0	0	0	0	0	0	0	0	6548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	assemblage-53-62	288	0	0	0	0	0	0	0	1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	939	0	0	0	0	0	0	0	0	2194	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0
49	assemblage-33-69	0	0	0	0	0	0	0	0	5141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	72	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

50	assemblage-15-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22396	0	0	0	0	0	0	0	0	6548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	assemblage-69-65	0	0	0	0	0	0	0	0	4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	634	0	0	0	0	0	0	0	0	68	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0
50	assemblage-33-69	0	0	0	0	0	0	0	0	5141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	72	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

51	assemblage-15-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22396	0	0	0	0	0	0	0	0	6548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	assemblage-55-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3744	2065	0	0	0	0	0	0	0	0	23056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	assemblage-33-69	0	0	0	0	0	0	0	0	5141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	72	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

52	assemblage-15-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22396	0	0	0	0	0	0	0	0	6548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	assemblage-55-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3744	2065	0	0	0	0	0	0	0	0	23056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	assemblage-60-61	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5209	0	0	0	0	0	0	0	0	0	0	0	0	0

53	assemblage-47-50	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	2950	0	0	0	0	0	0	0	0	24870	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
53	assemblage-61-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	33	17142	0	0	0	0	0	0	0	0	11046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	assemblage-17-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27562	0	0	0	0	0	0	0	0	1366	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0

54	assemblage-47-50	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	2950	0	0	0	0	0	0	0	0	24870	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
54	assemblage-31-23	0	0	0	0	0	0	0	0	4528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23190	0	0	0	0	0	0	0	0	31602	0	0	0	0	262	0	0	0	1	49	0	0	0	0	0	0	0	0
54	assemblage-17-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27562	0	0	0	0	0	0	0	0	1366	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0

55	assemblage-47-50	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	2950	0	0	0	0	0	0	0	0	24870	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
55	assemblage-27-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4793	18252	0	0	0	0	0	0	0	0	34046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	assemblage-17-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27562	0	0	0	0	0	0	0	0	1366	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0

56	assemblage-47-50	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	2950	0	0	0	0	0	0	0	0	24870	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
56	assemblage-27-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4793	18252	0	0	0	0	0	0	0	0	34046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	assemblage-61-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	33	17142	0	0	0	0	0	0	0	0	11046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

57	assemblage-47-50	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	2950	0	0	0	0	0	0	0	0	24870	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
57	assemblage-27-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4793	18252	0	0	0	0	0	0	0	0	34046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	assemblage-31-23	0	0	0	0	0	0	0	0	4528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23190	0	0	0	0	0	0	0	0	31602	0	0	0	0	262	0	0	0	1	49	0	0	0	0	0	0	0	0

58	assemblage-47-50	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	2950	0	0	0	0	0	0	0	0	24870	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
58	assemblage-53-62	288	0	0	0	0	0	0	0	1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	939	0	0	0	0	0	0	0	0	2194	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0
58	assemblage-17-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27562	0	0	0	0	0	0	0	0	1366	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0

59	assemblage-47-50	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	2950	0	0	0	0	0	0	0	0	24870	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
59	assemblage-53-62	288	0	0	0	0	0	0	0	1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	939	0	0	0	0	0	0	0	0	2194	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0
59	assemblage-33-69	0	0	0	0	0	0	0	0	5141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	72	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

60	assemblage-47-50	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	2950	0	0	0	0	0	0	0	0	24870	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
60	assemblage-69-65	0	0	0	0	0	0	0	0	4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	634	0	0	0	0	0	0	0	0	68	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0
60	assemblage-33-69	0	0	0	0	0	0	0	0	5141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	72	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

61	assemblage-47-50	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	2950	0	0	0	0	0	0	0	0	24870	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
61	assemblage-55-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3744	2065	0	0	0	0	0	0	0	0	23056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	assemblage-33-69	0	0	0	0	0	0	0	0	5141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	72	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

62	assemblage-47-50	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	2950	0	0	0	0	0	0	0	0	24870	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
62	assemblage-55-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3744	2065	0	0	0	0	0	0	0	0	23056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	assemblage-60-61	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5209	0	0	0	0	0	0	0	0	0	0	0	0	0

63	assemblage-47-50	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	2950	0	0	0	0	0	0	0	0	24870	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
63	assemblage-15-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22396	0	0	0	0	0	0	0	0	6548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	assemblage-17-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27562	0	0	0	0	0	0	0	0	1366	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0

64	assemblage-47-50	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	2950	0	0	0	0	0	0	0	0	24870	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
64	assemblage-15-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22396	0	0	0	0	0	0	0	0	6548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	assemblage-33-69	0	0	0	0	0	0	0	0	5141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	72	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

65	assemblage-47-50	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	2950	0	0	0	0	0	0	0	0	24870	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
65	assemblage-15-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22396	0	0	0	0	0	0	0	0	6548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	assemblage-69-65	0	0	0	0	0	0	0	0	4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	634	0	0	0	0	0	0	0	0	68	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0

66	assemblage-47-50	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	2950	0	0	0	0	0	0	0	0	24870	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
66	assemblage-15-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22396	0	0	0	0	0	0	0	0	6548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	assemblage-60-61	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5209	0	0	0	0	0	0	0	0	0	0	0	0	0

67	assemblage-28-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1475	26840	0	0	0	0	0	0	0	0	57554	0	0	0	0	0	0	0	0	0	164	1	0	0	0	0	0	0	0
67	assemblage-61-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	33	17142	0	0	0	0	0	0	0	0	11046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	assemblage-17-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27562	0	0	0	0	0	0	0	0	1366	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0

