Assemblage_Name	0-3-3253258	2753126-3-2	5365706-3-2	0-3-464265	311481-3-2	262226-3-2	0-4251096-2	0-3404763-2	0-3-5303801	0-3-7259761	822665-5980801-2	0-3-4797320	822665-3-2	0-5790904-2	0-3-5238572	0-9491941-2	497239-3-2	0-497149-2	4571956-3-2	0-7810932-2	0-3-315624	0-3-9944592	0-3-467701	0-3-8520073	1947116-3-2	0-6293670-2	0-9870606-2	0-3-4516764	0-3-3669899	0-1798108-2	7052786-3-2	0-8558083-2	5686309-3-2	0-2896194-2	0-1214860-2	282890-3-2	7600047-3-2	0-3-3243018	0-9433646-2	0-3-5702109	0-2499815-2	4528023-3-2	8201404-3-2	0-3-2	0-2137498-2	0-3-5949159	0-8808993-2	0-1786367-2	2953700-3-2	524898-3-2	0-3-8756562	0-6947858-2	0-3-1083110	0-3-29884	1754860-3-2	0-6307432-2	6006454-3-2	0-6802122-2	0-3298383-2	0-2161537-2	0-9934004-2	0-3-47683	0-3-4593887	2505957-3-2	2599830-3-2	8295997-3-2
assemblage-15-2	22	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48267	0	8	0	0	0	4	86	0	1	0	0	26	7	0	0	0	0	0	0	0	0	0
assemblage-11-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	20662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0
assemblage-11-2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	1	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20486	1	0	0	0	0	0	0	0	0	0	0	0	1	0	20	0	1	0	0	0	0	0
assemblage-12-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	29475	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	9	7	0
assemblage-28-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	18919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-12-1	0	0	0	0	0	0	0	1	0	0	0	0	828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	18996	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-12-2	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	18903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
assemblage-2-3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	29490	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3	0	0
assemblage-1-4	6	0	0	0	2	0	0	0	39	0	0	0	0	1	322	95	0	0	0	18	0	0	0	0	0	1	0	177	1	0	1	0	0	0	0	0	82	0	0	0	0	0	0	87512	0	0	0	0	0	0	0	48	0	0	0	0	0	0	11	0	8	0	0	0	0	0
assemblage-3-2	0	0	0	0	0	0	1	0	21	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	18694	0	0	1	0	25	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-21-4	0	0	0	0	0	0	0	0	0	0	1	0	774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	19063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
