Assemblage_Name	8755-2-4	9120113-2-4	9374320-2-4	2318356-2-4	3-2-4492091	3-2-1773104	3-2-6434836	3-7004401-4	3-9634521-4	3-2-5451	9510769-2-4	3-2-8903096	3-5026067-4	9437649-2-4	4101975-2-4	3-2-9851840	7719807-2-4	6816475-2-4	3-5907921-4	5516936-2-4	5430955-2-4	8234833-2-4	3-2-7502826	2871649-5907921-4	6901216-2-4	9046146-2-4	3-2-2426581	3-4210918-4	3-9146819-4	3-7004401-135731	5769777-2-4	3-5594416-4	3-2-2392995	9243162-2-4	3-2-7141914	3-2-7842934	3-7840406-4	9212716-2-4	6907682-5907921-4	1586433-2-4	8385623-2-4	3-2-7529709	3-2-5403897	3-4023433-4	3-8954791-4	3-2-4318125	3-2-1505576	4813097-2-4	3-2-2068401	3-9461507-4	3-2-4365173	3-9368857-4	3-8154975-4	7635760-2-4	3053354-2-4	3-6202549-4	5054701-2-4	8028185-2-4	3-1459310-4	5101902-2-4	7816790-2-4	3-2-5047228	3-2-5157487	3-2-4853374	3-8474346-4	3-2-2774263	3-6290379-4	3-2-7399349	3-2-9329598	5274339-5907921-4	3-2-8947471	3-9034619-4	3-6213850-4	8660686-2-4	8143594-2-4	3-4279696-4	519821-2-4	3-7592413-4	3-396021-4	3-2-905186	3-7933681-4	3-384830-4	3-2-7044338	3-8263288-4	3-7307520-4	3421489-2-4	3-7500539-4	3-7280750-4	3-6185980-4	3-2-8796945	5628629-2-4	3-2-6060579	8334703-2-4	3-2-9503352	4162327-2-4	3-5907921-4852640	2949476-2-4	3-7171017-4	3-2-4029490	3-2-6073136	1743866-2-4	3-5958863-4	3-2-4	9113893-2-4	4330356-2-4	6688826-2-4	3768577-2-4	9510769-2-5824780	3-2-2035471	6651715-2-4	3-2-4349209
assemblage-15-2	7	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	2304	0	0	0	0	0	0	0	0	1	0	0	0	0	0	53	26	0	0	0	0	30	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	20	0	0	0	0	0	0	2	0	0	0	0	0	0	0	47464	0	0	0	0	0	0	0	0
assemblage-11-3	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	21168	1	34	0	0	0	0	0	2
assemblage-11-2	0	17	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21123	0	12	0	0	1	0	0	3
assemblage-12-4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	164	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	5	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30008	0	0	0	0	0	0	0	0
assemblage-28-1	0	0	0	0	0	0	0	0	0	0	0	587	0	0	0	0	0	0	1519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	114	0	4	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17854	0	0	0	0	0	3	0	0
assemblage-12-1	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19174	0	0	0	1	0	0	0	0
assemblage-12-2	1	0	0	0	0	0	0	0	0	0	0	706	0	0	0	0	9	0	1561	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	23	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17851	0	0	0	0	0	0	0	0
assemblage-2-3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30068	0	0	0	0	0	0	0	0
assemblage-1-4	0	13	3	0	0	0	0	0	1	0	3	620	0	16	0	0	0	0	5902	16	0	1	0	0	0	5	0	0	0	0	65	0	0	34	2	0	67	0	0	16	0	3	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	9	0	406	3	0	0	0	0	0	0	0	0	0	1	0	9	0	0	20	0	33	1	0	1	0	0	0	0	0	0	9	0	0	0	0	83022	0	3	0	0	0	0	0	0
assemblage-3-2	0	0	0	0	0	0	1	0	3	0	0	13	0	1	0	0	0	0	3382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	3	0	0	1	0	14536	0	0	14	0	0	0	0	0
