Assemblage_Name	1-0-5143479	1-0-8547428	1-9237916-2	1-0-5352426	3158520-0-2	1-8782544-2	1-4171878-2	1-8965880-2	1-0-6609000	1-4923494-2	1-0-4283615	1-0-8513709	2725430-0-2	1-3023405-3	1-1650685-3	5543740-0-2	1-0-2211465	2096471-0-3	1-0-1164446	1-5077421-3	1-0-4675267	1-0-2	1-0-3	1-0-2504609	5191695-0-2	1-7464741-2	1-8628727-2	6412650-0-2	1-0-3888205	6784905-0-2	1-0-2695060	1-6117915-2	1-4286711-2	2986852-0-2	1-0-3951231	1-8554301-2	597868-0-2	1-0-7298590	321333-0-2	9032510-0-2	1-7952271-2	1-0-7232337	8142933-0-3	1-0-8279514	1-6964285-3	1-2594191-2	3504646-0-2	7547322-0-3	1-0-5192281	1-9610562-2	1-0-788725	1-6758057-3	1-0-525845	1-0-5049977	9448986-0-3	2322056-0-2	1-3304852-3	1-4018640-2	1-0-611797	1-2298008-2	4279097-0-2	1-0-6278286	1-8253111-2	1-9401230-2	5185184-0-3	4229242-0-2	1-0-3430688	1-5899950-2	1-0-1953964	1-0-7689094	2944130-0-3	1-0-1509996	8851726-0-2	9259245-0-2	1-0-2645933	814159-0-3	1-0-2348878	1-0-2812925	1-0-8796450	1-8903484-2	1-0-1617445	6726512-0-2	1-0-2363928	1-7505450-2	4788328-0-3	7181967-0-3	1-4049090-2
assemblage-15-2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31351	11297	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	1	41	0	0	0	0	0	0	0	0	1658	0	0	0	0	0	0	0	5134	0	0
assemblage-11-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9437	11167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	201	0	0
assemblage-11-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10603	10243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	43	0	0
assemblage-12-4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	22664	5260	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	45	0	0	8	0	0	0	0	0	333	0	0	0	1	0	0	0	1281	1	0
assemblage-28-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11421	8298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0
assemblage-12-1	1	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	16864	3202	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-12-2	0	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	1	0	11279	8346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0
assemblage-2-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22776	5429	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	66	0	0	19	0	0	0	0	0	270	0	0	0	0	0	0	0	1098	0	0
assemblage-1-4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	59435	29229	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	1	0	0	0	0	2	0	0	0	1	1	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	87	3	0	4	0	0	0	0	0	492	7	1	0	0	0	0	0	1042	0	0
assemblage-3-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0	14773	4959	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-21-4	2	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	17100	2942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-21-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9730	10722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	33	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	391	0	0
assemblage-28-3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16738	3339	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-25-4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	32	0	0	0	2	0	25388	14024	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	10	0	125	0	0
assemblage-6-2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	16909	3178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
