Assemblage_Name	5789520-3-0	1-3-3241835	4-3-9913402	4-3-5471051	4247346-3-1	1756910-3-0	4-798090-0	4-251152-0	1935804-3-1	6347155-3-0	1057043-3-0	4-2617721-0	1-3-1	4-3-7244059	2278043-3-0	6356925-3-0	1-3-6078798	4-6481840-0	2871159-3-0	4-3-9470846	4-4389291-0	9354737-3-0	4-3-682751	4-4417113-0	4-5087564-0	3977610-3-0	4-3-6653023	4-3-2753813	4-7404076-0	4-3-6803005	4-4730505-0	4-7656679-0	4-3-7543216	4-7073782-0	4-3-9472347	1-2754547-1	4-3-4756746	4-1037844-0	4-3-9481135	4-6708754-0	4-3-1309183	6911540-3-0	1529875-3-0	3799213-3-0	4-3-432281	4-3-5595315	4-3-0	4-3-3290500	4-5424572-0	1-5390353-1	9528526-3-0	4-3-3961113	7150829-3-0	4-7333041-0	323268-3-0	3491884-3-0	4-8867679-0	4-9592251-0	4-270842-0	4-3-8450179	4-8190678-0	4-3-1870047	4-3-6315194	2266416-3-0	4-6626303-0	4-3-6796663	4-3-3171644	4-3-1578980	4-1938223-0	4-5734147-0	3642192-3-0	4-4417446-0	6067487-3-0	4-3-8110083
assemblage-21-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-21-3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	20419	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-28-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19389	0	0	0	0	0	4	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-25-4	0	0	0	0	0	0	0	0	0	2	0	0	12567	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26385	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
assemblage-6-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	60	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	19387	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-7-3	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	20413	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-20-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	49	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	19385	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-20-1	0	0	0	0	0	0	0	0	3	0	0	0	9924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9163	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-18-4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	51	0	0	0	1	0	0	0	0	0	0	0	1	0	5	2	0	0	0	0	39779	33	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-16-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29486	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-19-1	0	0	0	0	0	0	0	0	0	1	0	0	12302	2	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	1	0	0	0	0	0	0	56123	0	0	1	2	0	0	0	1	0	5	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0	1	0
assemblage-4-4	0	0	0	0	0	0	0	0	0	0	0	0	9324	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
