Assemblage_Name	5789520-3-0	1-3-3241835	4-3-9913402	4-3-5471051	4247346-3-1	1756910-3-0	4-798090-0	4-251152-0	1935804-3-1	6347155-3-0	1057043-3-0	4-2617721-0	1-3-1	4-3-7244059	2278043-3-0	6356925-3-0	1-3-6078798	4-6481840-0	2871159-3-0	4-3-9470846	4-4389291-0	9354737-3-0	4-3-682751	4-4417113-0	4-5087564-0	3977610-3-0	4-3-6653023	4-3-2753813	4-7404076-0	4-3-6803005	4-4730505-0	4-7656679-0	4-3-7543216	4-7073782-0	4-3-9472347	1-2754547-1	4-3-4756746	4-1037844-0	4-3-9481135	4-6708754-0	4-3-1309183	6911540-3-0	1529875-3-0	3799213-3-0	4-3-432281	4-3-5595315	4-3-0	4-3-3290500	4-5424572-0	1-5390353-1	9528526-3-0	4-3-3961113	7150829-3-0	4-7333041-0	323268-3-0	3491884-3-0	4-8867679-0	4-9592251-0	4-270842-0	4-3-8450179	4-8190678-0	4-3-1870047	4-3-6315194	2266416-3-0	4-6626303-0	4-3-6796663	4-3-3171644	4-3-1578980	4-1938223-0	4-5734147-0	3642192-3-0	4-4417446-0	6067487-3-0	4-3-8110083
assemblage-15-2	0	0	0	0	0	0	0	0	0	0	0	0	2121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	47215	0	0	0	0	0	0	0	13	0	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-11-3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	20398	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-11-2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20340	79	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-12-4	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	1	0	0	0	0	3	0	0	0	0	0	0	29469	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
assemblage-28-1	0	0	0	0	0	0	0	0	0	0	0	0	2724	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
assemblage-12-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19397	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-12-2	0	0	0	0	0	0	0	0	0	0	0	0	2150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17721	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
assemblage-2-3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	29477	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
assemblage-1-4	0	3	0	0	3	1	0	0	0	0	0	0	11031	10	2	0	0	0	0	0	0	0	0	1	0	1	0	3	1	0	0	15	5	0	0	0	0	1	0	0	0	0	0	0	0	0	77748	56	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0
assemblage-3-2	1	1	0	1	0	0	0	0	0	0	0	0	9571	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9511	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
