Assemblage_Name	3-2224916-2	3-0-2074563	8766510-0-2	4730284-0-2	4469460-0-2	3-0-8465625	2459054-0-2	3-0-8425260	3-0-3734107	6023552-0-2	3-0-4046927	3-0-8042604	3-0-1579610	514944-0-2	9519633-0-2	2341285-0-2	3-0-5143817	3-0-4284905	3-3334108-2	3804084-0-2	9239143-0-6280075	3-7032546-2	207344-0-2	3-59710-2	3-2148453-2	5199075-0-2	3-0-9872198	6467153-0-2	3-9786774-2	6481790-0-2	3-0-2842184	3-0-4327398	3-9276799-2	1232414-0-2	3-7781291-2	3-0-1748608	3-36080-2	3-1339507-2	3-5529756-2	3-0-3186750	3-6453350-2	3-9704751-2	59971-0-2	430107-0-2	3-0-9869757	3-0-4589647	3-0-2	3-6376569-2	5193265-0-2	3-0-1697615	2315987-0-2	3-0-3135707	3463472-0-2	4500594-0-2	7497408-0-2	3-0-9974555	3-7900090-2	7613075-0-2	3-0-3032353	3-0-8485687	3-0-6542324	3-393187-2	3-0-8584326	3-9037267-2	3-0-174768	3-0-8565022	3040450-0-2	9880230-0-2	3-5450823-2	3-0-9318013	8424796-0-2	3-6371100-2	5154216-0-2	4469460-0-5238568	3-0-9851926	3-0-8468462	9239143-0-2	3-0-6900952	3400464-0-2	1584189-0-2	3-0-740958	3-5900807-2	3-7260976-2	3-0-891846	3-0-3060543	3-3259261-2	3-0-2202684	4590168-0-2	3-0-5318462	9324032-0-2	9771318-0-2	3-4386976-2	3828464-0-2	5778264-0-2	3-9043977-2	670169-0-2	3-0-2298865	3-0-4502717	3-7791232-2	9239143-0-5018728	2211891-0-2	3-0-7109700	3-1568546-2	3-4717020-2	3-5675825-2	3-0-3352863	8391577-0-2	3-0-5767885	8539826-0-2	4913126-0-2	9366752-0-2
assemblage-15-2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	70	0	0	0	0	4	0	0	0	49662	87	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
assemblage-11-3	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18969	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1663	0	0	0	0	0	0	0	252	0	0	1	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	80	0	0	0
assemblage-11-2	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	19815	0	27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727	0	0	0	0	0	0	0	66	0	1	0	0	0	0	0	3	0	0	0	66	0	0	0	0	0	0	0	0	0	0	530	0	0	0
assemblage-12-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	28944	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-28-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20196	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	20	0	0	0	0
assemblage-12-1	0	0	0	0	1457	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18334	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	332	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
assemblage-12-2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	20168	89	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
assemblage-2-3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	29061	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-1-4	0	0	0	0	34	0	0	2	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	32	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	0	0	1	0	0	89483	66	4	0	3	201	0	0	0	0	0	0	4	0	0	0	2	0	0	3	0	0	0	0	0	0	4	0	0	0	671	1	1	0	0	0	0	0	55	3	0	0	0	0	0	0	0	1	0	0	252	0	0	0	1	0	0	0	0	0	1	656	0	0	0
assemblage-3-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	20153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
