Assemblage_Name	6999752-1-1	0-1-1	1662420-1-5609993	1591937-325350-1	0-1-6461082	0-6336439-1	4334171-1-1	8295545-1-5609993	0-325350-4793107	589422-1-1	0-1-210150	0-7265573-1	2357779-1-1	478140-1-5609993	9559093-1-1	0-8397037-1	0-1-1906793	0-325350-1	0-8998807-5609993	0-3713387-6484003	7386493-1-1	0-1-4076030	0-1235631-1	0-4669490-1	0-1-8873866	3100095-325350-1	2605180-1-1	0-1-1738136	0-1-818921	0-5020657-5609993	0-325350-7757015	0-1-2450650	4-2-1	0-1-1207382	0-5319429-5609993	0-9514337-1	0-1-6141739	0-8388272-5609993	124483-1-1	9422893-1-1	0-1-7475447	0-1414908-1	2299362-1-1	7077655-1-5609993	0-9843537-1	0-2557078-5609993	2511489-1-1	0-1-5028818	5113086-1-1	0-1-6481460	560937-1-5609993	0-2695723-1	9735674-1-1	0-1792946-1	0-2668335-1	0-1-6051479	0-1-9807289	0-7420344-5609993	0-1-8070477	0-1-5609993	0-7251681-1	0-325350-4754509	0-325350-6676642	0-2672254-1	0-1-3966198	2582015-1-5609993	0-1-2493688	0-325350-1262995	1659062-7251681-1	0-1-9971692	0-1-7777553	0-1-2211163	0-6892175-1	9080957-1-1	0-1-6221458	0-1-2878723	0-1-5055762	7099279-1-5609993	0-1-779809	0-325350-8851424	0-5068690-5609993	4454010-1-1	0-5329603-1	7417317-325350-1	0-5696254-1	5873920-1-1	0-1-4909627	0-3245167-1	0-2539820-1	0-1171134-1	0-1804262-1	0-7637129-1	0-1-2014970	0-1-4747707	0-1-1683456	0-3777259-1	0-1-7063601	5281093-1-1	0-6324863-5609993	0-325350-3336565	2837985-1-1	0-1-9969246	0-7879361-1	0-1-9400476	0-2980522-1	5817355-1-1	0-5744393-1	5392215-1-1	4-2691760-1	0-1592426-1	0-1-8854124	6365584-1-5609993	9489594-1-1	0-325350-4556899	0-1-878797	0-1150892-5609993	0-1-949493	0-325350-4764726	0-6416716-1	0-8581867-5609993	0-7456634-5609993	1805485-1-1	0-325350-4569874	0-1-948438	0-900104-1	0-3898324-1	0-1-1002311	0-1-8312831	0-1-6484003	2122468-1-1	0-8927018-1	0-1-7691998	2315517-1-1	0-6762441-1	2572428-1-1	168842-1-1
assemblage-36-13	0	28647	0	1	0	0	0	0	16	0	0	5	0	0	0	0	0	7389	0	0	0	0	0	1	0	0	0	32	0	0	0	0	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7808	853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-18-2	0	28704	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6789	0	0	0	0	0	0	0	0	0	6	0	0	0	0	961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8470	833	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-23-18	0	16216	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	864	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	22	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0
assemblage-45-2	0	16558	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2954	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
assemblage-6-14	0	10319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	866	0	0	0	0	0	0	0
assemblage-29-9	0	13690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2269	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	0	0	0	0	0	7	0
assemblage-27-17	0	13328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3146	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2495	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	316	0	0	0	0	0	2	0
assemblage-49-6	2	73916	0	0	0	0	0	0	7	0	0	0	4	0	0	0	0	15839	11	0	0	0	0	0	0	0	21	19	0	0	0	0	1164	0	0	0	0	0	13	0	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	20357	696	0	0	0	0	0	11	0	1	0	1	0	0	0	0	0	0	3	0	8	0	1	0	1	3	64	0	0	0	0	0	0	0	0	1	7	0	0	0	84	4	0	72	28	0	0	0	0	0	0	0	10	0	8	0	0	0	0	0	0	0	1	0	0	4	27	1	0	1825	0	0	0	4	21	21	0
assemblage-5-7	2	28095	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8027	0	0	0	0	0	0	0	0	56	26	0	0	0	0	971	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7811	784	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-14-8	0	16766	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-17-2	0	10463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2339	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	38	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1068	0	0	0	0	0	0	0
assemblage-48-9	0	5131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2535	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	25	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0
assemblage-28-18	0	10788	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	29	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	749	0	0	0	0	0	0	0
assemblage-14-2	0	15967	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	916	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-30-5	0	13564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2845	0	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	2477	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	406	0	0	0	0	0	5	0
assemblage-42-15	0	4964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2398	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	33	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0
assemblage-31-11	0	16120	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0
assemblage-40-18	0	10209	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1027	0	0	0	0	0	0	0
assemblage-4-5	0	13492	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2428	2	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	295	0	0	0	0	0	6	0
assemblage-3-19	2	28361	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8029	0	0	0	0	0	0	0	0	30	19	1	0	0	0	1012	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7315	1016	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-24-15	0	10412	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633	0	0	0	0	0	0	0
assemblage-47-16	0	10480	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4190	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	61	0	0	0	0	0	2	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	923	0	0	0	0	0	0	0
assemblage-38-10	0	10754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	29	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	753	0	0	0	0	0	0	0
assemblage-5-17	0	10454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4280	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	56	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	931	0	0	0	0	0	0	0
assemblage-3-12	0	13553	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2802	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2544	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	358	0	0	0	0	0	11	0
