Assemblage_Name	4-6011336-2	4-0-2336554	3720237-9450917-2	4-6169519-2	4-727820-2	4-9450917-6951897	4-9668766-2	4-3311044-2	5047517-0-2	9474196-4-0	4-0-4887246	4-0-1195880	7350270-9450917-2	4-9450917-9876508	4-8972104-2	4-8389663-2	4-5345236-3	4-5853713-2	4-9450917-7110566	4-1-8164833	4-9450917-474992	4077381-9450917-2	4-9450917-6098936	4-2258869-2	5026139-0-2	6035405-0-2	4-1-3	4-2295615-3	3323483-4-0	4-9792139-3	9659292-0-2	544558-9450917-2	4-4-6544220	4-9255596-2	4-9450917-355906	4-0-8594345	4-4071009-2	4-0-1076115	5760654-0-2	4-0-3230762	4-832447-3	9510290-4-0	6371182-9450917-2	5249512-9450917-2	4-0-2281180	4-4724749-2	4-5775787-2	4-9450917-3484953	4-1132722-2	4-1384799-2	1600117-9450917-2	4-6608073-3	5025590-9450917-2	7854584-1-3	4-0-3815885	2288185-1-3	4-0-5179552	4-9450917-3572701	4-0-2855416	4-2720561-0	4-9450917-3245193	4-4317491-0	4-0-217654	4-0-5042950	8036919-0-2	4-0-2391717	8773062-4-0	9011689-0-2	1769229-0-2	4-9450917-8953452	6420785-9450917-2	4652769-4-0	5883724-0-2	4-9450917-6100818	4-9450917-9159236	4-5585718-0	4-9450917-8808348	4642583-0-2	4-0-8948479	4-9450917-8598817	8635056-9450917-2	4063331-0-2	4-0-8193921	7848066-0-2	8417248-9450917-2	4-9652920-2	4-5637235-2	2070268-4-0	4-9450917-9647979	4-3728181-2	4-0-2649724	6269349-0-2	4-0-4015315	1514968-1-3	7574435-0-2	3350805-0-2	4-8442739-2	4-9787012-2	9251732-9450917-2	4-4-3635945	9486392-0-2	3819610-0-2	4-1-1806795	4-9450917-913189	4-2748571-3	4-2240894-2	4-9450917-138477	5058768-4-0	4-748558-2	4-8891518-2	4-9450917-195093	659423-1-3	4-9450917-3756343	4-0-8071674	4-7697791-2	8815577-9450917-2	4-9450917-6394130	4-5544798-2	4-0-2837069	4-845264-2	2652707-1-3	4-0-2	446785-1-3	4-9450917-4730270	4-1-4952498	4-9450917-8424354	4-6031237-2	4-4244271-2	4580721-0-2	4-0-1554753	5898444-0-2	8193859-0-2	4-0-9148805	4-6921038-2	4-710974-2	4-9450917-1273969	4-2847722-2	5123253-1-3	4-9450917-3114276	2842986-0-2	4-0-4553048	4-4-0	6939399-0-2	4-1-2632402	5876626-9450917-2	4-9450917-2	4-4706631-2	4-3269061-2	4-0-143362	4927431-9450917-7110566	4-4-5426172	4976672-0-2	5010500-9450917-2	4-1-7158422	4-0-4114093	4-1-7681402	4-981970-2	4-9450917-8886824	4-2496247-2	4-4586928-2	4-0-9017215	6051358-0-2
assemblage-41-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	649	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	953	0	0	0	5067	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-1-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14062	0	0	19	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4787	0	0	0	1640	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
assemblage-49-14	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	932	40	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1145	0	0	0	4723	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-23-13	0	0	896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	5498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-4-19	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	171	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7026	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	640	0	0	0	9849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-40-6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	79	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7150	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	514	0	0	0	9905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-7-19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	811	27	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	3871	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1201	0	0	0	4647	1	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0
assemblage-17-15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	6608	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7748	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2042	0	0	0	2690	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
assemblage-21-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	6727	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1914	0	0	0	2658	0	0	0	0	0	0	0	3	0	0	0	0	0	19	0	0
assemblage-7-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13960	0	1	48	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4601	0	0	0	1770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-48-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	6443	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2251	0	0	0	2250	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
assemblage-26-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	1	837	29	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3851	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1180	0	0	0	4677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-6-6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6978	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	842	0	0	0	9767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-15-17	0	0	883	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	5048	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13519	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
assemblage-19-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	51	0	0	0	0	0	0	0	887	29	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3812	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1144	0	0	0	4683	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
assemblage-43-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	1	947	30	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1223	0	0	0	4497	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-19-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	877	23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1167	0	0	0	4853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-20-8	0	0	959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	1	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-10-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12042	0	0	10	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	24813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5496	0	0	0	2691	0	0	1	0	0	1	0	0	0	0	0	0	11	0	0	0
assemblage-23-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11422	0	0	26	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5445	0	0	0	2544	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
assemblage-36-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	13606	0	0	22	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4599	0	0	0	1779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-18-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11752	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	25172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5464	0	0	0	2562	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
assemblage-23-18	0	0	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5542	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
