Assemblage_Name	3-3-2792627	7701305-3-7260268	3-3-3124052	3682340-3-1	5541665-3-1	5523304-3-1	3-5695358-1	1953141-1546265-5052245	3-3-3850678	7793905-3-1	3644312-3-1	3-3-1720082	3-6629877-1	3-9886438-1	8645392-3-1	3-3-6938885	6244171-3-1	3-3-7260268	1734872-3-7260268	1953141-3-6003230	3654871-3-1	3-9382320-1	8480303-3-1	1953141-3-476165	1953141-2566590-1	5800560-3-1	1671985-3-1	3-3-7673967	3-3-6999428	9884308-3-1	2689898-3-7260268	1953141-7558451-1	3-3-6881358	1953141-3-1	32615-3-1	3-6125026-1	5864998-3-1	3-3-1206544	3-9441696-1	1953141-3-1891709	3401855-3-1	9807783-3-1	1953141-1546265-1	8389860-3-1	1953141-5183950-1	462590-3-1	2659062-3-1	1652337-3-1	2765921-3-1	3-3-1	3-3-3891686	3-9413072-1	1141802-3-1	6251057-3-1	3-3-8069849	3-3-5711864	3-7973110-7260268	1953141-7604589-1	3-3-7455245	3-3-7342597	3324802-3-7260268	3-3-8329235	3-3-8917779	3-3-643718	2804144-3-1	7824805-3-7260268	1953141-242181-1	0-0-4	3-4951616-1	3-3-8858437	1953141-3-9944734	4465374-3-1	8745852-3-1	3-3388209-1	1074778-3-1	1953141-5128484-1	9468241-3-1	3-3-2472484	1953141-6074356-1	3-3-2144219	3-3-4376405	3-3-4507904	3-9515965-7260268	3-2319471-7260268	467543-3-1	1953141-3-5191162	3-3-4606998	3-7172457-1	8148304-3-1	1953141-3-5808058	3-3-2941182	3-824949-1	1953141-5826880-1	3-3-7896423	3-3940319-7260268	3-3-4632144	3-3-3684327	3-5042003-1	3-7215846-1	3-1204439-1	3-3-341493	1953141-3-3240289	2096232-3-7260268	3-3-8391372	3-3-2489681	3-3-5032057	3-3-2929341	1466762-3-1	3-1102236-1	3-8594273-7260268	780773-3-1	1953141-2350155-1	3-3-4782062	8927707-3-1	3-3-9796350	3-3-9181265	326640-3-1	4991608-3-1	4431433-3-1	6791664-3-7260268	2127155-3-1	3-5285427-1	0-0-3871134	3-5211261-7260268	3-3-7355468
assemblage-41-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-1-9	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	3643	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	874	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	40934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-49-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-23-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10112	0	0	12	0	0	0	0	0	235	0	0	0	0	1	0	9969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
assemblage-4-19	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3461	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	6035	0	0	0	0	4	18	0	0	375	0	0	0	0	0	0	8647	1	0	0	0	0	0	20	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-40-6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3654	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	5429	0	0	0	0	0	71	0	0	465	0	0	0	0	0	0	8896	0	0	0	0	0	0	55	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-7-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
assemblage-17-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3984	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11773	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	2
assemblage-21-8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3687	0	0	0	0	0	0	2	0	0	0	0	0	5	2	0	4041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11560	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-7-14	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3449	0	0	7	0	0	0	0	0	0	0	0	11	0	0	0	964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41010	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-48-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11333	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-26-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
assemblage-6-6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3282	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6235	0	0	0	0	0	4	0	0	316	0	0	0	0	0	0	8750	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
assemblage-15-17	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	881	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9301	0	0	5	0	0	0	0	0	374	0	0	0	0	0	0	10771	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-19-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2334	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5555	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-43-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-19-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-20-8	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	865	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9027	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	11040	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
assemblage-10-15	0	0	0	0	0	0	0	0	0	84	0	0	0	3	0	0	0	2763	0	0	13	0	0	0	0	0	0	0	0	6	0	0	0	1188	0	0	0	0	0	0	0	0	0	1	0	0	3	0	3	41327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-23-14	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	2949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-36-13	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	3851	0	0	34	0	0	0	0	0	0	0	0	10	0	0	0	778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-18-2	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	2492	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	1521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	41220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	372	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-23-18	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1092	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9673	1	0	4	0	0	0	0	0	375	0	0	0	0	0	0	10209	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
assemblage-45-2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9897	0	0	2	0	0	0	0	0	519	0	0	0	0	0	0	9863	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-6-14	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3694	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6746	0	0	0	0	0	24	0	0	129	0	0	0	0	0	0	7826	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-29-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4485	0	0	0	0	0	0	0	0	1	0	0	0	0	62	0	3452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-27-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3400	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	3779	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12080	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-49-6	0	0	0	1	0	1	0	0	0	22	0	0	0	0	6	0	0	13483	0	0	49	0	0	0	0	1	0	0	0	3	0	32	0	24620	0	0	8	0	1	3	0	0	784	0	0	0	0	0	0	76711	0	4	0	0	0	1	0	0	0	0	4	0	0	0	53	0	0	293	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	21	0	0	1	2	0	1	0	0	0	0	0	6	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0
assemblage-5-7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3629	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	786	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	40295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
assemblage-14-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10016	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	9904	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
assemblage-17-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3031	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6304	0	0	0	0	0	5	0	0	429	0	0	0	0	0	0	8810	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0
assemblage-48-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3355	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-28-18	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3527	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	5863	0	0	0	0	0	16	1	0	366	0	0	0	0	0	0	8764	0	0	0	0	0	0	11	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-14-2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9846	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	10364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-30-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4457	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11255	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
