Assemblage_Name	85875-2-2	6365564-4-5724029	2-4-7750000	4-1649943-2	4-6270522-2	2-5816155-0	2-322624-0	2-3338199-5724029	5049788-2-2	2-4-593439	3266657-4-5724029	2-4-3357159	0-1-1	4-2-4492082	2-4-7842729	2-8673473-0	2-2259201-0	2-7992927-0	2-4-5369105	2-9071553-5724029	2-3072039-0	2-4-5489558	5273121-4-5724029	2-4-2983049	3517349-4-0	2807651-4-5724029	4-2-2	4-2-5612013	2-4-6986527	4-2-70543	2529032-4-5724029	2-5104136-0	4-2171039-2	2-3320742-0	2-1-6375218	2-1676585-0	2-1-9450429	76650-1-0	8679552-4-5724029	2-4-9743508	2-4-588263	9041068-4-0	2-4-2027404	2-8347267-0	921580-4-5724029	4-2-998468	2-1-4758150	2-2365336-5724029	2-4-8593293	5829030-4-5724029	1014057-4-5724029	4-2607178-2	9111441-6328019-5724029	2924395-2-2	2-4-6900994	4-2-7161422	6439678-1-0	4-2-4528981	367809-2-2	4-2-3164915	2-7982262-0	4-2-8700480	2-3957268-5724029	2-4-5724029	2-4-9153220	1086776-4-0	4-2-2999517	2-4-3029619	2-204702-0	2-4191768-5724029	2-6366796-0	2-4-343405	4-618863-2	2-4-3752092	6477558-4-0	2906036-4-5724029	2-1596307-0	5980211-2-2	8560824-2-2	7843257-4-0	2-1-9845819	2-4-3893731	2-4270123-5724029	2-4-795658	7991572-2-2	2-5783962-0	4-2-9511713	2-4-8727538	2-4-1371961	1185786-1-0	4718158-4-0	1420610-4-0	2-8001804-0	2-9027369-5724029	2-3877461-0	2-3035651-0	3136049-4-0	2-1-0	2-4-9410678	2-4-6358524	2-4-7999527	385052-2-2	2-4-746724	2-4804390-5724029	2-4-1203888	2-4-9761149	2-5908438-0	4-9621042-2	2-4-2204538	2-4-4276807	2446252-1-0	4-2-2751293	4-2-3958157	4-2-625011	3269692-2-2	2-800473-0	2-9474159-0	2-9993811-5724029	4-1023273-2	2-4-8964255	2045423-1-0	4-4208159-2	4-9596877-2	2-4-853676	2-1-1754524	2-687617-5724029	4-2-1948521	7608559-4-5724029	2-9903812-5724029	2-3958368-0	6237174-1-0	2-4-3204917	2-4-4642848	2-6174604-0	4555853-4-5724029	2-3574204-0	2-1-6227659	2-4-9484738	7686807-4-0	2-8047827-593439	4-2-2403482	7258825-4-5724029	3876535-4-0	2-1-6549432	2-2529005-593439	589875-4-5724029	9111441-4-5724029	8223850-4-5724029	2-4-6435717	4-3606662-2	4-914394-2	2-4-8534880	2-4-0	6153018-2-2	2-9363309-5724029	2-4720065-0	2-1-7454183	4-7103562-2	2078328-1-0	2-405543-5724029	6509315-1-0	5500487-2-2	7219662-4-0
assemblage-43-1	0	0	0	0	0	0	0	0	0	1279	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2616	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	18	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3346	0	0	0	0	0	0	0	0	0	1
assemblage-19-14	0	0	0	0	0	0	0	0	0	1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2783	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3394	0	0	0	0	0	0	0	0	0	3
assemblage-20-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16991	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	860	0	0	0	0	0	0	0	0	0	0
assemblage-10-15	772	0	0	0	0	0	0	0	0	666	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	11548	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14431	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	45	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	346	0	0	0	0	0	0	0	0	0	18126	0	0	0	1	0	0	0	0	0	0
assemblage-23-14	807	0	0	0	0	3	0	0	0	683	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	11346	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14149	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	48	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	282	0	0	0	0	0	0	0	0	0	18484	0	0	0	0	0	0	0	0	0	0
assemblage-36-13	902	0	0	0	0	0	0	0	0	563	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	11515	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	18236	0	0	0	0	0	0	0	0	0	0
assemblage-18-2	793	0	0	0	0	7	0	0	0	867	0	0	133	0	0	0	0	1	0	0	0	0	0	0	0	0	11407	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14529	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	17942	0	0	0	0	0	0	0	0	0	0
assemblage-23-18	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1956	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17157	31	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	804	0	0	0	0	0	0	0	0	0	0
assemblage-45-2	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17197	48	0	0	2	0	0	0	0	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	747	0	0	0	0	0	0	0	0	0	0
assemblage-6-14	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1066	0	0	0	0	0	0	0	0	5	0
assemblage-29-9	0	0	0	0	0	0	0	0	0	2532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3365	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	8033	0	0	0	0	0	0	0	0	0	0
assemblage-27-17	2	0	0	17	1	0	0	0	0	2469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	4	2	0	0	765	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	4334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7750	0	0	0	0	0	0	0	0	0	0
assemblage-49-6	874	1	0	6	0	0	0	0	0	4458	12	0	172	0	0	0	0	0	0	0	0	0	1	0	0	0	25069	0	0	0	0	1	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	32932	50	24	0	1	0	0	8	0	0	8	0	0	5	0	0	0	0	0	0	0	6	27	0	0	0	0	0	0	0	0	1	0	0	19452	0	0	0	0	0	0	0	10	0	1	0	0	0	0	1	0	0	9	0	1	9	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	2	4	0	0	0	0	0	353	2	0	1	14	0	0	0	0	0	29894	0	3	0	0	0	0	0	0	0	4
assemblage-5-7	1039	0	0	0	0	16	0	0	1	684	0	0	354	0	0	0	0	0	0	0	0	1	0	0	0	0	11384	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14562	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	17718	3	0	3	0	0	0	0	0	0	0
assemblage-14-8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16853	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0
assemblage-17-2	0	0	0	0	0	0	0	2	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1416	0	0	0	0	0	0	0	0	1	0
assemblage-48-9	0	0	0	0	0	0	0	0	0	1102	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2834	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3339	0	0	0	0	0	0	0	0	0	4
assemblage-28-18	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3672	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12207	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1510	0	0	0	0	0	0	0	0	9	0
assemblage-14-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	17016	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	744	0	0	0	0	0	0	0	0	0	0
assemblage-30-5	0	0	0	2	0	0	0	0	0	2670	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3625	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	478	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	1	0	0	0	0	0	0	4656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	7564	0	0	0	0	0	0	0	0	0	0
assemblage-42-15	0	0	0	0	0	0	0	0	0	1209	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2586	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3259	0	0	0	0	0	0	0	0	0	3
assemblage-31-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17232	56	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	754	0	0	0	0	0	0	1	0	0	0
