Assemblage_Name	3-4919179-1283151	2-9155993-2380781	2-7444650-2380781	5660961-2-2144254	8686891-8771218-9295576	3-4919179-1198245	3-4919179-2641281	6046892-8771218-2380781	3-4919179-1246825	3-6323090-1	3-1-1	2-2776146-2380781	2286111-4919179-1	9137402-4919179-1	3-5981222-1	1376588-6323090-1	9351274-4919179-1	1-1-1	2-2947082-2380781	0-4-4	8686891-8771218-2380781	2122427-4919179-1	1-2-2144254	3-4919179-8836489	1716825-2-3	8686891-8771218-3959453	4-2491633-4	431805-4-4	8686891-3684699-2380781	1-2-3	7974409-2947082-2380781	3-799211-1	3-440655-1	2-3-1	4955252-8771218-2380781	0-3-2	2-8771218-2380781	4940136-1-0	2-7444650-9597746	9905954-4919179-1	6947615-4919179-1	2-5622160-2380781	3702521-8771218-2380781	2232380-2947082-2380781	3-4919179-1	2-3-2380781	2-5302857-2380781	8686891-8771218-2835564	1-3247362-3	3-4919179-6504723	4-1-0	3-3497595-1	8686891-8771218-5090766	8535480-6323090-1	6788910-4919179-1	2-4470709-2380781	3-9319610-1	2-2876945-2380781	2-7444650-533147	8686891-8771218-2379541
assemblage-331-976	0	0	0	0	0	11	0	0	0	0	0	0	12	0	0	0	0	0	82	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	18	0	0	0	0	0	4	0	0	0	0	0	0	8
assemblage-364-549	0	0	99	0	0	0	0	0	0	29	27	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	29	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	98	0	0	0	0	27
assemblage-581-271	0	0	0	0	0	0	0	200	0	0	0	14	0	0	0	0	0	0	85	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	57	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6
assemblage-109-708	36	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-207-893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	25
assemblage-359-559	0	0	98	0	0	0	0	0	0	34	32	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	91	0	0	0	0	32
assemblage-591-305	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	202	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	31
assemblage-889-634	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	186	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	19
assemblage-133-677	0	0	23	0	0	0	0	0	25	0	15	0	0	0	0	0	0	0	134	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	150	0	0	4	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-346-467	0	0	19	0	0	0	0	0	31	0	16	0	0	0	0	0	0	0	134	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	122	0	0	0	0	0	0	0	141	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-348-460	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	35	0	0	0	0	0	63	0	0	0	8	0	0	0	0	14
assemblage-453-876	25	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	36	0	0	0	0	0	9	0	0	0	0	0	0	0	0	20
assemblage-570-753	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	6	0	136	0	0	0	0	0	0	0	5	0	15	0	0	0	109	0	0	54	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-178-720	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	79	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	98	0	13
assemblage-101-100	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	398	0	0	0	0	0	0	15	0	0	0	0	11	0	0	2
assemblage-126-731	40	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	23	0	0	0	0	0	9	0	0	0	0	0	0	0	0	13
assemblage-212-549	0	0	204	0	0	0	0	0	0	11	19	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	5	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	61	0	0	0	0	0	0	0	0	24
assemblage-172-731	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	65	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	130	0	10
assemblage-438-455	0	0	17	0	0	0	0	0	23	0	7	0	0	0	0	0	0	0	133	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	141	0	0	3	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-335-460	0	0	55	4	0	0	0	0	6	0	6	0	0	0	0	0	0	0	79	0	31	0	24	0	0	0	0	0	0	5	0	0	0	0	0	0	59	0	0	0	0	0	0	0	139	0	0	0	0	0	68	0	0	0	4	0	0	0	0	20
assemblage-409-641	0	0	194	0	0	0	0	0	0	9	19	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	13	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	61	0	0	0	0	0	0	0	0	23
assemblage-383-649	0	0	12	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	131	0	0	8	9	0	0	0	0	0	0	0	0	0	0	168	15	0	0	0	0	87	0	0	0	0	0	0	0	0	8
assemblage-370-640	0	0	7	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	107	0	0	6	7	0	0	0	0	0	0	0	0	0	0	178	28	0	0	0	0	98	0	0	0	0	0	0	0	0	10
assemblage-134-644	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	136	0	0	0	0	0	135	0	0	0	21	0	0	0	0	23
assemblage-202-884	0	6	16	0	5	0	0	3	0	0	0	0	0	13	0	0	0	0	62	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-395-646	0	0	14	0	0	0	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	126	0	0	0	7	0	0	0	0	0	0	0	0	0	0	172	22	0	0	0	0	84	0	0	0	0	0	0	0	0	19
assemblage-352-620	0	9	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	138	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
assemblage-713-605	0	0	111	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	13	0	0	0	0	0	0	19	0	16	0	12	0	0	0	216	0	0	0	0	0	18	0	0	0	0	0	0	0	9	15
assemblage-804-547	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	89	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	99	0	28
assemblage-717-605	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	165	0	0	0	14	0	0	0	0	28
assemblage-119-701	85	0	59	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	72	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	74	0	0	0	0	0	0	0	0	21
assemblage-354-461	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	105	0	0	0	0	0	138	0	0	0	19	0	0	0	0	17
assemblage-971-830	42	0	20	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	34	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	41	0	0	0	0	0	9	0	0	0	0	0	0	0	0	18
assemblage-949-96	0	0	10	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	121	0	0	1	9	0	0	0	0	0	0	0	0	0	0	155	26	0	0	0	0	99	0	0	0	0	0	0	0	0	13
assemblage-465-353	26	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	24	0	0	0	0	0	5	0	0	0	0	0	0	0	0	19
assemblage-792-544	0	1	7	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	152	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-206-863	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	140	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-572-742	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	11	0	139	0	0	0	0	0	0	0	7	0	9	0	0	0	106	0	0	50	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-897-633	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	199	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	21
assemblage-400-632	0	0	95	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	5	0	0	0	0	151	0	0	0	0	0	0	0	55	0	0	0	0	0	34	0	0	21	0	0	0	0	0	24
assemblage-341-991	0	0	0	0	0	0	0	199	0	0	0	37	0	0	0	0	0	0	71	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	41	0	0	0	0	0	0	0	0	0	0	0	0	9	0	11
assemblage-197-892	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	159	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-975-849	41	0	57	0	0	0	0	0	0	0	0	0	14	0	40	0	0	0	92	0	89	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	10	0	0	101	0	0	0	0	0	18	0	0	0	0	0	0	0	0	18
assemblage-118-106	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	398	0	0	0	0	0	0	14	0	0	0	0	6	0	0	13
assemblage-559-744	0	0	0	0	0	0	14	0	0	49	70	0	0	0	0	4	0	0	0	37	0	0	0	0	0	0	0	0	0	81	0	0	0	20	0	0	13	0	0	0	0	0	0	0	108	26	0	0	0	0	47	0	0	0	0	0	0	0	0	31
assemblage-187-732	0	6	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	164	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-955-839	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	313	0	0	0	0	3	0	0	0	0	0	0	0	0	0	24
assemblage-470-366	45	0	17	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	20	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	38	0	0	0	0	0	12	0	0	0	0	0	0	0	0	12
assemblage-137-662	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	145	0	0	0	11	0	0	0	0	29
assemblage-359-470	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	117	0	0	0	0	0	161	0	0	0	17	0	0	0	0	22
assemblage-494-173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	285	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	16	0	0	0	16
assemblage-185-742	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	81	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	113	0	11
assemblage-594-299	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	204	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	33
assemblage-349-530	0	0	195	0	0	0	0	0	0	11	25	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	8	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	68	0	0	0	0	0	0	0	0	20
assemblage-440-447	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	126	0	0	0	0	0	155	0	0	0	19	0	0	0	0	25
assemblage-441-458	0	0	19	0	0	0	0	0	28	0	17	0	0	0	0	0	0	0	130	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	132	0	0	9	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-965-839	30	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	25	0	0	0	0	0	4	0	0	0	0	0	0	0	0	19
assemblage-329-994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	266	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	27	0	0	0	17
assemblage-960-831	49	0	24	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	24	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	43	0	0	0	0	0	10	0	0	0	0	0	0	0	0	17
assemblage-189-892	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	242	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	20
assemblage-208-900	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	93	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	116	0	10
assemblage-959-106	0	0	16	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	123	0	0	6	8	0	0	0	0	0	0	0	0	0	0	170	23	0	0	0	0	95	0	0	0	0	0	0	0	0	8
assemblage-149-670	0	0	92	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	133	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	42	0	0	0	0	0	58	0	0	0	0	0	0	0	0	21
assemblage-909-642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	278	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	19	0	0	0	14
assemblage-821-543	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	86	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	108	0	20
assemblage-699-602	0	0	96	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	152	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	34	0	0	0	0	0	70	0	0	0	2	0	0	0	0	13
assemblage-434-883	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	303	0	0	0	0	7	0	0	0	0	0	0	0	0	0	38
assemblage-182-735	0	0	0	0	0	0	0	0	0	200	227	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-182-734	0	0	8	0	0	6	0	0	0	0	0	0	28	0	0	0	0	0	137	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	39	0	24
assemblage-437-891	32	0	29	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	20	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	43	0	0	0	0	0	11	0	0	0	0	0	0	0	0	13
assemblage-454-459	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	40	0	0	0	0	0	76	0	0	0	15	0	0	0	0	22
assemblage-198-560	0	0	114	0	0	0	0	0	0	42	20	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	27	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	91	0	0	0	0	21
assemblage-642-565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	13
assemblage-696-589	0	0	19	0	0	0	0	0	36	0	9	0	0	0	0	0	0	0	117	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	134	0	0	0	0	0	0	0	131	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-201-724	0	0	0	0	0	0	0	0	0	211	195	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
assemblage-499-178	0	0	0	0	0	18	0	0	0	0	0	0	9	0	0	0	0	0	80	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	19	0	0	0	0	0	12	0	0	0	0	0	0	9
assemblage-361-530	0	0	108	0	0	0	0	0	0	10	41	0	0	0	0	0	0	0	8	0	0	0	5	0	9	0	0	7	0	65	0	0	0	0	0	0	40	0	0	0	0	0	0	0	102	7	0	0	0	0	46	0	0	0	23	0	0	0	0	29
assemblage-344-625	0	6	15	0	0	0	0	5	0	0	0	0	0	21	0	0	0	0	43	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
assemblage-581-304	0	0	0	0	0	0	0	196	0	0	0	31	0	0	0	0	0	0	91	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	38	0	0	0	0	0	0	0	0	0	0	0	0	7	0	18
assemblage-361-534	0	0	105	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	6	0	0	0	0	114	0	0	0	0	0	0	0	66	0	0	0	0	0	49	0	0	16	0	0	0	0	0	24
assemblage-474-199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	258	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	18	0	9	0	13
assemblage-184-702	0	0	16	0	10	0	0	6	0	0	0	0	0	7	0	0	0	0	55	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-620-579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	23
assemblage-398-656	0	0	97	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	7	0	0	0	0	148	0	0	0	0	0	0	0	48	0	0	0	0	0	44	0	0	20	0	0	0	0	0	16
assemblage-358-539	0	0	86	0	0	0	0	0	0	48	27	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	107	0	0	0	0	35
assemblage-785-539	0	0	17	0	13	0	0	10	0	0	0	0	0	21	0	0	0	0	65	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
