Assemblage 	OriginTime	Duration
assemblage-684-767	6499	1833
assemblage-832-789	10165	1835
assemblage-549-432	6499	1833
assemblage-375-821	4666	1833
assemblage-637-948	8332	1833
assemblage-653-972	8332	1833
assemblage-750-626	1000	1833
assemblage-834-809	10165	1835
assemblage-639-332	1000	1833
assemblage-749-590	1000	1833
assemblage-788-907	2833	1833
assemblage-431-697	8332	1833
assemblage-393-831	4666	1833
assemblage-752-785	2833	1833
assemblage-762-980	4666	1833
assemblage-766-603	1000	1833
assemblage-737-767	2833	1833
assemblage-663-744	6499	1833
assemblage-726-965	4666	1833
assemblage-379-102	10165	1835
assemblage-762-609	1000	1833
assemblage-753-770	2833	1833
assemblage-747-774	2833	1833
assemblage-381-816	4666	1833
assemblage-405-108	10165	1835
assemblage-855-346	10165	1835
assemblage-944-541	6499	1833
assemblage-786-921	2833	1833
assemblage-663-968	8332	1833
assemblage-414-683	8332	1833
assemblage-653-962	8332	1833
assemblage-311-427	4666	1833
assemblage-426-694	8332	1833
assemblage-604-126	6499	1833
assemblage-783-921	2833	1833
assemblage-293-730	10165	1835
assemblage-431-667	8332	1833
assemblage-292-700	10165	1835
assemblage-726-971	4666	1833
assemblage-294-696	10165	1835
assemblage-694-487	4666	1833
assemblage-379-112	10165	1835
assemblage-832-326	10165	1835
assemblage-597-123	6499	1833
assemblage-907-621	8332	1833
assemblage-439-709	8332	1833
assemblage-546-416	6499	1833
assemblage-695-482	4666	1833
assemblage-648-341	2833	1833
assemblage-657-318	1000	1833
assemblage-421-689	8332	1833
assemblage-716-481	4666	1833
assemblage-980-599	1000	1833
assemblage-990-203	8332	1833
assemblage-612-122	6499	1833
assemblage-311-717	10165	1835
assemblage-643-323	2833	1833
assemblage-836-798	10165	1835
assemblage-985-197	8332	1833
assemblage-659-328	2833	1833
assemblage-652-952	8332	1833
assemblage-371-810	4666	1833
assemblage-162-852	2833	1833
assemblage-996-614	1000	1833
assemblage-843-799	10165	1835
assemblage-322-394	4666	1833
assemblage-731-788	2833	1833
assemblage-655-777	6499	1833
assemblage-701-469	4666	1833
assemblage-846-341	10165	1835
assemblage-367-825	4666	1833
assemblage-1011-185	8332	1833
assemblage-694-460	4666	1833
assemblage-838-351	10165	1835
assemblage-823-790	10165	1835
assemblage-320-424	4666	1833
assemblage-372-841	4666	1833
assemblage-663-782	6499	1833
assemblage-399-81	10165	1835
assemblage-639-314	1000	1833
assemblage-543-454	6499	1833
assemblage-324-414	4666	1833
assemblage-747-968	4666	1833
assemblage-296-722	10165	1835
assemblage-308-721	10165	1835
assemblage-988-616	1000	1833
assemblage-957-547	6499	1833
assemblage-660-329	1000	3666
assemblage-749-987	4666	1833
assemblage-782-914	2833	1833
assemblage-541-439	6499	1833
assemblage-840-332	10165	1835
assemblage-907-636	8332	1833
assemblage-975-608	1000	1833
assemblage-948-531	6499	1833
assemblage-735-969	4666	1833
assemblage-668-761	6499	1833
assemblage-1006-207	8332	1833
assemblage-367-832	4666	1833
assemblage-984-200	8332	1833
assemblage-857-317	10165	1835
assemblage-374-109	10165	1835
assemblage-635-952	8332	1833
assemblage-910-639	8332	1833
assemblage-993-198	8332	1833
assemblage-389-102	10165	1835
assemblage-662-774	6499	1833
assemblage-164-852	2833	1833
assemblage-715-490	4666	1833
assemblage-302-697	10165	1835
assemblage-647-971	8332	1833
assemblage-168-833	2833	1833
assemblage-692-970	1000	1833
assemblage-672-741	6499	1833
assemblage-978-616	1000	1833
assemblage-777-922	2833	1833
assemblage-631-942	8332	1833
assemblage-371-841	4666	1833
assemblage-988-608	1000	1833
assemblage-754-622	1000	1833
assemblage-560-429	6499	1833
assemblage-906-632	8332	1833
assemblage-993-593	1000	1833
assemblage-546-443	6499	1833
assemblage-923-557	6499	1833
assemblage-895-636	8332	1833
assemblage-579-127	6499	1833
assemblage-592-140	6499	1833
assemblage-665-317	1000	1833
assemblage-698-984	1000	1833
assemblage-777-895	2833	1833
assemblage-845-335	10165	1835
assemblage-765-611	1000	1833
assemblage-822-809	10165	1835
assemblage-757-625	1000	1833
assemblage-644-313	1000	1833
assemblage-724-779	2833	1833
assemblage-777-936	2833	1833
assemblage-836-341	10165	1835
assemblage-387-106	10165	1835
assemblage-157-845	2833	1833
assemblage-304-411	4666	1833
assemblage-730-968	4666	1833
assemblage-146-867	2833	1833
assemblage-944-557	6499	1833
assemblage-310-410	4666	1833
assemblage-776-918	2833	1833
assemblage-854-806	10165	1835
