Seriation_Number	Assemblage	1613298-1-3	3866316-8414082-8374781	5857700-1-5094690	1-6680052-2	2-1-5117689	1-6760579-2	1-3-9282495	5857700-502996-3	577776-1-3	8462731-3-2	5857700-1502262-3	2-1-3	5857700-2028553-128410	171276-8414082-7975816	1-1-9643939	7748833-4-4	2-1-9314448	7216708-1-7975816	9028056-7469102-4567792	5857700-1-3	7567365-1-3	3866316-1-7975816	1-4-588492	3866316-8414082-7975816	4553632-7469102-2	3866316-8414082-7766893	4798911-2028553-128410	1-1570985-4	7211393-8414082-8672426	3866316-8414082-8672426	8929119-0-2	1-3-2	5857700-1-8768088	1-6824755-2	5952504-3-2	6679100-1-3	1-4-4	3866316-4674747-7975816	1-1-7975816	5857700-1-128410	2-1-1168794	2-1-7819610	5857700-1-7156729	9028056-3-2	1-2050665-9643939	3866316-8543375-7975816	3866316-5459538-7975816	5857700-7600171-3	3-0-2	9954363-0-6630532	1-4832600-2	5857700-1-6960395	5857700-8176341-3	9028056-7469102-2	26907-8414082-7975816
36	assemblage-795-159	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	214	0	12	12	0	0	0	0	62	0	0	0	14	0	0	0	0	129	0	6	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	15
36	assemblage-397-360	0	0	0	0	0	0	0	0	0	0	0	180	0	0	23	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	184	0	0	0	0	9	0	0	0	0	0	0	0	10	0	0	0	12	0	0	0	0	0	8

37	assemblage-554-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	18
37	assemblage-795-159	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	214	0	12	12	0	0	0	0	62	0	0	0	14	0	0	0	0	129	0	6	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	15
37	assemblage-905-383	0	0	0	0	0	0	0	0	0	0	0	171	0	0	26	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	145	0	0	0	0	15	0	0	0	0	0	0	0	14	0	0	0	20	0	0	0	0	0	10

38	assemblage-554-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	18
38	assemblage-579-646	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	33	0	0	0	0	0	0	0	317	20
38	assemblage-397-360	0	0	0	0	0	0	0	0	0	0	0	180	0	0	23	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	184	0	0	0	0	9	0	0	0	0	0	0	0	10	0	0	0	12	0	0	0	0	0	8

39	assemblage-554-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	18
39	assemblage-579-646	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	33	0	0	0	0	0	0	0	317	20
39	assemblage-183-468	0	0	0	0	0	0	0	0	0	0	0	83	0	0	5	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	124	0	0	5	0	63	0	119	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	20

40	assemblage-554-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	18
40	assemblage-579-646	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	33	0	0	0	0	0	0	0	317	20
40	assemblage-905-383	0	0	0	0	0	0	0	0	0	0	0	171	0	0	26	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	145	0	0	0	0	15	0	0	0	0	0	0	0	14	0	0	0	20	0	0	0	0	0	10

41	assemblage-415-817	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	203	0	10	10	0	0	0	0	64	0	0	0	17	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	31
41	assemblage-183-468	0	0	0	0	0	0	0	0	0	0	0	83	0	0	5	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	124	0	0	5	0	63	0	119	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	20
41	assemblage-581-660	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	16	0	0	34	0	0	0	274	0	29	0	0	0	4	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10

42	assemblage-415-817	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	203	0	10	10	0	0	0	0	64	0	0	0	17	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	31
42	assemblage-905-383	0	0	0	0	0	0	0	0	0	0	0	171	0	0	26	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	145	0	0	0	0	15	0	0	0	0	0	0	0	14	0	0	0	20	0	0	0	0	0	10
42	assemblage-397-360	0	0	0	0	0	0	0	0	0	0	0	180	0	0	23	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	184	0	0	0	0	9	0	0	0	0	0	0	0	10	0	0	0	12	0	0	0	0	0	8

43	assemblage-415-817	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	203	0	10	10	0	0	0	0	64	0	0	0	17	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	31
43	assemblage-421-156	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	15	0	0	33	0	0	0	273	0	34	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	19
43	assemblage-581-660	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	16	0	0	34	0	0	0	274	0	29	0	0	0	4	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10

44	assemblage-415-817	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	203	0	10	10	0	0	0	0	64	0	0	0	17	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	31
44	assemblage-795-159	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	214	0	12	12	0	0	0	0	62	0	0	0	14	0	0	0	0	129	0	6	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	15
44	assemblage-581-660	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	16	0	0	34	0	0	0	274	0	29	0	0	0	4	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10

45	assemblage-415-817	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	203	0	10	10	0	0	0	0	64	0	0	0	17	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	31
45	assemblage-554-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	18
45	assemblage-846-749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	3	0	0	0	0	8	370	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	48	4

46	assemblage-357-740	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	154	0	0	0	75	0	0	0	0	0	0	0	76	0	0	0	0	24	0	0	0	0	0	0	7	0	0	0	0	39	0	0	0	0	15	32
46	assemblage-183-468	0	0	0	0	0	0	0	0	0	0	0	83	0	0	5	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	124	0	0	5	0	63	0	119	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	20
46	assemblage-397-360	0	0	0	0	0	0	0	0	0	0	0	180	0	0	23	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	184	0	0	0	0	9	0	0	0	0	0	0	0	10	0	0	0	12	0	0	0	0	0	8

47	assemblage-357-740	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	154	0	0	0	75	0	0	0	0	0	0	0	76	0	0	0	0	24	0	0	0	0	0	0	7	0	0	0	0	39	0	0	0	0	15	32
47	assemblage-905-383	0	0	0	0	0	0	0	0	0	0	0	171	0	0	26	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	145	0	0	0	0	15	0	0	0	0	0	0	0	14	0	0	0	20	0	0	0	0	0	10
47	assemblage-397-360	0	0	0	0	0	0	0	0	0	0	0	180	0	0	23	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	184	0	0	0	0	9	0	0	0	0	0	0	0	10	0	0	0	12	0	0	0	0	0	8

48	assemblage-357-740	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	154	0	0	0	75	0	0	0	0	0	0	0	76	0	0	0	0	24	0	0	0	0	0	0	7	0	0	0	0	39	0	0	0	0	15	32
48	assemblage-554-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	18
48	assemblage-846-749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	3	0	0	0	0	8	370	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	48	4

49	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
49	assemblage-728-395	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	2	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	2	21
49	assemblage-581-660	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	16	0	0	34	0	0	0	274	0	29	0	0	0	4	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10

50	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
50	assemblage-566-359	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	35	0	0	0	0	0	0	0	314	17
50	assemblage-581-660	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	16	0	0	34	0	0	0	274	0	29	0	0	0	4	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10

51	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
51	assemblage-183-468	0	0	0	0	0	0	0	0	0	0	0	83	0	0	5	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	124	0	0	5	0	63	0	119	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	20
51	assemblage-581-660	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	16	0	0	34	0	0	0	274	0	29	0	0	0	4	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10

52	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
52	assemblage-183-468	0	0	0	0	0	0	0	0	0	0	0	83	0	0	5	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	124	0	0	5	0	63	0	119	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	20
52	assemblage-728-395	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	2	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	2	21

53	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
53	assemblage-183-468	0	0	0	0	0	0	0	0	0	0	0	83	0	0	5	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	124	0	0	5	0	63	0	119	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	20
53	assemblage-566-359	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	35	0	0	0	0	0	0	0	314	17

54	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
54	assemblage-380-667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	98	0	0	0	10	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	11
54	assemblage-581-660	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	16	0	0	34	0	0	0	274	0	29	0	0	0	4	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10

55	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
55	assemblage-905-383	0	0	0	0	0	0	0	0	0	0	0	171	0	0	26	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	145	0	0	0	0	15	0	0	0	0	0	0	0	14	0	0	0	20	0	0	0	0	0	10
55	assemblage-581-660	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	16	0	0	34	0	0	0	274	0	29	0	0	0	4	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10

56	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
56	assemblage-905-383	0	0	0	0	0	0	0	0	0	0	0	171	0	0	26	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	145	0	0	0	0	15	0	0	0	0	0	0	0	14	0	0	0	20	0	0	0	0	0	10
56	assemblage-380-667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	98	0	0	0	10	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	11

57	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
57	assemblage-421-156	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	15	0	0	33	0	0	0	273	0	34	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	19
57	assemblage-581-660	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	16	0	0	34	0	0	0	274	0	29	0	0	0	4	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10

58	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
58	assemblage-421-156	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	15	0	0	33	0	0	0	273	0	34	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	19
58	assemblage-566-359	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	35	0	0	0	0	0	0	0	314	17

59	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
59	assemblage-421-156	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	15	0	0	33	0	0	0	273	0	34	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	19
59	assemblage-380-667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	98	0	0	0	10	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	11

60	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
60	assemblage-795-159	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	214	0	12	12	0	0	0	0	62	0	0	0	14	0	0	0	0	129	0	6	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	15
60	assemblage-581-660	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	16	0	0	34	0	0	0	274	0	29	0	0	0	4	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10

61	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
61	assemblage-795-159	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	214	0	12	12	0	0	0	0	62	0	0	0	14	0	0	0	0	129	0	6	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	15
61	assemblage-380-667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	98	0	0	0	10	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	11

62	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
62	assemblage-579-646	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	33	0	0	0	0	0	0	0	317	20
62	assemblage-581-660	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	16	0	0	34	0	0	0	274	0	29	0	0	0	4	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10

63	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
63	assemblage-579-646	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	33	0	0	0	0	0	0	0	317	20
63	assemblage-566-359	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	35	0	0	0	0	0	0	0	314	17

64	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
64	assemblage-579-646	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	33	0	0	0	0	0	0	0	317	20
64	assemblage-380-667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	98	0	0	0	10	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	11

65	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
65	assemblage-579-646	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	33	0	0	0	0	0	0	0	317	20
65	assemblage-421-156	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	15	0	0	33	0	0	0	273	0	34	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	19

66	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
66	assemblage-554-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	18
66	assemblage-581-660	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	16	0	0	34	0	0	0	274	0	29	0	0	0	4	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10

67	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
67	assemblage-554-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	18
67	assemblage-566-359	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	35	0	0	0	0	0	0	0	314	17

68	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
68	assemblage-554-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	18
68	assemblage-380-667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	98	0	0	0	10	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	11

69	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
69	assemblage-554-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	18
69	assemblage-421-156	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	15	0	0	33	0	0	0	273	0	34	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	19

70	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
70	assemblage-554-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	18
70	assemblage-846-749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	3	0	0	0	0	8	370	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	48	4

71	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
71	assemblage-415-817	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	203	0	10	10	0	0	0	0	64	0	0	0	17	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	31
71	assemblage-581-660	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	16	0	0	34	0	0	0	274	0	29	0	0	0	4	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10

72	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
72	assemblage-415-817	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	203	0	10	10	0	0	0	0	64	0	0	0	17	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	31
72	assemblage-566-359	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	35	0	0	0	0	0	0	0	314	17

73	assemblage-630-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
