Seriation_Number	Assemblage	4-3398823-3	3128491-4-3	1-1-3	4-4-3242753	3-1-6082684	4-8034054-3	4-4-527897	4-4-5940319	4-1-2	4-6389093-9679342	4-9811105-4977722	931659-2-2	0-1-0	2610108-4-9679342	931659-2-9402471	3128491-4-6935916	4-2-1081999	5847693-4-3	1014608-4-8951103	4-9207126-2	4-488167-2	4-2583421-2	2-2-1	931659-2-1717574	4-6881239-2	4-5962044-3	8709997-4-3	4-0-3	4-18006-3	4018527-2-1	3-1-4	4-3671324-3	4299931-1-2	2255222-2-2	4-4-2304922	9049390-7537704-3	6279360-2-2	4067053-2-2	1871281-4-3	3-1-2	4-12348-4977722	7195954-4-3	127742-4-3	9049390-4-3	4-4-3	4-4-7252834	2959469-4-3	4-4-4977722	4-2-2	4-7777909-4977722	931659-2347877-2	4-4-9679342	4-5900093-9679342	4-4-5079040	7841482-2-2	4-8712003-3	4-4-6187429	4-2265196-4977722	4-2500284-3	4-4-8951103	4-6334714-3	4-4-7276571	4-3061366-3	4-4-2225908
31	assemblage-373-944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	457	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	14

32	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
32	assemblage-153-478	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	43	0	0	0	0	235	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
32	assemblage-773-891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	93	0	0	0	7	0	0	0	0	29	0	0	0	0	158	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8

33	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
33	assemblage-269-236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	6	0	426	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	5
33	assemblage-773-891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	93	0	0	0	7	0	0	0	0	29	0	0	0	0	158	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8

34	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
34	assemblage-269-236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	6	0	426	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	5
34	assemblage-373-944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	457	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	14

35	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
35	assemblage-269-236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	6	0	426	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	5
35	assemblage-122-380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	435	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	17	0	0	15

36	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
36	assemblage-269-236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	6	0	426	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	5
36	assemblage-153-478	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	43	0	0	0	0	235	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35

37	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
37	assemblage-269-236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	6	0	426	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	5
37	assemblage-358-501	0	0	0	0	43	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	29	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15

38	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
38	assemblage-757-904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	453	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13	0	0	17
38	assemblage-773-891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	93	0	0	0	7	0	0	0	0	29	0	0	0	0	158	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8

39	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
39	assemblage-757-904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	453	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13	0	0	17
39	assemblage-373-944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	457	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	14

40	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
40	assemblage-757-904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	453	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13	0	0	17
40	assemblage-122-380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	435	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	17	0	0	15

41	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
41	assemblage-757-904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	453	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13	0	0	17
41	assemblage-358-501	0	0	0	0	43	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	29	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15

42	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
42	assemblage-757-904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	453	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13	0	0	17
42	assemblage-269-236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	6	0	426	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	5

43	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
43	assemblage-473-576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	194	0	0	0	0	0	0	78	9	0	0	0	0	0	0	57	0	70	57	18
43	assemblage-773-891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	93	0	0	0	7	0	0	0	0	29	0	0	0	0	158	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8

44	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
44	assemblage-473-576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	194	0	0	0	0	0	0	78	9	0	0	0	0	0	0	57	0	70	57	18
44	assemblage-358-501	0	0	0	0	43	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	29	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15

45	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
45	assemblage-534-295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	41	0	0	0	0	78	0	0	0	0	0	0	14
45	assemblage-773-891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	93	0	0	0	7	0	0	0	0	29	0	0	0	0	158	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8

46	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
46	assemblage-534-295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	41	0	0	0	0	78	0	0	0	0	0	0	14
46	assemblage-373-944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	457	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	14

47	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
47	assemblage-534-295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	41	0	0	0	0	78	0	0	0	0	0	0	14
47	assemblage-122-380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	435	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	17	0	0	15

48	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
48	assemblage-534-295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	41	0	0	0	0	78	0	0	0	0	0	0	14
48	assemblage-358-501	0	0	0	0	43	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	29	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15

49	assemblage-499-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	16	0	0	0	0	0	0	70	0	0	71	5
49	assemblage-534-295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	41	0	0	0	0	78	0	0	0	0	0	0	14
49	assemblage-269-236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	6	0	426	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	5

50	assemblage-515-702	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	246	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
50	assemblage-122-380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	435	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	17	0	0	15
50	assemblage-373-944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	457	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	14

51	assemblage-515-702	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	246	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
51	assemblage-153-478	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	43	0	0	0	0	235	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
51	assemblage-773-891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	93	0	0	0	7	0	0	0	0	29	0	0	0	0	158	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8

52	assemblage-515-702	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	246	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
52	assemblage-153-478	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	43	0	0	0	0	235	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
52	assemblage-373-944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	457	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	14

53	assemblage-515-702	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	246	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
53	assemblage-153-478	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	43	0	0	0	0	235	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
53	assemblage-122-380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	435	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	17	0	0	15

54	assemblage-515-702	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	246	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
54	assemblage-757-904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	453	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13	0	0	17
54	assemblage-373-944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	457	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	14

55	assemblage-515-702	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	246	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
55	assemblage-757-904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	453	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13	0	0	17
55	assemblage-122-380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	435	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	17	0	0	15

56	assemblage-515-702	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	246	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
56	assemblage-757-904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	453	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13	0	0	17
56	assemblage-888-383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	12	0	0	0	0	0	0	130	0	0	0	0	6	0	0	70	0	240	0	7

57	assemblage-515-702	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	246	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
57	assemblage-757-904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	453	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13	0	0	17
57	assemblage-358-501	0	0	0	0	43	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	29	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15

58	assemblage-515-702	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	246	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
58	assemblage-757-904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	453	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13	0	0	17
58	assemblage-269-236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	6	0	426	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	5

59	assemblage-515-702	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	246	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
59	assemblage-473-576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	194	0	0	0	0	0	0	78	9	0	0	0	0	0	0	57	0	70	57	18
59	assemblage-888-383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	12	0	0	0	0	0	0	130	0	0	0	0	6	0	0	70	0	240	0	7

60	assemblage-515-702	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	246	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
60	assemblage-473-576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	194	0	0	0	0	0	0	78	9	0	0	0	0	0	0	57	0	70	57	18
60	assemblage-358-501	0	0	0	0	43	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	29	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15

61	assemblage-515-702	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	246	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
61	assemblage-534-295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	41	0	0	0	0	78	0	0	0	0	0	0	14
61	assemblage-373-944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	457	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	14

62	assemblage-515-702	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	246	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
62	assemblage-534-295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	41	0	0	0	0	78	0	0	0	0	0	0	14
62	assemblage-888-383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	12	0	0	0	0	0	0	130	0	0	0	0	6	0	0	70	0	240	0	7

63	assemblage-515-702	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	246	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
63	assemblage-534-295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	41	0	0	0	0	78	0	0	0	0	0	0	14
