Assemblage 	OriginTime	Duration
assemblage-709-796	2833	1833
assemblage-360-495	6499	1833
assemblage-567-918	10165	1835
assemblage-507-342	4666	1833
assemblage-570-928	10165	1835
assemblage-158-804	1000	1833
assemblage-611-196	2833	1833
assemblage-700-370	6499	1833
assemblage-918-571	1000	1833
assemblage-496-351	4666	1833
assemblage-905-591	1000	1833
assemblage-1007-690	8332	1833
assemblage-1011-672	8332	1833
assemblage-617-770	8332	1833
assemblage-484-504	1000	1833
assemblage-477-540	8332	1833
assemblage-494-346	4666	1833
assemblage-984-844	4666	1833
assemblage-346-506	6499	1833
assemblage-982-160	2833	1833
assemblage-793-122	6499	1833
assemblage-612-790	8332	1833
assemblage-276-404	2833	1833
assemblage-255-408	2833	1833
assemblage-262-403	2833	1833
assemblage-909-855	1000	1833
assemblage-566-940	10165	1835
assemblage-709-784	2833	1833
assemblage-715-796	2833	1833
assemblage-959-890	6499	1833
assemblage-486-523	4666	1833
assemblage-843-271	10165	1835
assemblage-481-510	4666	1833
assemblage-788-124	6499	1833
assemblage-481-514	1000	1833
assemblage-481-517	8332	1833
assemblage-995-168	2833	1833
assemblage-105-114	10165	1835
assemblage-267-419	2833	1833
assemblage-589-914	10165	1835
assemblage-1000-672	8332	1833
assemblage-895-603	1000	1833
assemblage-713-782	2833	1833
assemblage-173-741	8332	1833
assemblage-491-497	1000	1833
assemblage-580-132	10165	1835
assemblage-154-804	1000	1833
assemblage-608-784	8332	1833
assemblage-481-520	4666	1833
assemblage-788-130	6499	1833
assemblage-782-144	6499	1833
assemblage-983-854	4666	1833
assemblage-913-562	1000	1833
assemblage-492-530	8332	1833
assemblage-979-166	2833	1833
assemblage-1015-682	8332	1833
assemblage-791-131	6499	1833
assemblage-968-161	2833	1833
assemblage-962-960	4666	1833
assemblage-475-348	4666	1833
assemblage-597-196	2833	1833
assemblage-789-134	6499	1833
assemblage-175-734	8332	1833
assemblage-971-894	6499	1833
assemblage-159-732	8332	1833
assemblage-853-282	10165	1835
assemblage-152-802	1000	1833
assemblage-178-748	8332	1833
