Seriation_Number	Assemblage	8391895-3-3328048	3020309-2-0	3-9566666-890340	3-4353017-0	1417608-3-6778706	3-3621656-7582820	0-1-8113793	3-3-1	241617-3-3	0-3-8941422	0-4361061-9911268	0-0-5706451	0-3738578-3	0-1-1	589311-2-0	0-7059737-3	3-4353017-890340	3-4353017-2492427	674415-3-1	9299574-2-0	4730998-3-3	133275-2-0	8026736-2-0	4705744-3-6778706	3-1421603-890340	6356196-3-3	0-3-2860373	4-9226171-1	9631235-3-3	9101232-3-3	0-8817686-3	0-0-2	8219041-3-3	0-2-2	0-3-6778706	3-5483621-0	8391895-3-3	0-3-3124853	0-3-4638975	0-758976-1	0-4361061-2022903	4613929-4361061-1	3-9448822-890340	0-7112822-1	2607933-3321534-1	8996084-3-3	0-764248-3	7290782-4361061-1	0-3-3	0-3-5019720	0-3-9447947	8219041-1373312-3	8791001-3-3	3-6563905-0	6772915-3321534-1	0-3-8831017	8391895-3-7678585	1-4-2	3-2-702082	3-7414092-890340	0-4361061-1	3-3321534-1	4-3-1	3-2-0	1977072-2-0	3-1217866-890340	0-3-734779	249763-3-1	1527783-7644345-1	8459526-3-3	3-2-391109	0-1247527-1	0-3-9983818
28	assemblage-555-968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	19
28	assemblage-247-464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	85	0	0	152	0	0	0	0	0	0	0	0	10
28	assemblage-325-589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	0	0	0	0	0	0	0	3	6

29	assemblage-235-456	0	0	0	0	0	0	0	43	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	204	0	0	0	0	0	0	0	0	0	0	0	86	57	0	58	0	0	0	0	0	0	0	0	10
29	assemblage-426-377	0	0	0	0	0	0	0	16	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	89	22	0	153	0	0	0	0	0	0	0	0	26
29	assemblage-211-397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	7

30	assemblage-235-456	0	0	0	0	0	0	0	43	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	204	0	0	0	0	0	0	0	0	0	0	0	86	57	0	58	0	0	0	0	0	0	0	0	10
30	assemblage-751-198	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	1
30	assemblage-386-616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

31	assemblage-235-456	0	0	0	0	0	0	0	43	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	204	0	0	0	0	0	0	0	0	0	0	0	86	57	0	58	0	0	0	0	0	0	0	0	10
31	assemblage-629-314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	204	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	16	21	0	0	65	0	0	0	0	0	0	0	0	1
31	assemblage-655-818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	8	0	0	22	0	0	0	0	0	0	0	0	1

32	assemblage-235-456	0	0	0	0	0	0	0	43	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	204	0	0	0	0	0	0	0	0	0	0	0	86	57	0	58	0	0	0	0	0	0	0	0	10
32	assemblage-247-464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	85	0	0	152	0	0	0	0	0	0	0	0	10
32	assemblage-703-207	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	4

33	assemblage-235-456	0	0	0	0	0	0	0	43	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	204	0	0	0	0	0	0	0	0	0	0	0	86	57	0	58	0	0	0	0	0	0	0	0	10
33	assemblage-247-464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	85	0	0	152	0	0	0	0	0	0	0	0	10
33	assemblage-211-397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	7

34	assemblage-235-456	0	0	0	0	0	0	0	43	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	204	0	0	0	0	0	0	0	0	0	0	0	86	57	0	58	0	0	0	0	0	0	0	0	10
34	assemblage-247-464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	85	0	0	152	0	0	0	0	0	0	0	0	10
34	assemblage-386-616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

35	assemblage-235-456	0	0	0	0	0	0	0	43	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	204	0	0	0	0	0	0	0	0	0	0	0	86	57	0	58	0	0	0	0	0	0	0	0	10
35	assemblage-247-464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	85	0	0	152	0	0	0	0	0	0	0	0	10
35	assemblage-587-474	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	67	0	0	86	0	0	0	0	0	0	0	0	1

36	assemblage-235-456	0	0	0	0	0	0	0	43	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	204	0	0	0	0	0	0	0	0	0	0	0	86	57	0	58	0	0	0	0	0	0	0	0	10
36	assemblage-247-464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	85	0	0	152	0	0	0	0	0	0	0	0	10
36	assemblage-751-198	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	1

37	assemblage-235-456	0	0	0	0	0	0	0	43	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	204	0	0	0	0	0	0	0	0	0	0	0	86	57	0	58	0	0	0	0	0	0	0	0	10
37	assemblage-247-464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	85	0	0	152	0	0	0	0	0	0	0	0	10
37	assemblage-655-818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	8	0	0	22	0	0	0	0	0	0	0	0	1

38	assemblage-235-456	0	0	0	0	0	0	0	43	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	204	0	0	0	0	0	0	0	0	0	0	0	86	57	0	58	0	0	0	0	0	0	0	0	10
38	assemblage-247-464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	85	0	0	152	0	0	0	0	0	0	0	0	10
38	assemblage-325-589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	0	0	0	0	0	0	0	3	6

39	assemblage-235-456	0	0	0	0	0	0	0	43	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	204	0	0	0	0	0	0	0	0	0	0	0	86	57	0	58	0	0	0	0	0	0	0	0	10
39	assemblage-247-464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	85	0	0	152	0	0	0	0	0	0	0	0	10
39	assemblage-629-314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	204	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	16	21	0	0	65	0	0	0	0	0	0	0	0	1

40	assemblage-235-456	0	0	0	0	0	0	0	43	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	204	0	0	0	0	0	0	0	0	0	0	0	86	57	0	58	0	0	0	0	0	0	0	0	10
40	assemblage-555-968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	19
40	assemblage-211-397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	7

41	assemblage-235-456	0	0	0	0	0	0	0	43	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	204	0	0	0	0	0	0	0	0	0	0	0	86	57	0	58	0	0	0	0	0	0	0	0	10
41	assemblage-555-968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	19
41	assemblage-386-616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

42	assemblage-216-418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	103	0	0	26	0	0	0	0	0	0	0	0	7
42	assemblage-426-377	0	0	0	0	0	0	0	16	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	89	22	0	153	0	0	0	0	0	0	0	0	26
42	assemblage-703-207	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	4

43	assemblage-216-418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	103	0	0	26	0	0	0	0	0	0	0	0	7
43	assemblage-426-377	0	0	0	0	0	0	0	16	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	89	22	0	153	0	0	0	0	0	0	0	0	26
43	assemblage-386-616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

44	assemblage-216-418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	103	0	0	26	0	0	0	0	0	0	0	0	7
44	assemblage-587-474	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	67	0	0	86	0	0	0	0	0	0	0	0	1
44	assemblage-386-616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

45	assemblage-216-418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	103	0	0	26	0	0	0	0	0	0	0	0	7
45	assemblage-751-198	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	1
45	assemblage-386-616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

46	assemblage-216-418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	103	0	0	26	0	0	0	0	0	0	0	0	7
46	assemblage-655-818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	8	0	0	22	0	0	0	0	0	0	0	0	1
46	assemblage-386-616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

47	assemblage-216-418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	103	0	0	26	0	0	0	0	0	0	0	0	7
47	assemblage-629-314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	204	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	16	21	0	0	65	0	0	0	0	0	0	0	0	1
47	assemblage-386-616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

48	assemblage-216-418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	103	0	0	26	0	0	0	0	0	0	0	0	7
48	assemblage-629-314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	204	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	16	21	0	0	65	0	0	0	0	0	0	0	0	1
48	assemblage-751-198	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	1

49	assemblage-216-418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	103	0	0	26	0	0	0	0	0	0	0	0	7
49	assemblage-247-464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	85	0	0	152	0	0	0	0	0	0	0	0	10
49	assemblage-703-207	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	4

50	assemblage-216-418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	103	0	0	26	0	0	0	0	0	0	0	0	7
50	assemblage-247-464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	85	0	0	152	0	0	0	0	0	0	0	0	10
50	assemblage-386-616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

51	assemblage-216-418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	103	0	0	26	0	0	0	0	0	0	0	0	7
51	assemblage-247-464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	85	0	0	152	0	0	0	0	0	0	0	0	10
51	assemblage-751-198	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	1

52	assemblage-216-418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	103	0	0	26	0	0	0	0	0	0	0	0	7
52	assemblage-247-464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	85	0	0	152	0	0	0	0	0	0	0	0	10
52	assemblage-325-589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	0	0	0	0	0	0	0	3	6

53	assemblage-216-418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	103	0	0	26	0	0	0	0	0	0	0	0	7
53	assemblage-555-968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	19
53	assemblage-386-616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

54	assemblage-216-418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	103	0	0	26	0	0	0	0	0	0	0	0	7
54	assemblage-235-456	0	0	0	0	0	0	0	43	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	204	0	0	0	0	0	0	0	0	0	0	0	86	57	0	58	0	0	0	0	0	0	0	0	10
54	assemblage-703-207	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	4

55	assemblage-216-418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	103	0	0	26	0	0	0	0	0	0	0	0	7
55	assemblage-235-456	0	0	0	0	0	0	0	43	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	204	0	0	0	0	0	0	0	0	0	0	0	86	57	0	58	0	0	0	0	0	0	0	0	10
55	assemblage-386-616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

56	assemblage-216-418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	103	0	0	26	0	0	0	0	0	0	0	0	7
