Assemblage 	OriginTime	Duration
assemblage-37-46	4864	932
assemblage-54-17	4398	466
assemblage-52-33	3466	466
assemblage-68-51	3466	466
assemblage-52-19	3000	932
assemblage-30-30	6728	1864
assemblage-74-6	9524	476
assemblage-44-53	5796	932
assemblage-20-11	5796	466
assemblage-9-37	4864	466
assemblage-34-37	8592	1408
assemblage-9-39	8592	466
assemblage-8-19	3932	932
assemblage-27-61	9524	476
assemblage-63-24	5330	466
assemblage-45-49	9058	466
assemblage-28-21	8126	1874
assemblage-52-2	5796	1398
assemblage-28-29	9058	942
assemblage-33-47	6728	466
assemblage-34-7	3466	932
assemblage-27-9	9058	466
assemblage-68-63	4864	1398
assemblage-73-54	5796	466
assemblage-57-61	4398	932
assemblage-42-1	7194	466
assemblage-40-37	5796	932
assemblage-8-26	7194	466
assemblage-28-36	3000	466
assemblage-70-63	5796	466
assemblage-3-14	5330	932
assemblage-63-42	5796	466
assemblage-45-7	9058	466
assemblage-15-7	7660	466
assemblage-9-73	5330	466
assemblage-23-41	9058	942
assemblage-23-47	3000	466
assemblage-21-64	7194	466
assemblage-8-31	7660	466
assemblage-36-27	5330	932
assemblage-59-35	6262	932
assemblage-28-46	7194	932
assemblage-26-51	3000	932
assemblage-22-41	3000	466
assemblage-60-3	7660	932
assemblage-60-1	3000	466
assemblage-6-9	6728	466
assemblage-38-25	4864	466
assemblage-45-27	3000	466
assemblage-33-67	5330	466
assemblage-62-17	5330	466
assemblage-29-71	4398	932
assemblage-60-48	5796	932
assemblage-23-39	7660	466
assemblage-14-48	8126	466
assemblage-60-41	3466	466
assemblage-3-61	4864	466
assemblage-57-46	3000	932
assemblage-18-73	5330	466
assemblage-53-70	5796	2330
assemblage-9-34	6728	932
assemblage-58-44	6262	466
assemblage-28-57	5330	466
assemblage-12-69	4398	466
assemblage-63-56	3932	466
assemblage-64-11	9058	942
assemblage-55-21	8126	466
assemblage-38-18	9058	466
assemblage-65-22	3932	466
assemblage-71-57	9058	942
assemblage-35-12	4398	466
assemblage-8-4	3000	466
assemblage-23-28	4398	466
assemblage-10-43	4398	2330
assemblage-4-51	6262	1398
assemblage-4-55	3932	466
assemblage-23-20	8592	466
assemblage-40-8	5796	466
assemblage-61-70	6728	466
assemblage-40-1	9524	476
assemblage-22-32	7660	466
assemblage-48-44	4864	466
assemblage-6-60	6262	466
assemblage-35-60	8126	932
assemblage-67-34	7194	466
assemblage-58-5	7660	932
assemblage-7-34	8592	466
assemblage-26-30	3466	932
assemblage-64-20	4398	466
assemblage-64-29	5330	466
assemblage-65-58	4398	1398
assemblage-71-29	5796	466
assemblage-63-68	3000	466
assemblage-33-17	3932	932
assemblage-43-32	6262	466
assemblage-36-51	5330	466
assemblage-36-52	3000	932
assemblage-36-57	7660	1398
assemblage-40-73	7194	1864
assemblage-57-29	7194	466
assemblage-14-69	9058	466
assemblage-58-16	3932	466
assemblage-8-69	7660	466
assemblage-6-34	8126	466
assemblage-56-43	7660	466
assemblage-34-68	9524	476
assemblage-8-61	3000	466
assemblage-7-25	6728	466
assemblage-8-62	7660	466
assemblage-23-55	3000	466
assemblage-63-59	4398	466
assemblage-14-20	8592	466
assemblage-64-39	3000	466
assemblage-20-61	9058	466
assemblage-68-35	3466	466
assemblage-1-14	9524	476
assemblage-33-24	8126	466
assemblage-13-32	9058	466
assemblage-59-8	4864	466
assemblage-10-67	6728	1864
assemblage-49-30	9524	476
assemblage-56-28	3000	466
assemblage-7-19	4864	466
assemblage-51-49	3932	466
assemblage-22-7	7194	466
assemblage-35-43	3932	932
assemblage-2-58	9058	466
assemblage-17-51	7660	466
assemblage-42-20	6262	466
assemblage-42-21	8592	932
assemblage-66-55	6262	466
assemblage-39-47	8592	466
assemblage-43-33	6728	466
assemblage-65-72	6728	466
assemblage-55-48	5330	932
assemblage-55-59	5796	466
assemblage-7-2	4864	932
assemblage-23-74	7194	466
assemblage-30-41	4398	932
assemblage-73-34	8592	466
assemblage-50-22	3932	466
assemblage-8-15	6262	932
assemblage-31-49	9524	476
assemblage-22-14	9524	476
assemblage-64-55	8592	1408
assemblage-31-40	3000	466
assemblage-35-54	8592	466
assemblage-31-45	3000	466
assemblage-70-43	7194	1398
