Assemblage 	OriginTime	Duration
assemblage-644-613	3000	1500
assemblage-414-117	7500	1500
assemblage-172-473	3000	1500
assemblage-779-681	6000	1500
assemblage-792-155	4500	1500
assemblage-522-443	3000	1500
assemblage-284-140	3000	1500
assemblage-512-531	6000	1500
assemblage-269-147	3000	1500
assemblage-512-534	6000	1500
assemblage-842-245	9000	1500
assemblage-358-666	6000	1500
assemblage-392-346	4500	1500
assemblage-705-411	7500	1500
assemblage-407-859	4500	1500
assemblage-630-588	3000	1500
assemblage-357-740	6000	1500
assemblage-557-329	9000	1500
assemblage-881-838	10500	1500
assemblage-399-844	4500	1500
assemblage-372-680	6000	1500
assemblage-836-772	10500	1500
assemblage-560-348	9000	1500
assemblage-711-402	7500	1500
assemblage-721-412	7500	1500
assemblage-415-817	4500	1500
assemblage-579-646	9000	1500
assemblage-629-595	3000	1500
assemblage-354-748	6000	1500
assemblage-536-459	3000	1500
assemblage-549-355	9000	1500
assemblage-174-741	10500	1500
assemblage-844-229	9000	1500
assemblage-797-144	4500	1500
assemblage-573-676	7500	1500
assemblage-600-677	7500	1500
assemblage-617-593	3000	1500
assemblage-371-670	6000	1500
assemblage-246-160	3000	1500
assemblage-698-412	7500	1500
assemblage-766-675	6000	1500
assemblage-864-750	10500	1500
assemblage-867-834	10500	1500
assemblage-567-336	9000	1500
assemblage-850-233	9000	1500
assemblage-753-669	6000	1500
assemblage-377-676	6000	1500
assemblage-888-861	10500	1500
assemblage-276-141	3000	1500
assemblage-522-543	6000	1500
assemblage-838-264	9000	1500
assemblage-903-383	4500	1500
assemblage-180-460	3000	1500
assemblage-582-656	7500	3000
assemblage-592-669	9000	1500
assemblage-823-220	9000	1500
assemblage-359-740	6000	1500
assemblage-326-251	9000	1500
assemblage-187-734	10500	1500
assemblage-858-773	10500	1500
assemblage-293-255	9000	1500
assemblage-521-556	6000	1500
assemblage-410-356	4500	1500
assemblage-848-779	10500	1500
assemblage-771-657	6000	1500
assemblage-507-530	6000	1500
assemblage-576-679	7500	1500
assemblage-968-226	7500	1500
assemblage-346-732	6000	1500
assemblage-589-678	7500	1500
assemblage-553-456	3000	1500
assemblage-408-827	4500	1500
assemblage-183-759	10500	1500
assemblage-533-469	3000	1500
assemblage-386-339	4500	1500
assemblage-963-121	10500	1500
assemblage-156-455	3000	1500
assemblage-903-841	10500	1500
assemblage-879-835	10500	1500
assemblage-846-749	10500	1500
assemblage-315-251	9000	1500
assemblage-901-389	4500	1500
assemblage-322-242	9000	1500
assemblage-353-666	6000	1500
assemblage-185-751	10500	1500
assemblage-520-551	6000	1500
assemblage-594-641	9000	1500
assemblage-323-272	9000	1500
assemblage-723-402	7500	1500
assemblage-360-724	6000	1500
assemblage-588-680	9000	1500
assemblage-355-732	6000	1500
assemblage-921-388	4500	1500
assemblage-750-662	6000	1500
assemblage-905-383	4500	1500
assemblage-578-658	9000	1500
assemblage-876-854	10500	1500
assemblage-962-105	10500	1500
assemblage-175-476	3000	1500
assemblage-403-854	4500	1500
assemblage-875-759	10500	1500
assemblage-413-851	4500	1500
assemblage-257-154	3000	1500
assemblage-952-121	10500	1500
assemblage-425-147	7500	1500
assemblage-315-245	9000	1500
assemblage-902-398	4500	1500
assemblage-380-667	6000	1500
assemblage-422-364	4500	1500
assemblage-397-360	4500	1500
assemblage-953-229	7500	1500
assemblage-764-677	6000	1500
assemblage-581-660	7500	1500
assemblage-189-470	3000	1500
assemblage-360-732	6000	1500
assemblage-803-145	4500	1500
assemblage-621-578	3000	1500
assemblage-421-153	7500	1500
assemblage-805-170	4500	1500
assemblage-728-395	7500	1500
assemblage-555-334	9000	1500
assemblage-795-159	4500	1500
assemblage-421-156	7500	1500
assemblage-796-161	4500	1500
assemblage-969-257	7500	1500
assemblage-843-759	10500	1500
assemblage-940-121	10500	1500
assemblage-387-349	4500	1500
assemblage-951-120	10500	1500
assemblage-849-747	10500	1500
assemblage-959-116	10500	1500
assemblage-269-165	3000	1500
assemblage-507-543	6000	1500
assemblage-763-668	6000	1500
assemblage-953-254	7500	1500
assemblage-258-142	3000	1500
assemblage-875-858	10500	1500
assemblage-417-131	7500	1500
assemblage-958-238	7500	1500
assemblage-347-736	6000	1500
assemblage-710-386	7500	1500
assemblage-956-109	10500	1500
assemblage-773-185	4500	1500
assemblage-961-120	10500	1500
assemblage-649-607	3000	1500
assemblage-554-333	9000	1500
assemblage-919-393	4500	1500
assemblage-186-742	10500	1500
assemblage-756-692	6000	1500
assemblage-722-404	7500	1500
assemblage-363-659	6000	1500
assemblage-888-401	4500	1500
assemblage-400-348	4500	1500
assemblage-582-671	7500	1500
assemblage-967-235	7500	1500
assemblage-427-154	7500	1500
assemblage-961-223	7500	1500
assemblage-175-456	3000	1500
