Assemblage_Name	823213-7284367-34515	3946190-4-2	5610498-2-4	2-4-5314329	3552585-4-2	2-4-8959839	823213-4-6600752	2-4-7135794	5805629-2-1	2-2-1	8092959-4-2776790	2-4-2776790	1699386-4-2	2-4-4103850	4958643-4-3646624	7250888-2-4	823213-4-1236678	0-2-4	823213-4-3690380	2-4-5562174	823213-2644870-34515	2-4-491684	823213-7284367-6082563	2-4-2	823213-4-6488607	2-2-672240	4958643-607828-3269122	4958643-4-3269122	2-4-3424143	4-2-4	2303633-4-2	7913822-607828-3269122	823213-4-34515	4378603-4-34515	2-7527780-1	2799825-2-4	823213-4-2	5805629-6272981-1	1699386-4-3037648	823213-2885997-34515	4958643-4-2	9659669-4-4103850	3911063-7284367-34515	823213-7284367-7464847	823213-1203819-34515	2-2523473-6266002	4958643-5160136-2	2-4-8411193	2209031-4-6488607	2-1301171-2776790	823213-360755-7270754	2-1100523-2	823213-1891676-6082563	823213-360755-34515	2205767-7284367-34515
assemblage-709-796	0	0	0	106	0	3	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-360-495	0	92	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	82	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	12
assemblage-567-918	77	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	9	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	78	12
assemblage-788-130	13	106	0	0	0	0	59	12	0	0	0	33	0	7	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	44	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-570-928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	40	0	0	0	0	14	0	0	0	0	0	0	0	0	4	0	0	0	15	0	16	0	0	0	14	0	0	369	16
assemblage-158-804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	321	0	0	0	0	0	143	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-611-196	0	0	0	36	0	0	0	0	5	162	0	10	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	23	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	14
assemblage-700-370	11	0	0	0	0	0	31	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	7	0	0	0	0	0	0	0	0	0	0	8	0	0	21
assemblage-918-571	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-496-351	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	230	0	0	0	0	4	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	12
assemblage-905-591	0	0	0	0	0	0	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-1007-690	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	49	101	0	0	0	0	73	0	0	0	31	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	3	30
assemblage-1011-672	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	11	0	0	4	0	0	0	0	42	0	0	0	16	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	220	22
assemblage-617-770	35	0	0	0	0	0	15	0	0	0	0	0	90	0	0	0	83	0	0	0	0	0	0	0	67	0	10	0	0	0	0	0	148	0	0	0	0	0	23	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	9
assemblage-484-504	0	0	78	0	0	0	0	0	0	285	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-481-503	0	0	0	0	0	0	0	0	0	35	0	199	0	12	0	0	0	0	0	0	0	0	0	14	0	0	0	0	15	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	16
assemblage-494-346	0	0	0	0	7	0	0	0	0	5	0	25	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-602-207	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	16
assemblage-346-506	0	107	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	10	70	0	0	0	0	0	0	0	80	4	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	10
assemblage-982-160	0	0	0	0	0	0	0	0	0	136	7	26	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	9	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	8
assemblage-486-523	0	0	0	0	0	0	0	0	0	43	0	193	0	16	0	0	0	0	0	0	0	0	0	13	0	0	0	0	10	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	10
assemblage-695-371	9	0	0	0	0	0	43	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	13	0	3	0	0	0	0	0	0	0	0	8	0	0	23
assemblage-276-404	0	0	0	5	0	0	0	0	21	248	0	0	0	0	0	0	0	0	0	7	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	12
assemblage-255-408	0	0	0	110	0	10	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-262-403	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	11
assemblage-909-855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-566-940	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	179	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	6	35	0	0	37	0	0	0	0	0	0	0	0	0	109	20
assemblage-709-784	0	0	0	7	0	0	0	0	19	263	0	0	0	0	0	0	0	0	0	5	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	17
assemblage-715-796	0	0	0	0	0	0	0	0	0	130	6	36	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	4	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	7
assemblage-959-890	13	0	0	0	0	0	45	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	2	0	0	0	175	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	34
assemblage-975-843	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	230	0	0	0	0	10	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	7
assemblage-109-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	44	0	0	0	0	14	0	0	0	0	0	0	0	0	6	0	0	2	22	0	16	0	0	0	15	0	0	343	20
assemblage-843-271	67	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	15	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	101	10
assemblage-481-510	0	0	0	0	7	0	0	0	0	7	0	20	0	11	0	0	0	0	0	0	0	0	0	8	0	0	0	0	52	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-788-124	70	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	60	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-481-514	0	0	81	0	0	0	0	0	0	282	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-481-517	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	41	0	0	0	6	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	206	22
assemblage-995-168	0	0	0	129	0	6	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-105-114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	31	0	0	0	0	12	0	0	0	0	0	0	0	0	4	0	0	4	4	0	21	0	0	0	16	0	0	372	20
assemblage-267-419	0	0	0	12	0	0	0	0	20	283	0	0	0	0	0	0	0	0	0	7	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	11
assemblage-589-914	65	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	15	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	73	10
assemblage-1000-672	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	40	0	60	71	0	0	0	0	68	0	0	0	39	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	5	22
assemblage-793-122	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	7	0	0	0	0	0	0	0	0	57	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-895-603	0	0	0	0	0	0	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-713-782	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	14
