Assemblage_Name	3902999-0-2	9143347-2-4347721	3737642-4-2781075	5948515-0-2	3737642-4-1	4-2021102-2	1-0-2	1-4188253-2	1-4-6508392	4-2-8263211	4-2-5423162	5353055-2-4347721	3-8560480-1	4-4316298-4347721	9143347-2-5894505	4-2-59706	4-2-357062	1-9699303-2	5989048-2-4347721	1-9449483-2	4-2-4670568	7149137-3055450-4347721	1157640-4-1	3-8560480-1890661	3166419-0-2	4-2-2	2964998-2-4347721	3-4-2248994	1-4-1426159	1-120002-2	1-5704758-2	1-4949985-2	2248653-4-1	1754959-4-1	1-0-2245474	9747510-2-2	3033285-4-1	7397125-2-4347721	3749256-0-2	1-4-4	1-0-5098823	7149137-2-4347721	4-2-4347721	4-148792-4347721	3-4-1	4-2-3752910	4-2-9717750	3-2-0	4461067-2-4347721	3-9456718-1	1-0-1379865	3628726-2-4347721
assemblage-457-531	0	0	0	0	0	0	67	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	388	0	18	0	0	0	0	0	10	5
assemblage-1014-702	0	0	0	0	0	0	154	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	51	199	0	0	0	0	0	0	3
assemblage-120-123	0	0	0	0	0	0	37	0	0	0	0	8	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	20	0	0	0	0	0	0	12
assemblage-481-361	0	0	0	0	0	0	20	0	0	4	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	149	0	0	0	0	0	0	9
assemblage-364-510	0	0	0	0	0	0	348	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	4	0	37	0	28	0	0	0	0	0	0	8
assemblage-640-200	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	206	0	113	0	0	0	0	0	0	11
assemblage-984-844	0	0	0	0	0	0	156	0	0	0	0	0	49	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	21	0	0	10	187	0	11	0	0	0	0	0	0	26
assemblage-685-361	0	0	0	0	0	0	373	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	33	0	33	0	0	0	0	0	0	10
assemblage-953-967	0	0	0	0	0	0	43	0	0	0	0	0	42	0	0	0	0	0	0	0	0	7	23	13	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	302	0	0	0	0	0	0	4
assemblage-784-114	0	0	0	0	0	0	79	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	180	0	0	0	0	0	0	9
assemblage-592-142	0	101	0	0	0	0	40	0	0	0	0	0	0	0	3	0	10	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	7	0	0	15
assemblage-898-869	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	140	0	0	0	0	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-853-261	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	18	0	0	0	0	0	0	21
assemblage-973-890	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	12	68	0	0	0	0	0	0	17
assemblage-164-788	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	14
assemblage-984-897	0	0	0	0	0	0	92	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	205	0	0	0	0	0	0	6
assemblage-595-143	0	97	0	0	0	0	23	0	0	0	0	0	0	0	6	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	15
assemblage-948-937	0	0	0	0	0	0	164	0	0	0	0	0	63	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	32	0	0	7	169	0	17	0	0	0	0	0	0	16
assemblage-477-531	23	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	18	7	0	0	0	0	0	0	6
assemblage-169-727	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	16	0	0	0	0	0	16
assemblage-973-856	0	0	0	0	0	0	157	0	0	0	0	0	48	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	27	0	0	10	213	0	11	0	0	0	0	0	0	9
assemblage-861-255	0	0	0	0	0	0	62	0	0	0	0	12	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	108	0	0	0	0	0	0	14
assemblage-722-797	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	8
assemblage-612-790	45	0	0	0	0	0	380	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	24	3	0	0	0	0	0	0	6
assemblage-772-121	0	0	0	0	0	0	207	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	71	0	0	0	0	0	0	8
assemblage-357-491	0	0	0	0	0	0	177	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	193	0	78	0	0	0	0	0	0	28
assemblage-491-351	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	43	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	7	47	0	77	0	0	0	0	0	0	11
assemblage-895-883	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	142	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-916-864	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	132	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-989-154	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	11
assemblage-685-371	0	0	0	0	0	0	221	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	75	0	0	0	0	0	0	15
assemblage-940-955	0	0	0	0	0	0	20	0	0	0	0	0	43	0	0	0	0	0	0	0	0	9	19	11	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	301	0	0	0	0	0	0	5
assemblage-580-918	0	98	0	0	0	0	30	0	0	0	0	0	0	0	5	0	4	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	5	0	0	6
assemblage-153-803	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	15
assemblage-920-847	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	125	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-477-490	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	153	0	0	0	0	0	0	14
assemblage-176-723	0	0	0	0	0	0	148	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	37	209	0	0	0	0	0	0	6
assemblage-599-132	0	0	0	2	0	0	44	0	0	0	0	13	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	116	0	0	0	0	0	0	2
assemblage-114-130	0	0	0	0	0	0	404	0	0	0	0	15	0	0	0	0	0	17	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	9	0	0	0	0	0	0	7
assemblage-107-99	0	0	0	0	0	0	392	0	0	0	0	18	0	0	0	0	0	16	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	9	0	0	0	0	0	0	6
assemblage-473-513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	224	0	0	0	0	0	0	8
assemblage-996-146	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	8
assemblage-371-515	0	0	0	0	0	0	371	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	23	0	29	0	0	0	0	0	0	11
assemblage-496-330	0	0	0	0	0	0	112	0	0	0	0	0	19	0	0	0	0	0	0	0	0	13	6	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	4	150	0	137	0	0	0	0	0	0	20
assemblage-628-204	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	105	0	0	0	0	0	0	10
assemblage-959-844	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	42	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	3	42	0	86	0	0	0	0	0	0	12
assemblage-500-492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	251	0	0	0	0	0	0	7
assemblage-962-919	0	0	0	0	0	0	363	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	31	0	20	0	0	0	0	0	0	10
assemblage-628-778	0	0	0	0	0	0	57	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	401	0	16	0	0	0	0	0	6	4
assemblage-151-733	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	7	0	9	0	0	0	0	0	8
assemblage-145-801	0	0	0	0	0	9	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	7
assemblage-853-273	0	0	0	0	0	0	414	0	0	0	0	17	0	0	0	0	0	17	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	6
assemblage-189-727	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	16	0	0	0	0	0	12	19
assemblage-1022-687	0	0	0	0	0	0	152	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	38	202	0	0	0	0	0	0	6
assemblage-486-501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	254	0	0	0	0	0	0	16
assemblage-604-139	0	27	0	0	0	0	132	0	0	0	0	10	0	0	0	0	0	0	9	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	24	0	0	0	0	0	0	18
assemblage-893-862	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	138	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-619-223	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	6
assemblage-480-533	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	13	0	0	0	0	0	20
assemblage-85-91	0	0	0	0	0	0	47	0	0	0	0	8	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	126	0	0	0	0	0	0	4
assemblage-631-783	37	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	31	7	0	0	0	0	0	0	12
assemblage-609-772	45	0	0	0	0	0	385	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	28	5	0	0	0	0	0	0	5
assemblage-497-501	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	236	0	0	0	0	0	0	3
assemblage-970-841	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	47	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	10	57	0	77	0	0	0	0	0	0	7
assemblage-606-145	0	87	0	0	0	0	33	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	12	0	0	18
assemblage-710-359	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	17	33	0	0	0	0	0	0	2
assemblage-865-272	0	0	0	0	0	0	406	0	0	0	0	17	0	0	0	0	0	14	5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	8
assemblage-123-800	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	10
assemblage-998-674	48	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	29	8	0	0	0	0	0	0	7
assemblage-872-265	0	0	0	0	0	0	55	0	0	0	0	12	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	111	0	0	0	0	0	0	11
assemblage-607-161	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	16	0	4	0	0	0	0	13
assemblage-708-786	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	0	14	0	0	0	0	107	0	0	0	0	0	0	7
assemblage-963-913	0	0	0	0	0	0	84	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	12	60	0	0	0	0	0	0	12
assemblage-599-936	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	20	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	24	0	0	0	0	0	0	18
assemblage-255-414	0	0	0	0	0	0	346	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	8
assemblage-567-920	0	0	0	0	0	0	393	0	0	0	0	17	0	0	0	0	0	24	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	6
