Assemblage_Name	3-2-3858883	0-305872-951587	1800377-3410658-4	8622094-8475166-3	0-5251318-4	2-2-2	8622094-2815897-3	2707832-2-3	0-305872-4	2-2310712-2	1204093-2815897-3	7099722-2-3	8622094-4567388-3	0-4185769-817100	0-1-0	8622094-2815897-621169	8622094-2815897-2608281	3-2-7188031	0-4235160-4	8622094-2815897-9898155	8622094-2815897-99985	8622094-8021073-7019290	2240196-2-2	8622094-2815897-4943717	0-7640468-4	0-305872-817100	8622094-4567388-9172116	2681634-2-3	1837482-4-2	4426408-305872-4	0-2-4	8622094-8280394-3	8622094-2815897-1453058	8622094-3249881-1504011	0-3410658-4	8622094-134431-3	7112191-4567388-2711364	8622094-7987058-3	8622094-2-3	3888004-305872-951587	2-4-2	134173-4567388-3	8622094-2815897-7019290	8622094-1890860-1504011	8622094-2-1504011	4-2-3909955	3-4362014-3	4-2-2	8622094-4937094-3	8622094-2-3058758	7112191-4567388-3	8622094-2815897-9077004	8622094-2815897-6884201	2-1-0	4-2-3920493	2-2-6366256	6612830-2-3	2-8242435-1	3-2-3	5150775-2-3	0-2-1	3-2-9816247	3-2-7499204	8622094-3563134-3058758
assemblage-276-404	0	46	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	14
assemblage-255-408	0	0	0	0	26	0	0	9	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	262	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	143	11	0	0	0	4
assemblage-262-403	0	0	0	0	0	18	0	0	36	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	31
assemblage-909-855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	48	0	0	0	0	0	12	159	0	0	0	154	0	63	0	0	19
assemblage-566-940	0	0	0	0	0	0	270	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	4
assemblage-709-784	0	39	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	19
assemblage-715-796	0	0	0	0	0	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	39	0	0	0	10	11	0	0	240	0	0	0	0	2	79	0	0	0	0	5	0	0	0	0	0	0	0	0	60	0	0	0	0	14
assemblage-959-890	0	8	0	0	0	0	348	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	12
assemblage-975-843	0	143	0	0	0	0	10	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	12	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	35	15
assemblage-109-93	0	0	0	0	0	0	11	0	0	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	8
assemblage-843-271	0	0	0	0	0	0	11	0	0	0	0	0	44	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	340	0	0	0	0	0	0	0	0	0	0	12
assemblage-481-510	0	14	0	0	0	0	8	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	358	28
assemblage-788-124	0	0	0	0	0	0	293	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	58	15
assemblage-481-514	0	0	0	0	0	273	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	57	0	0	0	61	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	8
assemblage-481-517	0	0	0	128	0	0	263	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
assemblage-995-168	0	0	0	0	21	8	0	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	266	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	145	12	0	0	0	3
assemblage-105-114	0	0	0	0	0	0	6	0	0	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	10
assemblage-267-419	0	41	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	17
assemblage-589-914	0	0	0	0	0	0	9	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	320	0	0	0	0	0	0	0	0	0	0	21
assemblage-1000-672	0	0	0	0	0	0	241	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	27	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	16
assemblage-793-122	0	6	0	0	0	0	283	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20
assemblage-895-603	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-713-782	0	0	3	0	0	14	0	0	49	0	0	3	0	0	0	0	0	0	33	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	15
assemblage-173-741	0	0	0	0	0	0	250	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	37	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	15
assemblage-491-497	0	0	0	0	0	272	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	48	0	0	0	51	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	8
assemblage-269-411	0	0	12	0	0	7	0	0	41	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	29
assemblage-154-804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	0	0	0	0	12
assemblage-477-540	0	0	0	138	0	0	254	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	3
assemblage-608-784	0	0	0	0	0	0	253	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	30	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	13
assemblage-481-520	0	0	0	0	0	0	199	10	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	12	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	23	16
assemblage-507-342	5	0	0	0	0	0	9	0	206	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	11	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	5	35	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	4	72	8
assemblage-782-144	0	14	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	21	16
assemblage-983-854	0	0	0	0	0	0	193	14	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	20	17
assemblage-913-562	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-492-530	0	0	0	0	0	0	258	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	34	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	11
assemblage-979-166	0	0	0	0	0	7	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	35	0	0	0	6	3	0	0	251	0	0	0	0	0	75	0	0	0	0	4	0	0	0	0	0	0	0	0	70	0	0	0	0	17
assemblage-1015-682	0	0	0	129	0	0	279	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	4
assemblage-791-131	0	13	0	0	0	0	364	0	15	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	15
assemblage-968-161	0	0	0	0	0	8	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	52	0	0	0	14	5	0	0	231	0	0	0	0	6	68	0	0	0	0	4	0	0	0	0	0	0	0	0	59	0	0	0	0	20
assemblage-962-960	0	19	0	0	0	0	14	0	38	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	326	25
assemblage-475-348	0	0	0	0	0	0	13	0	204	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	10	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	7	68	14
assemblage-597-196	0	0	0	0	0	7	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	48	0	0	0	6	11	0	0	215	0	0	0	0	6	68	0	0	0	0	7	0	0	0	0	0	0	0	0	71	0	0	0	0	23
assemblage-789-134	0	46	0	0	0	0	265	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8
assemblage-175-734	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	14
assemblage-971-894	0	39	0	0	0	0	244	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	12
assemblage-159-732	0	0	0	33	0	0	205	0	0	0	0	0	54	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	11
assemblage-853-282	0	0	0	0	0	0	19	0	0	0	0	0	174	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	9
assemblage-152-802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	14
assemblage-178-748	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	7
assemblage-482-319	0	0	0	0	0	0	207	8	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	28	15
assemblage-261-408	0	0	0	0	0	7	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	46	0	0	0	3	15	0	0	224	0	0	0	0	6	72	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	21
assemblage-688-790	0	0	0	0	20	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	249	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	166	16	0	0	0	14
assemblage-934-958	0	12	0	0	0	0	7	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	364	15
assemblage-582-927	0	0	0	0	0	0	6	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	327	0	0	0	0	0	0	0	0	0	0	20
assemblage-95-114	0	0	0	0	0	0	11	0	0	0	0	0	147	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	5
assemblage-601-777	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	3
assemblage-961-912	0	3	0	0	0	0	289	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	14	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	43	19
assemblage-605-143	0	0	0	0	0	0	282	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	10
assemblage-909-570	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-897-580	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	13
assemblage-981-906	0	15	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	27	18
assemblage-912-570	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-710-795	0	51	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	16
assemblage-168-801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8	0	444	0	0	0	0	18
assemblage-480-509	7	0	0	0	0	0	19	0	192	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	5	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	9	67	18
assemblage-457-525	0	0	0	120	0	0	280	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7
assemblage-988-869	9	0	0	0	0	0	6	0	204	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	6	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	3	34	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	5	67	8
assemblage-996-670	0	0	0	17	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	17
assemblage-705-361	0	13	0	0	0	0	364	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	13
assemblage-580-132	0	0	0	0	0	0	4	0	0	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	11
assemblage-483-530	0	0	0	13	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	8
