Assemblage_Name	7778611-1-0	7405456-1420358-4262211	4-7466903-4	2-4-650193	8115366-1868695-3	3-4-5799431	1447462-9381167-9192535	3794369-4-3	2-4-3976248	4-9305141-1	3058294-5832730-4262211	1-5832730-4262211	1-1-4	9380424-5832730-8561090	8115366-4-4072146	3970996-1-8527616	1-3892809-4262211	7985907-1420358-9192535	3-4-7034675	8864793-5832730-4262211	1-6089511-4262211	1-5832730-3325835	1640513-3445125-0	2-0-0	2104519-5832730-4262211	4-1-7368696	1-5832730-4221	2-8439971-4	544913-1-4	1447462-1420358-9192535	8115366-4-3	1640513-1-7695689	9380424-5832730-4262211	1-5832730-1007248	1-5186936-4262211	4310016-5832730-4262211	1640513-74579-0	1-1420358-2	7250949-1420358-2	5992602-1420358-4262211	1-4-7228245	4-2254077-4	9408225-5832730-4262211	8115366-4-165376	1640513-1-0	5783339-1420358-4262211	5720006-5832730-4262211	1-1420358-4262211	7985907-4221748-9192535	4-2-1	1640513-1-9440155	1-629963-4262211	1-4-2	1-5832730-2890412	3-4-3	3-9114782-3	1-5832730-8326715	627758-5832730-4262211	1-5832730-6271558	4-5592403-4	7985907-1420358-2	4-1-4	4-8752670-4	4-0-4436461	5901755-0-2	1-4-5197003	1-1420358-5748806	1-5832730-4905036	1447462-1420358-2111951	1447462-9381167-4737048	4-0-2	8115366-4-1361419	4318440-1-0	2-4-4	8115366-4-5029514	6175617-1420358-2	9721942-4-4	4-1-8527616	1-6320036-4262211	2851203-5832730-4262211
assemblage-982-160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	19	0	17
assemblage-486-523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	208	7	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-695-371	0	5	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-276-404	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	22
assemblage-255-408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-262-403	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	6
assemblage-909-855	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	280	24	16	7	0	0	0	0	0	90	0	0	0	0	0	0	0	0	9
assemblage-566-940	0	0	0	0	0	0	0	6	0	0	0	415	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	7	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-709-784	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	15
assemblage-715-796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	16	0	15
assemblage-959-890	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	18
assemblage-975-843	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	224	0	5	0	0	0	0	0	0	0	122	0	0	0	7	0	0	50	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-109-93	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	38	0	72	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-843-271	0	0	0	0	0	0	0	0	0	0	0	164	0	0	131	0	0	0	0	0	0	6	0	0	0	0	26	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-481-510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	7	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-788-124	0	0	0	0	0	0	5	0	0	0	0	10	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	10	251	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	9
assemblage-481-514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	3	0	0	16
assemblage-481-517	0	0	0	0	7	0	0	0	0	0	0	196	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	20
assemblage-995-168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-105-114	0	0	0	0	0	0	0	0	0	0	0	340	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	62	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-267-419	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	19
assemblage-589-914	0	0	0	0	0	0	0	0	0	0	0	188	0	0	108	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-1000-672	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	16	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-793-122	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	17
assemblage-895-603	0	0	0	0	0	0	0	0	0	5	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	18	0	0	0	134	0	0	0	0	85	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	8	0	0	0	0	0	0	17
assemblage-713-782	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	10
assemblage-173-741	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	9	0	0	0	5	0	0	0	0	0	0	0	0	0	21	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-491-497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	0	5	0	0	16
assemblage-269-411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	19
assemblage-154-804	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-477-540	0	0	0	0	8	0	0	0	0	0	0	217	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	17
assemblage-608-784	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6	17	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-481-520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	210	14	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-507-342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	27	0	0	0	0	0	70	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	17
assemblage-782-144	0	0	0	0	0	0	0	0	0	0	20	293	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	8	0	0	0	0	0	0	0	39	0	71	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-983-854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	200	6	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-913-562	0	0	0	0	0	0	0	0	0	10	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	9	0	0	0	122	0	0	0	0	69	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	12	8	0	0	0	0	0	22
assemblage-492-530	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	21	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-979-166	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	18	0	10
assemblage-1015-682	0	0	0	0	12	0	0	0	0	0	0	227	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	9
assemblage-791-131	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-968-161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	16	0	17
assemblage-962-960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	258	0	0	0	4	0	0	0	0	0	0	0	8	5	189	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	10
assemblage-475-348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	25	0	0	0	0	0	66	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	35
assemblage-597-196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	18	0	19
assemblage-789-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	44	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	21
assemblage-175-734	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	127	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	11
assemblage-971-894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	85	9	0	0	0	0	0	0	91	0	0	0	0	0	0	0	44	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-159-732	0	0	0	0	0	0	13	0	0	0	0	270	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	43	103	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-853-282	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	6	0	0	0	0	0	0	24	0	0	0	8	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-152-802	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-178-748	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	110	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	12
assemblage-482-319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	217	8	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-261-408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	27	0	16
