Assemblage_Name	6290433-195482-3	0-5743483-3	0-5524256-6612528	3-7342081-6589441	0-8306395-3	3-2-5630330	2-2186270-3	3-6130860-4	0-5909510-3	1-2-3224084	5018466-4008915-5605897	2-2186270-2605362	3-2-1772264	3-6074349-4	0-4633653-3	2605777-200991-4124307	3-2-4	5035609-8306395-3	5018466-192050-1553007	5018466-192050-5605897	6293359-2-3	0-2-6612528	6985373-192050-5605897	2605777-200991-3	2-1040221-9155278	303886-1-6589441	0-200991-3	2-8233150-3	3301815-2-0	3301815-8416474-0	3-2-1097000	1-2-0	5018466-192050-3501361	4-4-4703712	3-4890700-2	1-195482-3	1-1354182-8559978	0-2776862-3	0-2-3	2-1040221-3	4-6246654-4703712	4669997-2-0	3-2-5502200	8265585-3-5605897	1-7022586-3	0-8306395-3320686	0-4531276-3	7918018-2-8231550	3855835-2-3	0-6336606-3	8268503-2-4	3-1-5488901	3-2-2801112	8453124-2-0	3-3-8550218	1-2-6043999	1-7826657-3	3-1-6589441	2-1040221-5103772	2-2186270-8899505	8453124-1072530-0	3-2-3326910	1-2-8231550	1-3144409-0	0-8306395-8525846	3-0-1	2875055-2186270-9642726	3-8214520-1772264	5018466-3-5605897	0-5877989-8525846	0-2-3299762
assemblage-786-243	0	14	0	0	5	0	0	0	0	0	0	0	74	0	0	13	16	0	0	0	0	57	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-538-369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	2	0	0	0	0	0	163	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	8	28
assemblage-799-233	0	0	0	0	15	0	0	0	0	0	0	0	25	0	0	0	217	0	0	0	0	20	0	0	0	0	0	0	109	14	25	6	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	14
assemblage-985-576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	6	137	0	0	13	0	11	0	0	0	0	0	0	44	10	0	0	0	0	0	89	10	0	0	0	0	0	0	0	0	0	0	10	5	14	0	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	31
assemblage-567-211	0	0	0	0	0	0	0	0	0	0	0	0	31	8	108	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	16
assemblage-576-209	0	0	0	0	8	0	0	0	0	0	0	0	36	0	0	0	202	0	0	0	0	27	0	0	0	0	0	0	121	13	22	7	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	10
assemblage-274-849	0	0	0	0	53	0	0	0	0	0	0	0	0	0	10	0	9	0	0	0	0	15	0	1	0	0	77	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-673-332	0	0	0	0	63	8	0	0	0	0	0	0	0	0	0	66	192	0	0	12	0	0	0	19	0	0	9	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-572-187	0	0	0	0	0	0	0	0	0	0	0	0	41	9	106	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	19
assemblage-259-846	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	178	0	0	12	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	27	0	0	0	0	6	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	18
assemblage-407-475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	8	162	0	0	15	0	9	0	0	0	0	0	0	43	9	0	0	0	0	0	64	8	0	0	0	0	0	0	0	0	0	0	14	7	19	0	0	0	0	8	11	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-524-775	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	103	0	0	6	0	0	0	0	0	0	0	0	41	0	0	226	0	0	0	6	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-668-723	0	0	0	0	17	0	0	0	0	0	0	0	139	0	0	0	68	0	0	0	0	0	0	0	0	0	34	0	0	0	0	26	0	0	0	16	31	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	14
assemblage-521-784	0	0	0	0	85	0	0	0	0	0	0	0	51	0	0	0	9	0	0	94	0	0	75	8	0	0	82	0	0	0	0	37	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-426-523	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	122	0	0	12	0	0	0	0	0	0	0	0	46	0	0	221	0	0	0	3	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-592-990	0	0	0	0	15	0	38	0	0	0	0	0	0	0	0	0	61	0	0	7	0	0	0	0	0	0	0	38	0	0	0	88	0	3	14	56	0	0	42	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	24	0	0	0	0	11	0	0	0	0	0	30	0	48
assemblage-145-156	0	0	0	0	14	0	0	0	0	0	0	0	33	0	0	0	216	0	0	0	0	21	0	0	0	0	0	0	97	14	28	5	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	17
assemblage-263-604	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	236	0	0	125	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	19
assemblage-104-528	0	0	0	0	81	0	0	0	0	0	0	0	39	0	0	0	17	0	0	86	0	0	81	0	0	0	91	0	0	0	0	33	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-522-778	0	0	0	0	196	0	0	0	0	0	0	24	0	0	0	0	63	0	0	14	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	20	0	0	90	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-777-242	0	0	19	0	121	0	0	0	0	0	0	0	21	0	0	0	69	5	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-864-354	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	235	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	60	0	0	63	0	0	0	0	0	0	0	0	0	0	92	0	11
assemblage-400-525	0	0	0	0	213	0	0	0	0	0	0	18	0	0	0	0	77	0	0	8	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	9	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-386-638	0	0	0	0	6	0	0	0	0	0	0	0	23	0	0	0	200	0	0	0	0	29	0	0	0	0	0	0	129	12	29	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	30
assemblage-795-773	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	15	0	17	0	0	0	0	24
assemblage-684-736	0	0	0	0	20	0	0	0	0	0	0	0	154	0	0	0	57	0	0	0	0	0	0	0	0	0	32	0	0	0	0	20	0	0	0	12	39	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	16
assemblage-543-345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	9	0	0	0	0	0	179	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	6	23	0	0	0	0	0	0	0	0	0	0	0	8	28
assemblage-783-760	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	57	19	0	7	0	0	0	0	14
assemblage-799-765	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	15	0	21	0	0	0	0	19
assemblage-383-529	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	34	0	0	0	0	0	0	0	0	16	0	0	0	208	0	0	46	0	0	0	0	0	0	0	0	0	0	0	25	0	20	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
assemblage-393-512	0	0	0	0	179	0	0	0	0	0	0	26	0	0	0	0	83	0	0	20	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	9	0	0	96	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-529-794	0	0	0	0	191	0	0	0	0	0	0	15	0	0	0	0	86	0	0	11	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	19	0	0	93	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-334-802	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	32	0	0	0	0	0	0	0	0	8	0	0	0	220	0	0	48	0	0	0	0	0	0	0	0	0	0	0	40	0	29	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-875-352	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	201	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	67	0	0	78	0	0	0	0	0	0	0	0	0	0	99	0	9
assemblage-159-186	0	0	0	0	0	0	0	0	0	0	0	0	34	10	100	0	1	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	25
assemblage-163-152	0	0	0	0	15	0	0	0	0	0	0	0	30	0	0	0	206	0	0	0	0	19	0	0	0	0	0	0	113	6	14	9	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	13
assemblage-390-496	0	0	0	0	6	0	40	0	0	0	0	36	0	0	0	0	14	0	0	0	12	0	0	0	0	0	0	112	0	0	0	86	0	0	5	77	0	0	82	11	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-831-587	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	9	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-574-211	0	0	0	0	11	0	0	0	0	0	0	0	33	0	0	0	205	0	0	0	0	22	0	0	0	0	0	0	121	13	29	4	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	13
assemblage-604-990	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	82	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	19
assemblage-610-1007	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	54	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	13
assemblage-300-847	0	0	0	0	80	0	0	0	0	0	0	0	0	0	10	0	19	0	0	0	0	18	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-105-531	0	0	0	0	78	0	0	0	0	0	0	0	47	0	0	0	13	0	0	86	0	0	68	0	0	0	99	0	0	0	0	35	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
assemblage-853-344	0	0	0	4	0	0	0	0	0	0	8	0	0	0	0	0	231	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	45	0	0	72	0	0	0	0	0	0	0	0	0	0	96	0	4
assemblage-801-782	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	11	0	0	0	0	0	0	73	14	0	17	0	0	0	0	20
assemblage-132-166	0	15	0	0	9	0	0	0	0	0	0	0	85	0	0	16	13	0	0	0	0	56	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-532-767	0	0	0	0	81	0	0	0	0	0	0	0	54	0	0	0	8	0	0	100	0	0	69	0	0	0	75	0	0	0	0	36	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
assemblage-547-354	0	0	0	0	16	0	31	0	0	0	0	29	0	0	0	0	5	0	0	0	15	0	0	0	0	0	0	104	0	0	0	81	0	0	14	80	0	0	90	8	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-550-360	0	0	0	0	19	0	36	0	0	0	0	28	0	0	0	0	8	0	0	0	17	0	0	0	0	0	0	102	0	0	0	85	0	0	12	84	0	0	97	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-976-554	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	85	0	0	18	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
assemblage-835-586	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	164	0	0	13	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	48	0	0	0	0	10	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	19
assemblage-550-367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	162	0	0	16	0	10	0	0	0	0	0	0	53	7	0	0	0	0	0	68	6	0	0	0	0	0	0	0	0	0	0	19	9	15	0	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	35
assemblage-253-591	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	225	0	0	140	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	10
assemblage-279-866	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	183	0	0	9	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	47	0	0	0	0	7	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	12
assemblage-986-555	0	0	0	0	305	0	3	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	101	0	0	27	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-656-318	0	0	0	0	61	10	0	0	0	0	0	0	0	0	0	65	213	0	0	12	0	0	0	11	0	0	17	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-561-206	0	0	0	0	0	0	0	0	0	0	0	0	35	4	112	0	5	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	20
assemblage-834-582	0	0	0	0	55	6	0	0	0	0	0	0	0	0	0	59	203	0	0	15	0	0	0	18	0	0	19	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-961-569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	8	0	0	0	0	0	169	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	3	34
assemblage-334-814	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	42	0	0	0	0	0	0	0	0	17	0	0	0	205	0	0	50	0	0	0	0	0	0	0	0	0	0	0	45	0	22	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-337-810	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	122	0	0	8	0	0	0	0	0	0	0	0	54	0	0	212	0	0	0	12	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-564-211	0	11	0	0	0	0	0	0	0	0	0	0	84	0	0	12	14	0	0	0	0	77	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-581-202	0	0	29	0	129	0	0	0	0	0	0	0	23	0	0	0	83	11	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-402-637	0	0	25	0	149	0	0	0	0	0	0	0	25	0	0	0	52	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
assemblage-689-732	0	0	0	0	17	0	0	0	0	0	0	0	129	0	0	0	67	0	0	0	0	0	0	0	0	0	47	0	0	0	0	32	0	0	0	20	36	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	12
assemblage-105-525	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	120	0	0	6	0	0	0	0	0	0	0	0	43	0	0	239	0	0	0	9	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-381-643	0	0	17	0	135	0	0	0	0	0	0	0	22	0	0	0	64	8	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
assemblage-385-649	0	26	0	0	8	0	0	0	0	0	0	0	84	0	0	18	23	0	0	0	0	73	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-291-838	0	0	0	0	51	5	0	0	0	0	0	0	0	0	0	57	207	0	0	8	0	0	0	10	0	0	15	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-332-815	0	0	0	0	208	0	0	0	0	0	0	18	0	0	0	0	82	0	0	11	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	18	0	0	82	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-829-585	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	168	0	0	9	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	37	0	0	0	0	10	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	13
assemblage-797-249	0	0	0	0	34	0	0	0	0	0	0	0	48	0	22	0	73	0	0	0	0	67	0	0	0	0	9	0	32	0	7	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	57
assemblage-239-581	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	236	0	0	147	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	7
assemblage-400-509	0	0	0	0	86	0	0	0	0	0	0	0	40	0	0	0	11	0	0	84	0	0	79	0	0	0	86	0	0	0	0	25	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
assemblage-417-513	0	0	0	0	309	0	7	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	79	0	0	25	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-252-585	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	222	0	0	169	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	9
assemblage-612-991	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	72	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	12	0	0	0	16
assemblage-410-648	0	0	26	0	128	0	0	0	0	0	0	0	33	0	0	0	63	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-98-543	0	0	0	0	82	0	0	0	0	0	0	0	35	0	0	0	10	0	0	89	0	0	70	0	0	0	100	0	0	0	0	45	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-464-462	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	5	0	0	0	0	0	153	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	4	25
assemblage-564-368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	151	0	0	12	0	9	0	0	0	0	0	0	46	9	0	0	0	0	0	67	14	0	0	0	0	0	0	0	0	0	0	23	5	8	0	0	0	0	7	10	0	0	0	0	0	0	0	0	0	0	0	37
assemblage-107-531	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	107	0	0	9	0	0	0	0	0	0	0	0	48	0	0	230	0	0	0	12	0	0	42	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-454-465	0	0	0	0	16	0	37	0	0	0	0	25	0	0	0	0	10	0	0	0	18	0	0	0	0	0	0	115	0	0	0	74	0	0	11	89	0	0	84	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-389-507	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	86	0	0	23	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-295-841	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2	0	17	0	0	0	0	13	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-653-316	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	167	0	0	16	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	35	0	0	0	0	13	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	21
assemblage-805-762	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	63	15	0	17	0	0	0	0	18
