Assemblage_Name	6290433-195482-3	0-5743483-3	0-5524256-6612528	3-7342081-6589441	0-8306395-3	3-2-5630330	2-2186270-3	3-6130860-4	0-5909510-3	1-2-3224084	5018466-4008915-5605897	2-2186270-2605362	3-2-1772264	3-6074349-4	0-4633653-3	2605777-200991-4124307	3-2-4	5035609-8306395-3	5018466-192050-1553007	5018466-192050-5605897	6293359-2-3	0-2-6612528	6985373-192050-5605897	2605777-200991-3	2-1040221-9155278	303886-1-6589441	0-200991-3	2-8233150-3	3301815-2-0	3301815-8416474-0	3-2-1097000	1-2-0	5018466-192050-3501361	4-4-4703712	3-4890700-2	1-195482-3	1-1354182-8559978	0-2776862-3	0-2-3	2-1040221-3	4-6246654-4703712	4669997-2-0	3-2-5502200	8265585-3-5605897	1-7022586-3	0-8306395-3320686	0-4531276-3	7918018-2-8231550	3855835-2-3	0-6336606-3	8268503-2-4	3-1-5488901	3-2-2801112	8453124-2-0	3-3-8550218	1-2-6043999	1-7826657-3	3-1-6589441	2-1040221-5103772	2-2186270-8899505	8453124-1072530-0	3-2-3326910	1-2-8231550	1-3144409-0	0-8306395-8525846	3-0-1	2875055-2186270-9642726	3-8214520-1772264	5018466-3-5605897	0-5877989-8525846	0-2-3299762
assemblage-528-782	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	105	0	0	14	0	0	0	0	0	0	0	0	49	0	0	226	0	0	0	9	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-385-510	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	33	0	0	0	0	0	0	0	0	13	0	0	0	231	0	0	55	0	0	0	0	0	0	0	0	0	0	5	33	0	20	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-383-474	0	0	0	0	296	0	8	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	90	0	0	32	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-317-799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	21	0	0	0	0	0	0	0	0	13	0	0	0	232	0	0	50	0	0	0	0	0	0	0	0	0	0	0	26	0	33	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
assemblage-276-841	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	168	0	0	10	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	27	0	0	0	0	11	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	17
assemblage-846-601	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	170	0	0	12	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	27	0	0	0	0	5	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	20
assemblage-329-825	0	0	0	0	84	0	0	0	0	0	0	0	52	0	0	0	8	0	0	92	0	0	72	4	0	0	95	0	0	0	0	32	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-158-140	0	16	0	0	1	0	0	0	0	0	0	0	81	0	0	12	25	0	0	0	0	71	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-575-225	0	0	0	0	0	0	0	0	0	0	0	0	33	4	113	0	5	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	11
assemblage-536-366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	2	0	0	0	0	0	159	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	6	41	0	0	0	0	0	0	0	0	0	0	0	5	24
assemblage-459-455	0	0	0	0	297	0	3	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	87	0	0	23	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-791-235	0	0	0	0	15	0	0	0	0	0	0	0	20	0	0	0	226	0	0	0	0	22	0	0	0	0	0	0	106	13	18	12	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	19
assemblage-93-530	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	126	0	0	7	0	0	4	0	0	0	0	0	43	0	0	219	0	0	0	8	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-397-507	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	99	0	0	7	0	0	6	0	0	0	0	0	43	0	0	256	0	0	0	7	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-657-738	0	0	0	0	64	7	0	0	0	0	0	0	0	0	0	70	200	0	0	20	0	0	0	9	0	0	14	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-613-1002	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	66	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	5	0	0	0	19
assemblage-394-630	0	0	0	0	0	0	0	0	0	0	0	0	32	11	104	0	3	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	21
assemblage-984-550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	156	0	0	8	0	10	0	0	0	0	0	0	43	11	0	0	0	0	0	86	5	0	0	0	0	0	0	0	0	0	0	13	8	9	0	0	0	0	4	13	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-395-504	0	0	0	0	202	0	0	0	0	0	0	17	0	0	0	0	89	0	0	11	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	15	0	0	96	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-395-505	0	0	0	0	286	0	4	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	85	0	0	26	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-664-336	0	0	0	0	74	18	0	0	0	0	0	0	0	0	0	52	185	0	0	10	0	0	0	10	0	0	10	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-406-498	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	135	0	0	4	0	0	0	0	0	0	0	0	50	0	0	216	0	0	0	9	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-806-771	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	10	0	20	0	0	0	0	27
assemblage-869-357	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	202	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	73	0	0	70	0	0	0	0	0	0	0	0	0	0	102	0	3
assemblage-225-602	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	208	0	0	163	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	8
assemblage-825-581	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	177	0	0	3	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	35	0	0	0	0	12	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	10
assemblage-589-997	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	71	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	10	0	0	0	25
assemblage-514-785	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	33	0	0	0	0	0	0	0	0	12	0	0	0	218	0	0	51	0	0	0	0	0	0	0	0	0	0	0	36	0	19	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-586-983	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	84	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	6	0	0	0	19
assemblage-163-179	0	0	0	0	0	0	0	0	0	0	0	0	27	7	101	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	20
assemblage-650-347	0	0	0	0	60	0	0	0	0	0	0	0	38	0	0	14	104	0	0	2	0	0	0	0	0	0	33	0	47	0	0	24	0	0	0	5	8	0	61	0	0	0	0	0	0	0	13	0	6	0	0	0	0	46	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	25
assemblage-643-327	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	13	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-871-376	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	210	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	63	0	0	64	0	0	0	0	0	0	0	0	0	0	96	0	11
assemblage-791-232	0	0	22	0	146	0	0	0	0	0	0	0	26	0	0	0	69	4	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-357-802	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	28	0	0	0	0	0	0	0	0	9	0	0	0	239	0	0	54	0	0	0	0	0	0	0	0	0	0	0	36	0	18	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-340-821	0	0	0	0	81	0	0	0	0	0	0	0	63	0	0	0	11	0	0	85	0	0	77	0	0	0	69	0	0	0	0	34	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-276-858	0	0	0	0	70	0	0	0	0	0	0	0	0	0	8	0	14	0	0	0	0	7	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-786-244	0	19	0	0	4	0	0	0	0	0	0	0	80	0	0	9	22	0	0	0	0	70	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-861-357	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	196	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	62	0	0	86	0	0	0	0	0	0	0	0	0	0	92	0	13
assemblage-979-561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	149	0	0	16	0	7	0	0	0	0	0	0	49	10	0	0	0	0	0	79	5	0	0	0	0	0	0	0	0	0	0	10	10	11	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	41
assemblage-659-325	0	0	0	0	20	0	0	0	0	0	0	0	149	0	0	0	73	0	0	0	0	0	0	0	0	0	21	0	0	0	0	33	0	0	0	14	26	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	18
assemblage-155-143	0	0	21	0	152	0	0	0	0	0	0	0	23	0	0	0	55	7	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-690-726	0	0	0	0	13	0	0	0	0	0	0	0	143	0	0	0	66	0	0	0	0	0	0	0	0	0	22	0	0	0	0	18	0	0	0	23	33	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	24
assemblage-806-765	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	20	0	13	0	0	0	0	22
assemblage-601-997	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	62	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	7	0	0	0	25
assemblage-452-448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	171	0	0	19	0	7	0	0	0	0	0	0	44	13	0	0	0	0	0	84	11	0	0	0	0	0	0	0	0	0	0	9	6	9	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	33
assemblage-554-369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	158	0	0	11	0	15	0	0	0	0	0	0	40	5	0	0	0	0	0	62	18	0	0	0	0	0	0	0	0	0	0	14	5	10	0	0	0	0	4	11	0	0	0	0	0	0	0	0	0	0	0	36
assemblage-693-730	0	0	0	0	17	0	0	0	0	0	0	0	132	0	0	0	70	0	0	0	0	0	0	0	0	0	22	0	0	0	0	33	0	0	0	22	42	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	25
