Assemblage 	OriginTime	Duration
assemblage-33-7	5800	1400
assemblage-34-9	7200	1400
assemblage-34-4	3000	1400
assemblage-22-9	7200	2800
assemblage-34-6	4400	1400
assemblage-39-1	4400	1400
assemblage-34-1	4400	4200
assemblage-34-2	7200	1400
assemblage-34-3	3000	1400
assemblage-16-10	3000	1400
assemblage-4-17	7200	1400
assemblage-40-28	5800	2800
assemblage-41-9	3000	1400
assemblage-4-12	3000	1400
assemblage-16-18	3000	1400
assemblage-40-27	8600	1400
assemblage-31-25	5800	1400
assemblage-49-11	7200	1400
assemblage-39-20	4400	1400
assemblage-39-21	4400	2800
assemblage-12-14	7200	1400
assemblage-8-19	7200	1400
assemblage-35-26	8600	1400
assemblage-35-20	7200	2800
assemblage-5-26	7200	1400
assemblage-28-29	4400	1400
assemblage-24-17	4400	1400
assemblage-24-15	5800	1400
assemblage-14-29	4400	1400
assemblage-1-24	8600	1400
assemblage-27-8	7200	1400
assemblage-18-24	5800	1400
assemblage-27-6	7200	1400
assemblage-6-8	7200	1400
assemblage-14-25	3000	1400
assemblage-44-25	5800	1400
assemblage-1-28	8600	1400
assemblage-20-25	3000	1400
assemblage-29-6	3000	1400
assemblage-41-26	4400	1400
assemblage-4-27	5800	1400
assemblage-8-27	3000	1400
assemblage-41-28	7200	1400
assemblage-36-18	5800	1400
assemblage-18-25	7200	1400
assemblage-34-22	3000	1400
assemblage-34-25	5800	1400
assemblage-18-22	7200	1400
assemblage-30-1	8600	1400
assemblage-30-2	5800	1400
assemblage-30-5	3000	1400
assemblage-45-8	5800	1400
assemblage-13-14	4400	1400
assemblage-47-12	7200	1400
assemblage-47-16	8600	1400
assemblage-32-7	5800	1400
assemblage-24-27	5800	1400
assemblage-44-14	8600	1400
assemblage-9-5	4400	1400
assemblage-9-4	7200	1400
assemblage-12-6	7200	1400
assemblage-12-1	5800	1400
assemblage-30-14	4400	1400
assemblage-1-6	4400	1400
assemblage-1-5	5800	1400
assemblage-1-2	7200	1400
assemblage-1-1	3000	1400
assemblage-34-16	3000	1400
assemblage-23-9	5800	1400
assemblage-40-2	7200	1400
assemblage-47-11	5800	1400
assemblage-17-19	3000	1400
assemblage-23-4	4400	1400
assemblage-2-11	3000	2800
assemblage-38-27	3000	1400
assemblage-38-24	4400	1400
assemblage-25-6	8600	1400
assemblage-45-28	8600	1400
assemblage-45-26	3000	1400
assemblage-6-2	3000	1400
assemblage-6-4	3000	1400
assemblage-45-22	8600	1400
assemblage-38-29	5800	1400
assemblage-15-15	3000	1400
assemblage-45-19	8600	1400
assemblage-45-16	7200	1400
assemblage-45-14	8600	1400
assemblage-32-22	3000	2800
assemblage-32-25	4400	1400
assemblage-32-27	8600	1400
assemblage-15-18	4400	1400
assemblage-18-8	4400	1400
assemblage-24-12	7200	1400
assemblage-18-1	3000	1400
assemblage-16-25	5800	1400
assemblage-39-18	3000	2800
assemblage-16-1	4400	1400
assemblage-39-12	8600	1400
assemblage-26-20	7200	1400
assemblage-35-15	7200	1400
assemblage-35-17	8600	1400
assemblage-8-2	7200	1400
assemblage-8-3	5800	1400
assemblage-38-11	8600	1400
assemblage-15-28	5800	1400
assemblage-37-4	3000	1400
assemblage-23-29	8600	1400
assemblage-35-2	4400	1400
assemblage-9-19	5800	1400
assemblage-35-7	3000	1400
assemblage-38-3	3000	1400
assemblage-36-28	3000	1400
assemblage-25-12	5800	1400
assemblage-36-26	3000	1400
assemblage-31-11	5800	1400
assemblage-40-17	7200	1400
assemblage-27-27	5800	1400
assemblage-27-26	8600	1400
assemblage-30-9	8600	1400
assemblage-29-10	8600	1400
assemblage-29-12	8600	1400
assemblage-29-17	3000	1400
assemblage-11-29	3000	1400
assemblage-11-22	4400	1400
assemblage-33-20	8600	1400
assemblage-47-26	4400	1400
assemblage-33-17	4400	1400
assemblage-43-1	7200	2800
assemblage-24-1	7200	1400
assemblage-43-8	3000	1400
assemblage-43-9	7200	1400
assemblage-24-9	7200	1400
assemblage-28-6	8600	1400
assemblage-23-13	8600	1400
assemblage-23-16	4400	1400
assemblage-18-19	5800	2800
assemblage-23-15	7200	1400
assemblage-18-10	3000	1400
assemblage-18-13	4400	1400
assemblage-31-5	4400	1400
assemblage-27-17	3000	1400
assemblage-31-7	3000	1400
assemblage-24-10	4400	1400
assemblage-31-1	8600	1400
assemblage-48-22	8600	1400
assemblage-27-11	5800	1400
assemblage-32-6	5800	1400
assemblage-42-12	4400	1400
assemblage-44-1	8600	1400
assemblage-47-8	5800	1400
assemblage-37-13	8600	1400
assemblage-44-8	4400	1400
assemblage-37-14	8600	1400
assemblage-44-28	8600	1400
assemblage-28-9	5800	1400
assemblage-33-29	8600	1400
assemblage-41-10	5800	1400
assemblage-33-22	4400	2800
assemblage-1-15	7200	2800
assemblage-13-2	5800	2800
assemblage-28-7	8600	1400
assemblage-21-24	3000	1400
assemblage-3-9	7200	1400
assemblage-17-21	4400	1400
assemblage-17-22	8600	1400
assemblage-7-18	4400	1400
assemblage-9-13	5800	1400
assemblage-9-11	8600	1400
assemblage-21-9	7200	1400
assemblage-7-11	3000	1400
assemblage-42-22	4400	2800
assemblage-42-23	8600	1400
assemblage-7-17	4400	1400
assemblage-7-16	8600	1400
assemblage-46-17	5800	1400
assemblage-26-14	4400	1400
assemblage-26-17	4400	1400
assemblage-26-10	8600	1400
assemblage-46-11	4400	1400
assemblage-37-26	8600	1400
assemblage-7-4	5800	1400
assemblage-37-24	3000	1400
assemblage-7-6	5800	1400
assemblage-19-13	3000	1400
assemblage-19-11	3000	1400
assemblage-19-17	3000	2800
assemblage-19-15	4400	1400
assemblage-19-14	3000	4200
assemblage-3-28	8600	1400
assemblage-19-19	3000	1400
assemblage-10-15	3000	1400
assemblage-49-23	8600	1400
assemblage-30-20	7200	1400
assemblage-49-26	7200	1400
assemblage-49-24	4400	1400
assemblage-48-26	7200	1400
assemblage-12-20	5800	1400
assemblage-17-3	5800	1400
assemblage-22-16	4400	1400
assemblage-45-10	7200	1400
assemblage-28-15	3000	1400
assemblage-29-21	7200	1400
assemblage-2-16	5800	1400
assemblage-46-23	7200	1400
