Assemblage 	OriginTime	Duration
assemblage-942-374	8332	1833
assemblage-997-241	4666	1833
assemblage-276-320	1000	1833
assemblage-811-951	2833	1833
assemblage-993-252	4666	1833
assemblage-481-987	10165	1835
assemblage-932-356	8332	1833
assemblage-963-519	2833	1833
assemblage-955-378	8332	1833
assemblage-291-322	1000	1833
assemblage-149-602	1000	1833
assemblage-820-439	10165	1835
assemblage-954-236	2833	1833
assemblage-120-543	4666	1833
assemblage-483-975	10165	1835
assemblage-255-708	8332	1833
assemblage-810-490	6499	1833
assemblage-161-608	1000	1833
assemblage-390-610	4666	1833
assemblage-977-246	2833	1833
assemblage-930-382	8332	1833
assemblage-259-119	8332	1833
assemblage-788-500	6499	1833
assemblage-819-494	6499	1833
assemblage-344-349	1000	1833
assemblage-274-313	1000	1833
assemblage-936-364	8332	1833
assemblage-958-518	2833	1833
assemblage-116-548	4666	1833
assemblage-558-948	6499	1833
assemblage-618-913	6499	1833
assemblage-817-919	2833	1833
assemblage-482-330	1000	1833
assemblage-392-543	8332	1833
assemblage-493-340	1000	1833
assemblage-174-612	1000	1833
assemblage-410-599	4666	1833
assemblage-165-607	1000	1833
assemblage-803-494	6499	1833
assemblage-276-712	8332	1833
assemblage-414-616	4666	1833
assemblage-485-619	4666	1833
assemblage-129-551	4666	1833
assemblage-380-369	1000	1833
assemblage-464-617	4666	1833
assemblage-134-562	4666	1833
assemblage-395-529	8332	1833
assemblage-968-779	6499	1833
assemblage-955-782	6499	1833
assemblage-961-527	2833	1833
assemblage-475-627	4666	1833
assemblage-483-609	4666	1833
assemblage-815-443	10165	1835
assemblage-486-345	1000	1833
assemblage-247-709	8332	1833
assemblage-761-518	10165	1835
assemblage-477-979	10165	1835
assemblage-387-534	8332	1833
assemblage-256-119	8332	1833
assemblage-951-754	6499	1833
assemblage-556-955	6499	1833
assemblage-659-725	2833	1833
assemblage-548-132	10165	1835
assemblage-392-556	8332	1833
assemblage-507-349	1000	1833
assemblage-808-446	10165	1835
assemblage-238-115	8332	1833
assemblage-783-529	10165	1835
assemblage-983-522	2833	1833
assemblage-489-1011	10165	1835
assemblage-608-910	6499	1833
assemblage-475-340	1000	1833
assemblage-830-445	10165	1835
assemblage-389-545	8332	1833
assemblage-467-638	4666	1833
assemblage-997-235	4666	1833
assemblage-358-380	1000	1833
assemblage-386-603	4666	1833
assemblage-945-379	8332	1833
assemblage-798-508	6499	1833
assemblage-549-119	10165	1835
assemblage-970-747	6499	1833
assemblage-771-529	10165	1835
assemblage-556-136	10165	1835
assemblage-258-121	8332	1833
assemblage-565-115	10165	1835
assemblage-112-555	4666	1833
assemblage-651-724	2833	1833
assemblage-407-605	4666	1833
assemblage-277-319	1000	1833
assemblage-344-370	1000	1833
assemblage-486-973	10165	1835
assemblage-142-547	4666	1833
assemblage-817-468	10165	1835
assemblage-996-244	4666	1833
assemblage-146-619	1000	1833
assemblage-945-368	8332	1833
assemblage-175-616	1000	1833
assemblage-257-711	8332	1833
assemblage-961-507	2833	1833
assemblage-658-712	2833	1833
assemblage-254-688	8332	1833
assemblage-800-923	2833	1833
assemblage-802-532	10165	1835
assemblage-641-709	2833	1833
assemblage-471-990	10165	1835
assemblage-956-767	6499	1833
assemblage-655-716	2833	1833
assemblage-789-512	10165	1835
assemblage-812-450	10165	1835
assemblage-635-923	6499	1833
assemblage-251-111	8332	1833
assemblage-159-611	1000	1833
assemblage-996-259	4666	1833
assemblage-237-116	8332	1833
assemblage-258-718	8332	1833
assemblage-951-775	6499	1833
assemblage-806-936	2833	1833
assemblage-569-944	6499	1833
assemblage-986-252	2833	1833
assemblage-959-756	6499	1833
assemblage-297-329	1000	1833
assemblage-546-119	10165	1835
assemblage-649-705	2833	1833
assemblage-372-526	8332	1833
assemblage-390-542	8332	1833
assemblage-633-898	6499	1833
assemblage-803-940	2833	1833
assemblage-970-221	2833	1833
assemblage-556-116	10165	1835
assemblage-283-334	1000	1833
assemblage-112-537	4666	1833
assemblage-808-927	2833	1833
assemblage-490-341	1000	1833
assemblage-569-948	6499	1833
assemblage-821-932	2833	1833
assemblage-375-369	1000	1833
assemblage-989-241	4666	1833
assemblage-940-347	8332	1833
assemblage-583-967	6499	1833
assemblage-499-346	1000	1833
assemblage-975-253	2833	1833
assemblage-581-964	6499	1833
assemblage-586-943	6499	1833
assemblage-650-705	2833	1833
assemblage-558-936	6499	1833
assemblage-473-623	4666	1833
assemblage-780-543	10165	1835
assemblage-429-597	4666	1833
assemblage-961-770	6499	1833
assemblage-629-901	6499	1833
assemblage-827-933	2833	1833
assemblage-274-326	1000	1833
assemblage-385-545	8332	1833
assemblage-960-516	2833	1833
assemblage-964-253	2833	1833
assemblage-992-240	2833	1833
assemblage-352-376	1000	1833
assemblage-630-923	6499	1833
assemblage-358-359	1000	1833
assemblage-256-721	8332	1833
assemblage-482-982	10165	1835
assemblage-834-450	10165	1835
assemblage-253-698	8332	1833
assemblage-168-612	1000	1833
assemblage-418-597	4666	1833
assemblage-841-457	10165	1835
assemblage-399-606	4666	1833
assemblage-499-620	4666	1833
assemblage-279-316	1000	1833
assemblage-1003-269	4666	1833
assemblage-489-622	4666	1833
assemblage-559-144	10165	1835
assemblage-791-518	10165	1835
assemblage-962-537	2833	1833
assemblage-337-379	1000	1833
assemblage-973-516	2833	1833
assemblage-974-237	2833	1833
assemblage-576-130	10165	1835
assemblage-470-982	10165	1835
assemblage-127-571	4666	1833
assemblage-632-914	6499	1833
assemblage-792-529	10165	1835
assemblage-652-723	2833	1833
assemblage-234-119	8332	1833
assemblage-992-255	4666	1833
assemblage-234-110	8332	1833
assemblage-795-485	6499	1833
assemblage-787-493	6499	1833
assemblage-494-334	1000	1833
assemblage-794-484	6499	1833
assemblage-616-921	6499	1833
