Assemblage_Name	1-1-2	2433059-4-2418632	3-6188192-4416115	3-4-8383301	1703949-5847793-4416115	7449410-3-0	1-2-3	3-4-8848539	1-4141086-0	6201718-4-9229529	0-4-1	3-5847793-3753848	1-7281904-0	2863215-3-0	0-1721594-1	7781847-4-4416115	3-4-2358144	3-4-2402337	1077400-6016685-2	8020122-3-0	1077400-1-2025709	6201718-4-3241864	3-3577231-3	1-1-4715217	7783255-3-0	6201718-4-5895882	5143408-3-0	805359-5847793-4416115	3-4-4416115	1077400-1-2	3-4-878621	472478-1-2	1-3-0	3-4-9591090	1-9054126-0	6455106-5847793-4416115	3-2-5526215	1-7302391-0	1-9921466-0	3-1530622-4416115	3-7593944-4416115	1227118-2-3	0-3-1	8289029-4-4416115	3-4-3466380	1025514-2-8483902	3-5847793-4416115	6201718-4-6536003	3-4-4	6201718-4-6887274	3-2986217-4416115	6201718-4-2418632	3-4-9229529	3-2-3	3-2-8483902	3945929-4-4416115	3239802-2986217-4416115	1-3080710-0	1-3-1028357	3-6238744-4416115
assemblage-663-968	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	118	0	0	0	0	0	0	12
assemblage-832-789	0	6	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	4	0	0	5
assemblage-549-432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-637-948	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	16
assemblage-653-972	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	5	0	6
assemblage-750-626	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	6
assemblage-834-809	0	8	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	12	0	0	12
assemblage-639-332	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-749-590	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	11
assemblage-788-907	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	56	0	99	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
