Assemblage_Name	3-4009459-1	4649217-0-4	2525058-1965024-1	3-5886379-1	3-3779629-1	1-0-8812237	1-3702868-4	3-4-4695779	0-0-9478013	7884736-5886379-7967991	1-9689118-1183762	4790137-0-4	3-1965024-5523404	4555093-0-4	263496-0-4	4061623-1965024-1	7034900-1965024-9539362	2-3-1248798	1-0-1183762	2-1-2	263496-8201525-4	2264586-1965024-2045879	6117650-4686179-4	7895273-0-0	3-3-3	1-5014482-4	3-5806819-1859733	8163774-0-4	3-141225-1	3-4-1859733	0-8269521-2732221	5382826-5886379-1	1-1025247-4	0-0-322837	1-0-7204396	0-0-0	0-0-2732221	1-4686179-4	1593049-1965024-1	9543981-4686179-4	8245200-3-3	0-7623533-3975943	0-0-6047692	4-3-0	1-8349349-4	4887857-1965024-1	2-3-3	1-0-6963230	402585-7992288-4	0-0-3975943	9954578-0-7881402	0-8058647-0	1656736-1965024-1	535194-8727935-3	3-1965024-1	3984865-1965024-1	3-9243455-1	7307488-3-3	3784413-4686179-4	3-4-1	263496-0-9439949	1-0-4	3-2606372-1	3-5507956-1	7884736-5886379-1	0-0-8807048	0-3593673-3975943	3-1965024-6758537	535194-3-3	1-0-7959299	0-5574149-0	9954578-0-4	3-2010466-1859733	5591839-1965024-1	2264586-1965024-1	3-9781031-1	1-4686179-7031349	0-217076-3975943	7688078-3-3	6494759-1965024-1	2-3-8196914	1-453617-4	402585-0-4	0-9886805-0	263496-2916803-4
assemblage-663-968	0	0	0	120	9	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-832-789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	7	0	0	0	0	0	0	0	14
assemblage-549-432	0	0	23	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	394	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-637-948	0	0	0	143	9	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-653-972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	95	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	11	0	0	0	0	0	0	0	0	0	0	23
assemblage-750-626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-834-809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	0	0	21
assemblage-639-332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-749-590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-788-907	0	0	0	0	0	0	0	0	0	0	0	19	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	7	0	0	0	0	0	0	273	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2
assemblage-431-697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	130	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	11	0	0	0	0	0	0	0	0	0	0	26
assemblage-393-831	0	0	0	0	0	9	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	13	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	51	0	23
assemblage-752-785	0	0	0	0	0	0	0	0	0	0	0	21	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	18
assemblage-840-332	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	14	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-895-640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	109	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	13	0	0	0	0	0	0	0	0	0	0	22
