Assemblage_Name	267369-9583499-6724635	3-3-4166148	767167-3-2	4496057-3120585-38257	4496057-1996082-3	2733438-4-3	4496057-3292650-3	267369-1466262-6724635	3-1-0	8291693-9583499-0	4053488-3-2	3683355-4835652-0	3-9583499-0	4406852-3120585-3507676	3-5743695-2	2-1393502-5782613	2-1-2	4-582683-4	3-6689462-2	3-3-8469472	2635414-3120585-3	3-3-6707710	3002938-3120585-7923038	4496057-3120585-3	4496057-2025217-3	4496057-4892910-3	3-3-2	6124745-5271346-3507676	4496057-3120585-8707155	3-1852544-0	1396136-3120585-3	3-9583499-1223831	6124745-3120585-8262334	4496057-9721383-3	3-9851857-0	6124745-7298717-3507676	3-8181864-1223831	3-6408404-0	3-9583499-7895744	3009204-3120585-3	6101120-1393502-3	4496057-3120585-5872844	4496057-3120585-4561684	4-3120585-3	4496057-3605675-3	3-9583499-7487243	6124745-8369682-3507676	8251083-4-0	2-1393502-3	3-775260-0	3-9230556-0	6703782-7481702-712580	4496057-6242376-3	4496057-1022389-3	1723683-3-2	4-582683-5659920	4879400-0-3	3-9583499-6724635	6124745-3120585-3507676	1-3-0	767167-3-1199259	4058237-3120585-3	4496057-7481702-3	4496057-5694063-3	3-2709420-2	3-1-5982104	3-4835652-0	3-9583499-2348813	6703782-7481702-3	4-3120585-7847720	4496057-7270820-3	3-3-4502626	3-1-1694170	4-3120585-3507676	2286783-3120585-3507676	3-4835652-3341925	3-3-9086490	3-8727560-0	5440215-3-2	4-0-3	4496057-1411495-3	3-1-1175645	2-4-3	2286783-3839013-3507676	4-4-4	4496057-3120585-7923038	4394405-3120585-3507676
assemblage-405-108	0	0	0	40	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	23	0	12	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-855-346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	262	20
assemblage-944-541	0	0	28	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-786-921	0	0	27	0	0	0	0	0	0	0	5	0	41	0	0	0	0	0	0	0	0	8	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-684-767	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	34	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-414-683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	14
assemblage-653-962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	209	0	0	0	0	0	0	0	0	51	0	0	16
assemblage-311-427	0	0	4	0	0	0	0	0	0	0	0	0	14	31	0	0	0	0	0	0	0	0	0	17	0	0	187	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	35	0	0	0	0	9	0	0	0	0	0	3	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-426-694	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	11	0	0	0	0	12	0	0	0	0	0	0	295	0	0	0	0	0	0	0	13	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-604-126	0	0	31	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	10	0	0	56	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	4	0	0	0	140	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-783-921	0	0	18	0	0	0	0	0	0	0	13	0	41	0	0	0	0	0	0	0	0	5	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-293-730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	67	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-431-667	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	23	0	0	0	0	23	0	0	0	0	0	0	294	0	0	0	0	0	0	0	14	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-292-700	0	0	0	43	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	32	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-726-971	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	358	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	24	0	0	0	0	0	25
assemblage-294-696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	248	17
assemblage-399-81	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-694-487	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-379-112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	0	0	36	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-832-326	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-597-123	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-907-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	13
assemblage-907-621	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	10
assemblage-439-709	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	19	0	0	0	0	14	0	0	0	0	0	0	308	0	0	0	0	0	0	0	6	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-546-416	0	0	61	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	46	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	10	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-695-482	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-648-341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	17	0	0	0	0	0	0	16
assemblage-994-194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	15
assemblage-657-318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	5
assemblage-421-689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	229	0	0	0	0	0	0	0	0	49	0	0	28
assemblage-716-481	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	361	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	18	0	0	0	0	0	14
assemblage-980-599	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	7
assemblage-990-203	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	16	0	0	0	0	14	0	0	0	0	0	0	282	0	0	0	0	0	0	0	8	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-612-122	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-311-717	0	0	0	58	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	20	0	8	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-643-323	0	0	21	0	0	0	0	0	0	0	3	0	50	0	0	0	0	0	0	0	0	11	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-836-798	0	0	0	49	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	20	0	8	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-985-197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	12
